canonical_case_id,domain,fault_family,evaluation_role,detected,false_alarm_events,detection_delay_s,normal_exposure_s,policy
rfly_6e4a47e9aa8c8b588da1,HIL,Load,fault_detection,False,0,,34,critical
rfly_cd3bb0ad0d2473de8a1e,HIL,Load,fault_detection,False,0,,34,critical
rfly_be9c991bd6e415130daf,HIL,Load,fault_detection,False,0,,34,critical
rfly_6d88e89e35c58d2e025b,HIL,Load,fault_detection,False,0,,34,critical
rfly_3f90a9ce29b14250e409,HIL,Load,fault_detection,False,0,,33,critical
rfly_34a9bcb24fa068da45d8,HIL,Load,fault_detection,False,0,,34,critical
rfly_feb7575e379547b3ca27,HIL,Motor,fault_detection,False,0,,0,critical
rfly_6e70d7475fc4d5bef470,HIL,Motor,fault_detection,False,0,,0,critical
rfly_725646d2fc62dc6b06fc,HIL,Motor,fault_detection,False,0,,2,critical
rfly_eaea5411113c1572349c,HIL,Motor,fault_detection,False,0,,0,critical
rfly_02b48f3e389f6f5c3e43,HIL,Motor,fault_detection,False,0,,2,critical
rfly_b703813570496edc73de,HIL,Motor,fault_detection,False,0,,0,critical
rfly_e86cb1cdbad428070c5b,HIL,Motor,fault_detection,False,0,,0,critical
rfly_06135b0a73d66c5ce310,HIL,Motor,fault_detection,False,0,,0,critical
rfly_4de7959586565b19850f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_2f19d2d372ba599daf2a,HIL,Motor,fault_detection,False,0,,0,critical
rfly_0171dcf4b2d86f290e6f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_45f0264f8a2e92bf2530,HIL,Motor,fault_detection,True,0,26.0,0,critical
rfly_e2bcbefeaa024245a02f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_4e5b0883f6c2b0551f28,HIL,Motor,fault_detection,False,0,,2,critical
rfly_9294b933e4a0274e9f3b,HIL,Motor,fault_detection,False,0,,0,critical
rfly_a92b6653b1f1a9509495,HIL,Motor,fault_detection,False,0,,2,critical
rfly_2b65f520c67dbc15f50b,HIL,Motor,fault_detection,False,0,,0,critical
rfly_fd26eb5e7e8b28fb5eb1,HIL,Motor,fault_detection,False,0,,2,critical
rfly_0cb5e4ac36188e9a4e5a,HIL,Motor,fault_detection,False,0,,0,critical
rfly_960e4189802bd1f0cabc,HIL,Motor,fault_detection,False,0,,0,critical
rfly_6c2cee0ee09973b6d906,HIL,Motor,fault_detection,False,0,,1,critical
rfly_b9ce9f68344164faf50b,HIL,Motor,fault_detection,False,0,,1,critical
rfly_9e80f905e8622b348a1c,HIL,Motor,fault_detection,False,0,,2,critical
rfly_4b6aab86eac166d56bea,HIL,Motor,fault_detection,False,0,,0,critical
rfly_4b4068a1213853a17762,HIL,Motor,fault_detection,False,0,,2,critical
rfly_7a20c3e213c07231075f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_731b57010eb926fddbae,HIL,Motor,fault_detection,False,0,,0,critical
rfly_cb0c8b01b35949718256,HIL,Motor,fault_detection,False,0,,0,critical
rfly_eaf998c8170b4b30b14d,HIL,Motor,fault_detection,False,0,,0,critical
rfly_77a4283c1b512bc7de8e,HIL,Motor,fault_detection,False,0,,0,critical
rfly_03352ead71fc4dd9bde6,HIL,Motor,fault_detection,False,0,,0,critical
rfly_42e444a71a44a99ee7fd,HIL,Motor,fault_detection,False,0,,0,critical
rfly_0a4ef5bf3a3111c279f2,HIL,Motor,fault_detection,False,0,,0,critical
rfly_4059904950fb7d4f9586,HIL,Motor,fault_detection,False,0,,2,critical
rfly_f136afd00ca1d1e4d5db,HIL,Motor,fault_detection,False,0,,0,critical
rfly_a9dec31555e55c373241,HIL,Motor,fault_detection,False,0,,2,critical
rfly_43f3802bb56e9e0cd0dc,HIL,Motor,fault_detection,False,0,,0,critical
rfly_069d8cc8a3b2414c3b5d,HIL,Motor,fault_detection,False,0,,2,critical
rfly_f83862745fa614c05d36,HIL,Motor,fault_detection,False,0,,0,critical
rfly_888ee131f6961b3cd8b6,HIL,Motor,fault_detection,False,0,,0,critical
rfly_ca7e46d2ce4c6211b547,HIL,Motor,fault_detection,False,0,,0,critical
rfly_adcd2e50709d20199f1c,HIL,Motor,fault_detection,True,0,22.0,0,critical
rfly_b4d4d3e3eb02a3844a70,HIL,Motor,fault_detection,False,0,,0,critical
rfly_e6ccd8fb09ad32feba6f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_67a532d745abcc85b7f7,HIL,Motor,fault_detection,True,0,28.0,0,critical
rfly_538d09531cbb05e11299,HIL,Motor,fault_detection,False,0,,0,critical
rfly_4ba64974e10eb052544c,HIL,Motor,fault_detection,False,0,,3,critical
rfly_409a92a2394b4f0089ce,HIL,Motor,fault_detection,False,0,,0,critical
rfly_deef368fada4345a35aa,HIL,Motor,fault_detection,False,0,,3,critical
rfly_091789d1c1711c8b1438,HIL,Motor,fault_detection,False,0,,0,critical
rfly_9cabb201236e104bf000,HIL,Motor,fault_detection,False,0,,0,critical
rfly_a3ad9237eee8fdc0cc4f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_dbe1349bb3da944a6d60,HIL,Motor,fault_detection,False,0,,2,critical
rfly_05d54218f08b18ebe5eb,HIL,Motor,fault_detection,False,0,,0,critical
rfly_955719cb7c1377bcc261,HIL,Motor,fault_detection,False,0,,0,critical
rfly_3d7ef83e47f52ba4e702,HIL,Motor,fault_detection,False,0,,2,critical
rfly_93a24b1844e08d904e9f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_75da03d04ca3e37cc97c,HIL,Motor,fault_detection,False,0,,2,critical
rfly_97f5f9bb4f608bb2f5ef,HIL,Motor,fault_detection,False,0,,0,critical
rfly_014fc83ae29a8eccae33,HIL,Motor,fault_detection,False,0,,0,critical
rfly_5bfc2928aae8ba14dd65,HIL,Motor,fault_detection,False,0,,0,critical
rfly_fb57ba93868c8ed7cca7,HIL,Motor,fault_detection,True,0,22.0,0,critical
rfly_25bf09f86f02e181cbe4,HIL,Motor,fault_detection,False,0,,0,critical
rfly_afe641ed172a7055476a,HIL,Motor,fault_detection,False,0,,0,critical
rfly_b794ce04af0bec857c59,HIL,Motor,fault_detection,False,0,,0,critical
rfly_f31389a6e07f000cedde,HIL,Motor,fault_detection,False,0,,0,critical
rfly_a3737f4377e37fcc0699,HIL,Motor,fault_detection,False,0,,3,critical
rfly_f9e9841ce91cab54ee01,HIL,Motor,fault_detection,False,0,,0,critical
rfly_83d075c7d87cc200c93b,HIL,Motor,fault_detection,False,0,,3,critical
rfly_39b60780c3fbee7b177e,HIL,Motor,fault_detection,False,0,,0,critical
rfly_34e6e131134f85af07d4,HIL,Motor,fault_detection,False,0,,0,critical
rfly_09b170d7d0db4f7a8fa5,HIL,Motor,fault_detection,True,0,22.0,0,critical
rfly_75ea894c8d3ac396681e,HIL,Motor,fault_detection,False,0,,0,critical
rfly_ed752a6d481a4b48f906,HIL,Motor,fault_detection,False,0,,0,critical
rfly_2a4e959e69a24a40187b,HIL,Motor,fault_detection,True,0,21.0,0,critical
rfly_b0f0719446ff34155ca2,HIL,Motor,fault_detection,False,0,,0,critical
rfly_62500416537d52ec1bd3,HIL,Motor,fault_detection,False,0,,0,critical
rfly_f30ec4dc0e54ef1e372f,HIL,Motor,fault_detection,True,0,24.0,0,critical
rfly_a206e2874887e51b8abd,HIL,Motor,fault_detection,False,0,,0,critical
rfly_3904358236a7642a5183,HIL,Motor,fault_detection,False,0,,0,critical
rfly_a7fab722f6d36e805ba4,HIL,Motor,fault_detection,False,0,,0,critical
rfly_0c4ffb4292b1fa865a27,HIL,Motor,fault_detection,False,0,,0,critical
rfly_0786e7bc431a95e4cdf6,HIL,Motor,fault_detection,False,0,,5,critical
rfly_5b068a891b3fa636b484,HIL,Motor,fault_detection,False,0,,5,critical
rfly_5af101042fd82b0d05dc,HIL,Motor,fault_detection,False,0,,5,critical
rfly_919e5f1237e225643111,HIL,Motor,fault_detection,False,0,,5,critical
rfly_7c62037f19a90fd5f55f,HIL,Motor,fault_detection,False,0,,5,critical
rfly_9d3fdb95d32b8149cc1c,HIL,Motor,fault_detection,False,0,,5,critical
rfly_36756fa6ec988eb12516,HIL,Motor,fault_detection,False,0,,5,critical
rfly_f32f4baff45d121daefc,HIL,Motor,fault_detection,False,0,,5,critical
rfly_7816aaf11772680a4a70,HIL,Motor,fault_detection,False,0,,5,critical
rfly_598e77110ef52016aea3,HIL,Motor,fault_detection,False,0,,5,critical
rfly_4ae6e236911f4b8f9aed,HIL,Motor,fault_detection,False,0,,5,critical
rfly_38385cbb110a8ec95824,HIL,Motor,fault_detection,False,0,,0,critical
rfly_7fde874026fd95bdfce2,HIL,Motor,fault_detection,False,0,,5,critical
rfly_0df9d0c1ea0005d87885,HIL,Motor,fault_detection,False,0,,5,critical
rfly_dfbfa8197d6a53cdad9e,HIL,Motor,fault_detection,False,0,,5,critical
rfly_6f71a0b6c57a07d4d5ef,HIL,Motor,fault_detection,False,0,,5,critical
rfly_fb7523fd1c60e5ed2368,HIL,Motor,fault_detection,False,0,,5,critical
rfly_906d1cd461fd7a04214d,HIL,Motor,fault_detection,False,0,,5,critical
rfly_6fe83606461fd34f07ee,HIL,Motor,fault_detection,False,0,,5,critical
rfly_44c29b18df6a75234608,HIL,Motor,fault_detection,False,0,,0,critical
rfly_aeb98fdee1f946ef0f09,HIL,Motor,fault_detection,False,0,,0,critical
rfly_b4fa89b422fb6117b3e8,HIL,Motor,fault_detection,False,0,,5,critical
rfly_7241a4ef2c0ef5a869a6,HIL,Motor,fault_detection,False,0,,5,critical
rfly_47871762bf9e055bc098,HIL,Motor,fault_detection,False,0,,5,critical
rfly_3b09e34f7606b4bae481,HIL,Motor,fault_detection,False,0,,0,critical
rfly_da6f07408413b1fa9a87,HIL,Motor,fault_detection,False,0,,5,critical
rfly_47c7321d68d9cfb4da44,HIL,Motor,fault_detection,False,0,,5,critical
rfly_1ff7af7435f08331315c,HIL,Motor,fault_detection,False,0,,5,critical
rfly_f08fa21bb846a6f47e75,HIL,Motor,fault_detection,False,0,,0,critical
rfly_1f7e3ad0943d0fe0772f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_4a32025a7c1e1847cb91,HIL,Motor,fault_detection,False,0,,5,critical
rfly_45c224f96d5e3c0adc57,HIL,Motor,fault_detection,False,0,,5,critical
rfly_22317614c51f8bddba6f,HIL,Motor,fault_detection,False,0,,5,critical
rfly_c7e103114c0c11de3d6b,HIL,Motor,fault_detection,False,0,,5,critical
rfly_12de17fcfcd523f730ff,HIL,Motor,fault_detection,False,0,,5,critical
rfly_790ff5edaf0b4e56d9b8,HIL,Motor,fault_detection,False,0,,5,critical
rfly_19ad0cc473356d8c5da1,HIL,Motor,fault_detection,False,0,,5,critical
rfly_aafbe3233a8467e50702,HIL,Motor,fault_detection,False,0,,5,critical
rfly_b83df4d3486720156c02,HIL,Motor,fault_detection,False,0,,5,critical
rfly_fa0a5005f19bff44d64f,HIL,Motor,fault_detection,False,0,,5,critical
rfly_1a0483eee6ec7d791c41,HIL,Motor,fault_detection,False,0,,5,critical
rfly_a4bb9a55b841b6516385,HIL,Motor,fault_detection,False,0,,6,critical
rfly_825550303d1885eece62,HIL,Motor,fault_detection,False,0,,5,critical
rfly_86c3a2f902f621e98535,HIL,Motor,fault_detection,False,0,,5,critical
rfly_3ccbedf849c7e9050168,HIL,Motor,fault_detection,False,0,,5,critical
rfly_a01e1f650069539dcdd2,HIL,Motor,fault_detection,False,0,,5,critical
rfly_ddf2bee07321a99c2aa5,HIL,Motor,fault_detection,False,0,,5,critical
rfly_683ffb777b98a9191388,HIL,Motor,fault_detection,False,0,,5,critical
rfly_9b3233736a6e78b03ae1,HIL,Motor,fault_detection,False,0,,5,critical
rfly_191b18cd6787cc463fdd,HIL,Motor,fault_detection,False,0,,5,critical
rfly_c8a023735b7fe49bf3ce,HIL,Motor,fault_detection,False,0,,5,critical
rfly_79e4f84ab9925d79bdc3,HIL,Motor,fault_detection,False,0,,5,critical
rfly_7ba8ed674b8c292c79b9,HIL,Motor,fault_detection,False,0,,5,critical
rfly_578f6003d416427edd6a,HIL,Motor,fault_detection,False,0,,5,critical
rfly_859e97bd6297484e454d,HIL,Motor,fault_detection,False,0,,0,critical
rfly_97a093ba206757fd6c6a,HIL,Motor,fault_detection,False,0,,0,critical
rfly_40e9eeb8f756501fde41,HIL,Motor,fault_detection,False,0,,0,critical
rfly_fc7dd94de72b7809d9c4,HIL,Motor,fault_detection,False,0,,5,critical
rfly_86e1d211ab12167b8a25,HIL,Motor,fault_detection,False,0,,5,critical
rfly_616da09a4ddbf5973430,HIL,Motor,fault_detection,False,0,,0,critical
rfly_a5cf744bb954d72d50a6,HIL,Motor,fault_detection,False,0,,0,critical
rfly_08fe60072a646fe777e3,HIL,Motor,fault_detection,False,0,,5,critical
rfly_a18baaf841623b46375d,HIL,Motor,fault_detection,False,0,,5,critical
rfly_d2788de05c2f968362f3,HIL,Motor,fault_detection,False,0,,5,critical
rfly_edc300344cabd57cc2b7,HIL,Motor,fault_detection,False,0,,5,critical
rfly_08e78104e2e6da10c778,HIL,Motor,fault_detection,False,0,,0,critical
rfly_09261e77a416805fbf8b,HIL,Motor,fault_detection,False,0,,5,critical
rfly_1e56185b1a51b4dd08ca,HIL,Motor,fault_detection,False,0,,5,critical
rfly_85527e431b7b95afc1e7,HIL,Motor,fault_detection,False,0,,5,critical
rfly_cee3ac8c966772aa5642,HIL,Motor,fault_detection,False,0,,5,critical
rfly_f1c17976fee0f3516f37,HIL,Motor,fault_detection,False,0,,5,critical
rfly_071658f2f62176fc70ae,HIL,Motor,fault_detection,False,0,,5,critical
rfly_ffa4304520cc7930afe1,HIL,Motor,fault_detection,False,0,,5,critical
rfly_8be4549fef0dfa44c51c,HIL,Motor,fault_detection,False,0,,5,critical
rfly_d881fdbfc585361187d4,HIL,Motor,fault_detection,False,0,,5,critical
rfly_d09aabacbee89b8476b6,HIL,Motor,fault_detection,False,0,,5,critical
rfly_7041652da62a0036b315,HIL,Motor,fault_detection,False,0,,5,critical
rfly_977da6ea46897e30f4c7,HIL,Motor,fault_detection,False,0,,5,critical
rfly_d06b273ced2996970d89,HIL,Motor,fault_detection,False,0,,5,critical
rfly_40c0efedc5c745cc3862,HIL,Motor,fault_detection,False,0,,5,critical
rfly_dc1cae541020e7fa5217,HIL,Motor,fault_detection,False,0,,35,critical
rfly_474a41ba06f6cf39047b,HIL,Motor,fault_detection,False,0,,34,critical
rfly_3a7451eb87f50679053d,HIL,Motor,fault_detection,False,0,,35,critical
rfly_41eb2a1d82795062230a,HIL,Motor,fault_detection,False,0,,35,critical
rfly_f51364f463ee212cb1be,HIL,Motor,fault_detection,False,0,,34,critical
rfly_1dd392fb2057ab8dd97c,HIL,Motor,fault_detection,False,0,,35,critical
rfly_e0136d7bfc2d57a98587,HIL,Motor,fault_detection,False,0,,34,critical
rfly_a8ea15ad8725fdd58d39,HIL,Motor,fault_detection,False,0,,34,critical
rfly_471b8fd2f23a0e2d873d,HIL,Motor,fault_detection,False,0,,35,critical
rfly_b9afc15858cc0bcdb38e,HIL,Motor,fault_detection,False,0,,34,critical
rfly_11e65dbff0ad22bb972c,HIL,Motor,fault_detection,False,0,,34,critical
rfly_da2ec65579876e86f458,HIL,Motor,fault_detection,True,0,77.0,35,critical
rfly_e824fc101c9b58112ba3,HIL,Motor,fault_detection,False,0,,35,critical
rfly_83df7a7f067b37910872,HIL,Motor,fault_detection,False,0,,35,critical
rfly_7853ab9643ac83a647ac,HIL,Motor,fault_detection,False,0,,34,critical
rfly_b8a90f37316b05dae5dc,HIL,Motor,fault_detection,False,0,,34,critical
rfly_db0d37607eaf0dfc16d9,HIL,Motor,fault_detection,False,0,,34,critical
rfly_ab8fbea6bf4ba0ffb914,HIL,Motor,fault_detection,False,0,,34,critical
rfly_2e4fcfc895ff6f3426d6,HIL,Motor,fault_detection,False,0,,35,critical
rfly_5a4d475840c132670079,HIL,Motor,fault_detection,False,0,,34,critical
rfly_4a7288a9821606d4f367,HIL,Motor,fault_detection,False,0,,34,critical
rfly_8af665dc3d1418c5aa4b,HIL,Motor,fault_detection,False,0,,34,critical
rfly_880aaa2fb985af41be11,HIL,Motor,fault_detection,False,0,,34,critical
rfly_b632928d34780207137e,HIL,Motor,fault_detection,False,0,,35,critical
rfly_e7ca42cb5e07ea92b238,HIL,Motor,fault_detection,False,0,,34,critical
rfly_9ef465672d9c8d164724,HIL,Motor,fault_detection,False,0,,34,critical
rfly_5b35ae5862c2ad4414f6,HIL,Motor,fault_detection,False,0,,34,critical
rfly_d6f97da327b2e6319cc8,HIL,Motor,fault_detection,False,0,,34,critical
rfly_4eb8c49e96c785081aca,HIL,Motor,fault_detection,False,0,,34,critical
rfly_0113ecaf67de028dcc2d,HIL,Motor,fault_detection,False,0,,34,critical
rfly_f49e881d145c9c8e9d48,HIL,Motor,fault_detection,True,0,38.00000000000001,35,critical
rfly_f254bad11dcb2d074280,HIL,Motor,fault_detection,False,0,,34,critical
rfly_3575bac58319bd0f82a4,HIL,Motor,fault_detection,False,0,,34,critical
rfly_fe397dc0d3d4017f0742,HIL,Motor,fault_detection,False,0,,33,critical
rfly_9937e9a53a94e2cf3aee,HIL,Motor,fault_detection,False,0,,35,critical
rfly_77f2978a1a6ca89c7d89,HIL,Motor,fault_detection,False,0,,34,critical
rfly_0ecd4160b18d03a36774,HIL,Motor,fault_detection,False,0,,34,critical
rfly_da8b17b374b31db5fcdd,HIL,Motor,fault_detection,False,0,,35,critical
rfly_982ed4e258cd3ac23801,HIL,Motor,fault_detection,False,0,,34,critical
rfly_4a2056063e6844caddb6,HIL,Motor,fault_detection,False,0,,34,critical
rfly_bd5dfdf8a839028e420a,HIL,Motor,fault_detection,True,0,38.00000000000001,35,critical
rfly_792b3df719dc4d92c421,HIL,Motor,fault_detection,True,0,37.00000000000001,34,critical
rfly_3e112a5d723ea3a22258,HIL,Motor,fault_detection,False,0,,33,critical
rfly_2513b077d5ed2bc42098,HIL,Motor,fault_detection,False,0,,34,critical
rfly_da7f6be64ce57e84776b,HIL,Motor,fault_detection,True,0,78.0,34,critical
rfly_870dc363d6f5082742fe,HIL,Motor,fault_detection,False,0,,34,critical
rfly_9926eeb226fa170131d3,HIL,Motor,fault_detection,False,0,,34,critical
rfly_3172a949688180af51af,HIL,Motor,fault_detection,False,0,,35,critical
rfly_ce89ed8f4488accadcdb,HIL,Motor,fault_detection,False,0,,34,critical
rfly_f381df3b2b82a586fcb8,HIL,Motor,fault_detection,True,0,35.00000000000001,34,critical
rfly_d974e61d570e6d0f46cd,HIL,Motor,fault_detection,True,0,38.00000000000001,34,critical
rfly_8ccf02e79bbaadb2c296,HIL,Motor,fault_detection,False,0,,34,critical
rfly_80fc4934ec18578035e0,HIL,Motor,fault_detection,False,0,,35,critical
rfly_1c3ed800ba59a7917c4a,HIL,Motor,fault_detection,False,0,,34,critical
rfly_ee47133b6f5c23612b3a,HIL,Motor,fault_detection,False,0,,34,critical
rfly_a47760cd444325ae63ff,HIL,Motor,fault_detection,False,0,,33,critical
rfly_a05dc2e570ff57301db7,HIL,Motor,fault_detection,False,0,,35,critical
rfly_5f99ffb8e3b9ad7e0348,HIL,Motor,fault_detection,False,0,,34,critical
rfly_07ce232baf7269fc274b,HIL,Motor,fault_detection,False,0,,34,critical
rfly_279333057ae0b13e47b7,HIL,Motor,fault_detection,True,0,36.00000000000001,35,critical
rfly_10c8a8051dd3d5adc847,HIL,Motor,fault_detection,True,0,35.00000000000001,34,critical
rfly_88b3c633dd89b6220f46,HIL,Motor,fault_detection,True,0,37.00000000000001,34,critical
rfly_2458b730413bf8c183ef,HIL,Motor,fault_detection,False,0,,35,critical
rfly_248374a457cd4dc15626,HIL,Motor,fault_detection,True,0,38.00000000000001,34,critical
rfly_8b0ec8cb718dad1b2555,HIL,Motor,fault_detection,False,0,,33,critical
rfly_7c5f9090eb292f5dc1dc,HIL,Motor,fault_detection,False,0,,34,critical
rfly_5f873c9358d476e6b152,HIL,Motor,fault_detection,False,0,,35,critical
rfly_90f7d4142ed98051e0fa,HIL,Motor,fault_detection,False,0,,34,critical
rfly_62a6c980bed0b8238251,HIL,Motor,fault_detection,False,0,,34,critical
rfly_c696fa226c79bc110dff,HIL,Motor,fault_detection,False,0,,34,critical
rfly_ce70bc0add3155fd4798,HIL,Motor,fault_detection,True,0,34.00000000000001,35,critical
rfly_87c96538419384b2eb60,HIL,Motor,fault_detection,True,0,34.00000000000001,34,critical
rfly_80f99ef47daf04ab567e,HIL,Motor,fault_detection,False,0,,34,critical
rfly_152d464102a44f3e1010,HIL,Motor,fault_detection,True,0,38.00000000000001,33,critical
rfly_57485d5d0da001763304,HIL,Motor,fault_detection,True,0,36.00000000000001,35,critical
rfly_963f162cbd722436ee11,HIL,Motor,fault_detection,False,0,,34,critical
rfly_c4c34e7ad08457d6a663,HIL,Motor,fault_detection,False,0,,35,critical
rfly_c12744720a5bc9a88586,HIL,Motor,fault_detection,True,0,80.0,34,critical
rfly_a72281469c274533ee53,HIL,Motor,fault_detection,False,0,,34,critical
rfly_8e2dbe1cd57be9cc8807,HIL,Motor,fault_detection,False,0,,34,critical
rfly_62b1ab52787ed86b593e,HIL,Motor,fault_detection,False,0,,34,critical
rfly_6998c82c0c4005b3b8e2,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_15cb496dbf2c4f29e3a4,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_b72d84dfdcdf07dde5c9,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_ebfd172da97ad93e822e,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_1caacc0e11aa1501eb25,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_8618e2a5ce0b47a65784,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_142e4b6ad6c0a8c213ed,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_a208bc0bff568e739361,HIL,Sensor,fault_detection,False,0,,33,critical
rfly_3dc5a57d8b2ff310d6e1,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_48abac38d6a384e11186,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_ad67967e8499c14d809f,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_fbf309f52f77bfb56503,HIL,Sensor,fault_detection,True,0,22.000000000000007,35,critical
rfly_6dec14ab0adca4a29bae,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_6cf57c91b03654dfd057,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_b40238134fcdf533f3e0,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_863a5d229f22a0422aab,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_951580b6c6fcffee6185,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_e544e8ef803d0758d31c,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_704823c7d1a97b20c397,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_c6a9aba67ddaf43edea4,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_4fe02a160b6dd9e4a197,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_d3d1e9198a06b8ca3aa0,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_12f0e5297dc0c0a75a21,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_109f956183d6259ddd50,HIL,Sensor,fault_detection,False,0,,35,critical
rfly_7c6da7715a6c2efd13bb,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_aadea1472bb60d1fd8da,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_0e3e44eb891fb5d07ba1,HIL,Sensor,fault_detection,False,0,,33,critical
rfly_f1497fdbfc79dd18a07e,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_b27c1c48a8038ef68c31,HIL,Sensor,fault_detection,False,0,,34,critical
rfly_203e832ca4ced3f968e5,HIL,Sensor,fault_detection,True,0,24.0,0,critical
rfly_cccf3432c5657e8a8443,HIL,Sensor,fault_detection,False,0,,0,critical
rfly_34fa558aea68151fcb4c,HIL,Sensor,fault_detection,False,0,,0,critical
rfly_fef9988aea588d1b7bfb,HIL,Sensor,fault_detection,False,0,,0,critical
rfly_c47ced113969e3895892,HIL,Sensor,fault_detection,False,0,,5,critical
rfly_6309c4cf11c5e40739d4,HIL,Sensor,fault_detection,False,0,,0,critical
rfly_8c91aa7b61a8e5ecf1af,HIL,Sensor,fault_detection,False,0,,0,critical
rfly_0707d139c4c93fcfddea,HIL,Sensor,fault_detection,False,0,,0,critical
rfly_1b3366db971e017e73bd,HIL,Sensor,fault_detection,False,0,,0,critical
rfly_6fc890a0fb5fc7e29997,HIL,Sensor,fault_detection,False,0,,0,critical
