canonical_case_id,object_name,package,domain,fault_family,fault_subtype,system_fault,truth_source,truth_crosscheck_disagreement,truth_crosscheck_eligible_v2,truth_crosscheck_onset_delta_s,truth_crosscheck_offset_delta_s,truth_crosscheck_overlap_s,truth_crosscheck_disagreement_v2,truth_crosscheck_schema_version,row_count,duration_s,fault_start_s,fault_end_s,missing_active_interval,active_from_first_sample,interval_violation,missing_v2_features,trajectory_fingerprint,split_group_id,split
rfly_18221920cc931b715fb6,HIL-Wind/acce-wind/TestCase_200_2415000199/Log/log_62_2023-8-7-04-36-06.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.10000000000000142,18.700000000000003,45.10000000000064,False,2,878,87.7,,,False,False,,,"0.1,0.0,-0.0;2.4,1.0,-15.1;79.2,-3.8,-15.1;169.5,-8.5,-15.0;203.5,3.7,-9.6",simulation_scenario:HIL-Wind/acce-wind,development
rfly_9b0b20d8b27ba082beb4,HIL-Wind/acce-wind/TestCase_201_2415000200/Log/log_63_2023-8-7-04-38-20.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.10000000000000142,18.599999999999994,45.10000000000064,False,2,877,87.6,,,False,False,,,"0.0,-0.1,-0.0;2.5,0.9,-15.0;73.4,-4.4,-15.1;157.4,-12.1,-15.0;269.0,-19.5,-13.2",simulation_scenario:HIL-Wind/acce-wind,development
rfly_81f22d55a3f2a4a148ca,HIL-Wind/acce-wind/TestCase_202_2415000201/Log/log_64_2023-8-7-04-40-34.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.10000000000000142,18.900000000000006,45.10000000000064,False,2,880,87.9,,,False,False,,,"0.1,0.1,-0.0;1.7,1.0,-15.0;75.3,-2.1,-15.0;184.4,-6.3,-15.0;292.6,-11.5,-12.7",simulation_scenario:HIL-Wind/acce-wind,development
rfly_52f4cc7e349f489027f9,HIL-Wind/acce-wind/TestCase_203_2415000202/Log/log_65_2023-8-7-04-42-48.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.1999999999999993,18.099999999999994,45.10000000000064,False,2,872,87.1,,,False,False,,,"0.1,0.1,-0.0;1.6,1.0,-15.0;71.8,-2.2,-15.1;175.4,-5.9,-15.0;281.4,-9.6,-12.8",simulation_scenario:HIL-Wind/acce-wind,development
rfly_63d056ec2dd0efd239f6,HIL-Wind/acce-wind/TestCase_204_2415000203/Log/log_66_2023-8-7-04-45-00.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.6000000000000014,18.700000000000003,44.50000000000063,False,2,878,87.7,,,False,False,,,"-0.0,-0.0,-0.0;1.1,0.9,-15.0;66.3,-2.4,-15.1;161.9,-6.5,-15.0;265.1,-11.7,-13.2",simulation_scenario:HIL-Wind/acce-wind,development
rfly_ca899445cb916cc55b2f,HIL-Wind/acce-wind/TestCase_205_2415000204/Log/log_67_2023-8-7-04-47-14.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.0,18.400000000000006,45.10000000000064,False,2,875,87.4,,,False,False,,,"-0.0,0.0,-0.0;1.5,1.1,-15.0;63.5,-2.3,-15.1;153.8,-4.9,-15.0;252.2,-9.5,-13.3",simulation_scenario:HIL-Wind/acce-wind,development
rfly_1ef5195960b177c7bb95,HIL-Wind/acce-wind/TestCase_206_2415000205/Log/log_68_2023-8-7-04-49-28.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.1999999999999993,18.099999999999994,45.10000000000064,False,2,872,87.1,,,False,False,,,"0.1,0.1,-0.0;1.7,1.0,-15.0;59.1,-2.9,-15.1;147.7,-6.1,-15.0;245.4,-10.5,-13.1",simulation_scenario:HIL-Wind/acce-wind,development
rfly_abf67d0d91097d78983e,HIL-Wind/acce-wind/TestCase_270_2416000269/Log/log_132_2023-8-7-07-23-50.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.5,19.700000000000003,44.600000000000634,False,2,888,88.7,,,False,False,,,"0.1,-0.0,-0.1;2.3,1.0,-15.1;136.1,-2.3,-15.2;280.4,-9.3,-15.0;409.3,-15.0,-14.4",simulation_scenario:HIL-Wind/acce-wind,development
rfly_4617b2c11548395bef60,HIL-Wind/acce-wind/TestCase_271_2416000270/Log/log_133_2023-8-7-07-26-06.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.1999999999999993,19.200000000000003,45.10000000000064,False,2,883,88.2,,,False,False,,,"-0.0,-0.0,-0.0;3.1,1.0,-15.1;139.5,-2.9,-15.1;283.6,-11.6,-15.0;410.4,-18.8,-14.8",simulation_scenario:HIL-Wind/acce-wind,development
rfly_2f5f19957a903382baca,HIL-Wind/acce-wind/TestCase_272_2416000271/Log/log_134_2023-8-7-07-28-20.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.3999999999999986,19.900000000000006,44.700000000000635,False,2,890,88.9,,,False,False,,,"0.0,0.1,0.0;2.4,1.0,-15.0;139.0,-2.3,-15.2;284.9,-11.6,-14.9;411.6,-19.5,-15.1",simulation_scenario:HIL-Wind/acce-wind,development
rfly_834e9e868bba7bb01649,HIL-Wind/acce-wind/TestCase_273_2416000272/Log/log_135_2023-8-7-07-30-36.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.6000000000000014,20.400000000000006,44.50000000000063,False,2,895,89.4,,,False,False,,,"0.0,-0.0,0.0;2.6,0.9,-15.0;141.1,-2.5,-15.1;286.9,-12.3,-14.9;413.6,-20.4,-15.5",simulation_scenario:HIL-Wind/acce-wind,development
rfly_79ea442b06900d0ef2b4,HIL-Wind/acce-wind/TestCase_274_2416000273/Log/log_136_2023-8-7-07-32-48.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.10000000000000142,18.900000000000006,45.10000000000064,False,2,880,87.9,,,False,False,,,"-0.0,0.0,-0.0;3.3,1.0,-15.1;142.6,-2.6,-15.2;286.4,-13.1,-14.9;409.5,-23.4,-16.2",simulation_scenario:HIL-Wind/acce-wind,development
rfly_776c7133f239de6d53c3,HIL-Wind/acce-wind/TestCase_275_2416000274/Log/log_137_2023-8-7-07-35-04.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.1999999999999993,19.599999999999994,45.10000000000064,False,2,887,88.6,,,False,False,,,"0.0,0.1,-0.0;3.1,1.0,-15.0;130.1,-3.5,-15.1;273.9,-11.8,-14.9;403.5,-16.7,-14.8",simulation_scenario:HIL-Wind/acce-wind,development
rfly_9ee1fb8a12e5981a7d34,HIL-Wind/acce-wind/TestCase_276_2416000275/Log/log_138_2023-8-7-07-37-20.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.10000000000000142,19.799999999999997,45.10000000000064,False,2,889,88.8,,,False,False,,,"-0.0,0.0,0.0;3.1,1.0,-15.0;131.6,-4.4,-15.1;276.1,-13.5,-14.9;403.9,-19.1,-14.5",simulation_scenario:HIL-Wind/acce-wind,development
rfly_a24c8be809508ce491bc,HIL-Wind/acce-wind/TestCase_277_2416000276/Log/log_139_2023-8-7-07-39-34.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.10000000000000142,20.0,45.10000000000064,False,2,891,89.0,,,False,False,,,"0.1,0.0,0.0;2.7,1.0,-15.0;131.0,-3.9,-15.1;276.1,-13.5,-14.9;403.2,-19.3,-15.4",simulation_scenario:HIL-Wind/acce-wind,development
rfly_bd2107f989d22a28724a,HIL-Wind/acce-wind/TestCase_278_2416000277/Log/log_140_2023-8-7-07-41-48.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.3000000000000007,19.099999999999994,45.10000000000064,False,2,882,88.1,,,False,False,,,"0.1,-0.0,-0.0;2.9,1.1,-15.0;129.6,-4.1,-15.2;274.2,-14.6,-14.9;398.1,-22.0,-15.2",simulation_scenario:HIL-Wind/acce-wind,development
rfly_bf8a06ceb6a247b6d74e,HIL-Wind/acce-wind/TestCase_279_2416000278/Log/log_141_2023-8-7-07-44-04.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.3999999999999986,20.700000000000003,44.700000000000635,False,2,898,89.7,,,False,False,,,"-0.0,0.0,-0.0;2.4,1.0,-15.0;132.0,-4.3,-15.4;279.1,-16.1,-14.9;399.7,-24.1,-12.2",simulation_scenario:HIL-Wind/acce-wind,development
rfly_1845addb244d7f909fcc,HIL-Wind/acce-wind/TestCase_280_2416000279/Log/log_142_2023-8-7-07-46-20.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.3999999999999986,20.299999999999997,44.700000000000635,False,2,894,89.3,,,False,False,,,"0.1,-0.0,-0.1;1.4,1.0,-15.1;85.5,-2.7,-15.2;189.7,-9.1,-15.0;306.9,-12.7,-14.7",simulation_scenario:HIL-Wind/acce-wind,development
rfly_4ea9787a5cb5eb6a56c1,HIL-Wind/acce-wind/TestCase_281_2416000280/Log/log_143_2023-8-7-07-48-34.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.3999999999999986,19.900000000000006,44.700000000000635,False,2,890,88.9,,,False,False,,,"0.1,-0.0,-0.1;1.4,0.9,-15.1;85.0,-2.4,-15.2;188.1,-8.4,-15.0;300.5,-10.9,-15.3",simulation_scenario:HIL-Wind/acce-wind,development
rfly_d5db161c8c597aa1e654,HIL-Wind/acce-wind/TestCase_282_2416000281/Log/log_144_2023-8-7-07-50-50.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.1999999999999993,19.700000000000003,45.10000000000064,False,2,888,88.7,,,False,False,,,"0.0,-0.0,-0.1;2.0,0.8,-15.1;87.7,-2.8,-15.1;189.3,-9.2,-15.0;301.5,-11.6,-16.0",simulation_scenario:HIL-Wind/acce-wind,development
rfly_ca4f847b04de8ca921c0,HIL-Wind/acce-wind/TestCase_283_2416000282/Log/log_145_2023-8-7-07-53-06.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.3999999999999986,20.400000000000006,44.700000000000635,False,2,895,89.4,,,False,False,,,"0.0,0.0,-0.1;1.6,1.1,-15.1;87.0,-2.5,-15.1;188.7,-9.4,-15.0;300.4,-11.3,-16.1",simulation_scenario:HIL-Wind/acce-wind,development
rfly_eb8e7c35b96c456282ad,HIL-Wind/acce-wind/TestCase_284_2416000283/Log/log_146_2023-8-7-07-55-20.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.1999999999999993,19.700000000000003,45.10000000000064,False,2,888,88.7,,,False,False,,,"0.1,-0.0,-0.0;2.2,1.0,-15.0;89.2,-2.5,-15.1;189.8,-9.3,-14.9;298.2,-10.2,-12.6",simulation_scenario:HIL-Wind/acce-wind,development
rfly_1abf1a479ab9a38b67e5,HIL-Wind/acce-wind/TestCase_342_2417000341/Log/log_42_2023-8-8-02-54-32.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.3000000000000007,21.5,45.10000000000064,False,2,906,90.5,,,False,False,,,"0.0,0.1,-0.0;4.7,1.0,-15.0;99.6,0.4,-15.0;201.3,0.3,-15.0;301.9,-0.2,-13.2",simulation_scenario:HIL-Wind/acce-wind,development
rfly_eaae03563c895bd12f4c,HIL-Wind/acce-wind/TestCase_343_2417000342/Log/log_43_2023-8-8-02-56-48.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.6000000000000014,22.0,44.50000000000063,False,2,911,91.0,,,False,False,,,"0.0,0.1,-0.0;3.4,0.9,-15.0;92.8,1.1,-15.0;189.2,2.4,-15.0;284.9,3.4,-12.8",simulation_scenario:HIL-Wind/acce-wind,development
rfly_170467834d44497c8015,HIL-Wind/acce-wind/TestCase_344_2417000343/Log/log_44_2023-8-8-02-59-06.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.3000000000000007,21.200000000000003,45.10000000000064,False,2,903,90.2,,,False,False,,,"0.0,0.0,-0.0;5.0,0.8,-15.1;90.0,0.9,-15.0;180.2,1.6,-15.0;269.4,2.4,-12.4",simulation_scenario:HIL-Wind/acce-wind,development
rfly_66e81fc22df0f862881d,HIL-Wind/acce-wind/TestCase_345_2417000344/Log/log_45_2023-8-8-03-01-22.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.3999999999999986,21.299999999999997,44.700000000000635,False,2,904,90.3,,,False,False,,,"0.0,0.0,-0.0;3.5,1.0,-15.0;82.9,1.7,-15.0;167.5,3.5,-15.0;251.6,4.6,-12.7",simulation_scenario:HIL-Wind/acce-wind,development
rfly_2d906c2bccaa41ffb670,HIL-Wind/acce-wind/TestCase_346_2417000345/Log/log_46_2023-8-8-03-03-38.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.5,21.200000000000003,44.600000000000634,False,2,903,90.2,,,False,False,,,"-0.0,-0.0,-0.0;3.2,0.9,-15.1;77.2,1.7,-15.0;156.7,3.6,-15.0;235.8,5.0,-12.9",simulation_scenario:HIL-Wind/acce-wind,development
rfly_ffec9c849b3fa77986ff,HIL-Wind/acce-wind/TestCase_347_2417000346/Log/log_47_2023-8-8-03-05-54.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-1.5,19.299999999999997,45.10000000000064,False,2,884,88.3,,,False,False,,,"-0.0,0.1,-0.0;5.9,1.1,-15.1;97.0,-0.4,-15.0;195.6,-1.5,-15.0;293.6,-3.6,-12.8",simulation_scenario:HIL-Wind/acce-wind,development
rfly_2739cc8be21074db0f4a,HIL-Wind/acce-wind/TestCase_348_2417000347/Log/log_48_2023-8-8-03-08-12.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.3999999999999986,22.099999999999994,44.700000000000635,False,2,912,91.1,,,False,False,,,"-0.0,-0.0,0.0;3.0,0.9,-15.0;89.8,-0.4,-15.0;186.0,-1.4,-15.0;281.5,-3.0,-12.7",simulation_scenario:HIL-Wind/acce-wind,development
rfly_08d5ba2737af1623f274,HIL-Wind/acce-wind/TestCase_349_2417000348/Log/log_49_2023-8-8-03-10-26.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,0.0,20.599999999999994,45.10000000000064,False,2,897,89.6,,,False,False,,,"0.1,-0.0,-0.0;3.2,1.0,-15.1;83.9,0.4,-15.0;173.5,0.2,-15.0;262.2,-0.5,-12.8",simulation_scenario:HIL-Wind/acce-wind,development
rfly_162df5e1d8dec6962200,HIL-Wind/acce-wind/TestCase_350_2417000349/Log/log_50_2023-8-8-03-12-42.ulg,HIL-Wind,HIL,Environment,Accelerometer,False,rfly_ctrl_lxl,True,True,-0.1999999999999993,20.599999999999994,45.10000000000064,False,2,897,89.6,,,False,False,,,"0.0,-0.0,-0.1;3.6,1.0,-15.1;80.8,0.3,-15.1;165.7,0.7,-15.1;249.5,0.3,-12.6",simulation_scenario:HIL-Wind/acce-wind,development
