tier,signature,flight_count,distinct_split_group_ids,spans_multiple_split_groups,spans_locked_and_development,canonical_case_ids,split_group_ids
duration_signature,SIL|Motor|Motor_1|135.0|1351,11,2,True,True,rfly_07adc3cbb84c5a7d4b4e;rfly_4958b9211f0f37a26823;rfly_4a63f9af67aadae86766;rfly_5a141810c50159c93858;rfly_73afada2bb8f64568182;rfly_8b4fcd7384a19ac337fa;rfly_b910b913012176152cd6;rfly_c029345a81859d71f3e4;rfly_d9270e8ccc12a3eea904;rfly_e05f4aec27aa33211802;rfly_e90f3fc0d432cf820227,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Sensor|GPS|134.2|1343,11,2,True,True,rfly_32846f27e6bf16e2b28f;rfly_383c6be67a4832d2d417;rfly_50ae4add3022642e3cc4;rfly_5c253099f9db3bc3735c;rfly_5fe9408eb3cce210a033;rfly_9af5da2f34c0855c3b30;rfly_aadc580f7214d4e39437;rfly_b24c624a535bc36da429;rfly_b5b9e4039cfa8e9c3fde;rfly_bd394c5c23500e784e8f;rfly_db9ef1ab31ec03128b01,simulation_scenario:SIL-Sensors/circling-GPS;simulation_scenario:SIL-Sensors/waypoint-GPS
duration_signature,HIL|Propeller|Propeller|78.6|787,10,2,True,True,rfly_2315962a898faba4b121;rfly_5a38299c5d61383cddd4;rfly_9beeed060c176a9a2178;rfly_a7c0ce61690767ebe438;rfly_c615045febbf72f63c99;rfly_c68aba759bc7a886eca9;rfly_d1542368e5049e5d7c16;rfly_d40dd9f495418b734e07;rfly_fb0e37233d599b7c2ff0;rfly_fef4ef047586cfc6d3d7,simulation_scenario:HIL_Prop/acce-prop;simulation_scenario:HIL_Prop/velocity-prop
duration_signature,SIL|Environment|Wind|100.8|1009,10,2,True,True,rfly_17712aaf62ef5cfdad7d;rfly_2f48701245bef6093031;rfly_3b290ddbe4d7b23c6dda;rfly_7083bc91999fd7f04e8e;rfly_79fad5862c0b261747b2;rfly_9d6b1b12355f187f961c;rfly_b3b1b144ad886b0a3ccc;rfly_db1a5f359028a9aeb2af;rfly_f7352b48d738dd329ebc;rfly_fd7b0d1090576437c57f,simulation_scenario:SIL-Wind/SIL-Wind/hover-wind;simulation_scenario:SIL-Wind/SIL-Wind/velocity-wind
duration_signature,SIL|Load|Load_Loss|99.7|998,10,2,True,True,rfly_180fe37caac9259f8fb1;rfly_21e2772f759c4be98111;rfly_2cb4c3f2d3cd67507889;rfly_56f90ca84155eb550010;rfly_8e561c1e30fd00ee5748;rfly_b2446e7ac8f3a44a32cb;rfly_b62ae8f5e9f5330cdd82;rfly_b85ef0555acc810178e9;rfly_d1af30f2f28a3b9506ef;rfly_e0b861ce1d29bd2e04b9,simulation_scenario:SIL-Load/SIL-Load/acce-load;simulation_scenario:SIL-Load/SIL-Load/velocity-load
duration_signature,SIL|Motor|Motor_1|134.1|1342,10,2,True,True,rfly_0409162ae3b22431bfd9;rfly_0795399a7fa4fc10ef58;rfly_13f455dc405570bcf15e;rfly_1fc55371834d9283164a;rfly_62703bd4a452b5af44bb;rfly_76f8f4e5b9bdb5b09a71;rfly_a5ae743ce98925ed3743;rfly_d0242e6b272c926d3f74;rfly_d367e7039a410646a797;rfly_dd3d7093ba69f7706411,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Motor|Motor_1|134.2|1343,10,2,True,True,rfly_1d3d855b60cc0a9c456c;rfly_4dc2e0a468ef6536df5c;rfly_82374af7d3668a58486f;rfly_9c8bc05b9cfb135499d0;rfly_b5cc1dc7ac6eea10a6f5;rfly_c57f12eb545784db749e;rfly_d1313ac7e1b49f108a00;rfly_f233712a817480035dc9;rfly_f36c1d2fa0020abb8289;rfly_f70cdcbe6f38c2f3a8b0,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Motor|Motor_1|135.3|1354,10,2,True,True,rfly_1f4ae540718d7a859486;rfly_20969b640c728766f72a;rfly_20c84daeaca85b45740c;rfly_4af059e91886bb258f63;rfly_5109972777e2e632b4b2;rfly_5b7cd0b03e6945eeb22a;rfly_94722bc187d7af4ddb73;rfly_b68f5685d16e768e0ee2;rfly_f1d2dcc96dcb24cc94a1;rfly_fcba264f672188ba11d1,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Motor|Motor_1|135.5|1356,10,2,True,True,rfly_0185c42e179c1239a9f1;rfly_08ca511b03b4d76757e8;rfly_21e0db504d56fcadb0d8;rfly_3d68d2567a28b10022b4;rfly_572f645acb7eff516531;rfly_5f6c1ba2080f2b368df5;rfly_66c13b0ee27c538cf90e;rfly_a00c0a4b1099d4f5afeb;rfly_ae91abc54028e34f2314;rfly_f2001bbd62b004ac76c8,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Sensor|GPS|134.0|1341,10,2,True,True,rfly_23a68f0fcb7cb6a93c84;rfly_37353fcc8e538c8bc33b;rfly_6b67db42fdb931b5debc;rfly_7bd32058a09d67d38ddd;rfly_82549960006adefa67c9;rfly_885b49aca5977912c69d;rfly_89d712f8d30a539adb98;rfly_a5d8ce2bf6ccca918568;rfly_e59e224fdd91a0d5134b;rfly_fcd769792ce3e3d2247e,simulation_scenario:SIL-Sensors/circling-GPS;simulation_scenario:SIL-Sensors/waypoint-GPS
duration_signature,SIL|Sensor|GPS|134.3|1344,10,2,True,True,rfly_19931f5c38476f958490;rfly_333e1e758472ff0f5ec3;rfly_40147416d96b483a84b2;rfly_60dcf5ff999d281150b4;rfly_724f658f30054a39d6b9;rfly_a778f740c2dd00b0b823;rfly_b759ed35f8b5269c4ada;rfly_f5298e243b993cf3cc1b;rfly_f5912a3ce57d72ab1d7e;rfly_fe6be667394d28fb4126,simulation_scenario:SIL-Sensors/circling-GPS;simulation_scenario:SIL-Sensors/waypoint-GPS
duration_signature,HIL|Environment|Wind|89.7|898,9,3,True,True,rfly_06a1e6e4f50adf51c53e;rfly_18c09d563bd07ed8b845;rfly_3c9d243ac7c1ece5758a;rfly_44bed710225b0532bc4e;rfly_4bbb4ee43d1cfd6d4fd4;rfly_9792cb09c72f06b0beb1;rfly_d581e1a33631aee35748;rfly_d59a7cff3ded5d792889;rfly_dac01d9340a176aff1b7,simulation_scenario:HIL-Wind/dece-wind;simulation_scenario:HIL-Wind/hover-wind;simulation_scenario:HIL-Wind/velocity-wind
duration_signature,SIL|Motor|Motor_1|134.4|1345,9,2,True,True,rfly_0342834fb8c40dfa3178;rfly_3c7c9a2afb8e7dfc5de2;rfly_536415ef0395a3c251a0;rfly_6830f89c7aa6cef8b631;rfly_7446fb05190283c9a51a;rfly_8870a88f45526380a5f9;rfly_ab7627e40318654f93b3;rfly_c730e9bcd1d4e7002890;rfly_c9f06ad3f8394ee67dca,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Motor|Motor_1|134.5|1346,9,2,True,True,rfly_067196284721102a21e6;rfly_3ff332d1f6ae8d14bc37;rfly_588f0285de6532bcf0af;rfly_668678593d5ab2586e43;rfly_66fa63556ba647f786b1;rfly_a95ce5acc58f0ae10ade;rfly_df27258dc0d2108563c0;rfly_dfed71a3095c94524c22;rfly_f727228559f3c0cee723,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Motor|Motor_1|134.7|1348,9,2,True,True,rfly_1f1c4822ad2d98d0e95d;rfly_3e61bfe3b4b5f62c02e2;rfly_4b4f11d5987af94a2116;rfly_4c1091ca72e3cc884570;rfly_54bb9b7362a7de5c954d;rfly_ab2a66eb336a936ce040;rfly_b04a6c20e6fe05d55c0d;rfly_d220ec213f757d0234a7;rfly_eaead61a2e58b019e379,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Sensor|Accelerometer|101.0|1011,9,3,True,True,rfly_1718259371d28ba951f9;rfly_2acd7cf673b7c6af00c1;rfly_372f5891df5650324ce2;rfly_396a06ee3ad1393d5aee;rfly_56346c14fd66922f54d5;rfly_9aa064eb09efa2359447;rfly_bf02fc5a44d7730bc167;rfly_ee0c7f54c8478298fb1a;rfly_f9635a51fb83c834f128,simulation_scenario:SIL-Sensors/acce-acce;simulation_scenario:SIL-Sensors/acce-mag;simulation_scenario:SIL-Sensors/velocity-acce
duration_signature,HIL|Environment|Wind|91.2|913,8,2,True,True,rfly_19666ce536d2065c69cb;rfly_5a1934be5366608f2a15;rfly_6d9bdde831ec7b33af64;rfly_984e15bfedb4fb8eb768;rfly_ba3c00d9b5342c8c6976;rfly_de9cbd0c2ef935ab88f4;rfly_e793ff42517565532d59;rfly_fdc1fd067bca481f8e45,simulation_scenario:HIL-Wind/dece-wind;simulation_scenario:HIL-Wind/velocity-wind
duration_signature,SIL|Load|Load_Loss|99.9|1000,8,2,True,True,rfly_0055fed84db9dfd96409;rfly_0f0fdb5f2eaa3dc88abb;rfly_184f5ea52ac05ad52ae8;rfly_3abc1249cf7a08ebaf5c;rfly_5217386381a95babf7d7;rfly_636990337bdb39e94788;rfly_d217ffa92b00e3f5d748;rfly_d4bdc3b9770b9f12e465,simulation_scenario:SIL-Load/SIL-Load/acce-load;simulation_scenario:SIL-Load/SIL-Load/velocity-load
duration_signature,SIL|Motor|Motor_1|134.9|1350,8,2,True,True,rfly_239e3229d1c58757eb8b;rfly_3133dadadd2846c1750a;rfly_4e48a026912de45a8f70;rfly_71bb7e25743ceeec762d;rfly_80faf8970c6b1399c088;rfly_aa4e6f802c146f628152;rfly_f7cb5b71c039a86ff224;rfly_fb2f5f385f84edfbaa46,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Motor|Motor_1|135.1|1352,8,2,True,True,rfly_2961ef1fa0e60601e374;rfly_2f3e7d0f86bb953a619e;rfly_4cf61ea0936f1fdfc864;rfly_674f9f5e58c4485ba59f;rfly_6a3f3ea1b62d6f5b441d;rfly_b35a9ee893beeab6bd88;rfly_c833dbdacdcb5bb82abf;rfly_d33aece78a40ab840c5c,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,SIL|Motor|Motor_1|135.4|1355,8,2,True,True,rfly_0c259a4d770766aa70d5;rfly_2984434999865016f3d3;rfly_5c40fa5659f87e92d336;rfly_a3860b8198033c672999;rfly_cbe725b72d24e7713878;rfly_cea760be73da7f485b14;rfly_e9d2b68888b9fe339064;rfly_f3911715790f52ee3a9c,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-1;simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-3
duration_signature,HIL|Environment|Wind|90.9|910,7,2,True,True,rfly_1c4e8fda26c23d5431c2;rfly_1fdb2fb4678fb45b78fc;rfly_6ff085a4e860d07811c1;rfly_9183be8bac9a7fb89db2;rfly_d2b94a4960713a55be45;rfly_dc7a4d4049ed02cf5896;rfly_eac75462039a8c3b15b2,simulation_scenario:HIL-Wind/dece-wind;simulation_scenario:HIL-Wind/velocity-wind
duration_signature,HIL|Propeller|Propeller|77.7|778,7,2,True,True,rfly_26a348f82a2c7766a5b0;rfly_2deb465609173dc2dee7;rfly_7ebf8514853a6ec4f704;rfly_b5d4111615ebdeca6ca7;rfly_ed2b9322aa4a26d32f69;rfly_f57a3b72a9bad03c4bd6;rfly_fa77678e17f8990132b4,simulation_scenario:HIL_Prop/acce-prop;simulation_scenario:HIL_Prop/velocity-prop
duration_signature,HIL|Sensor|Accelerometer|86.5|866,7,4,True,True,rfly_0039c253b7ef732de5d9;rfly_02fd3b2252199b3eca41;rfly_0f13d82c4c7b0f6b3075;rfly_bb93169e8d766c631927;rfly_e4b6e266e928b33f5aad;rfly_f3dd081f17bc47f705ac;rfly_f7dffe862c5c3cb9e8e3,simulation_scenario:HIL-Sensors/acce-GPS;simulation_scenario:HIL-Sensors/acce-acce;simulation_scenario:HIL-Sensors/acce-gyro;simulation_scenario:HIL-Sensors/acce-mag
duration_signature,HIL|Sensor|Accelerometer|86.9|870,7,2,True,True,rfly_003d5d07f6a9d114aad9;rfly_23da941762e9ddc6724f;rfly_37a82b07e4d5d314bcc0;rfly_5d81134c8013bc727c34;rfly_6d5cdd8d093bb54f9378;rfly_c7fcdf34b7f1c3b88f01;rfly_cdd9a453e6a818996b34,simulation_scenario:HIL-Sensors/acce-GPS;simulation_scenario:HIL-Sensors/acce-gyro
duration_signature,SIL|Sensor|GPS|134.1|1342,7,2,True,True,rfly_0536c5a9c4569931bfe3;rfly_28012c1a66a58641d1ae;rfly_6cb9fa4e278d0a02f7ad;rfly_7ca89f838e75cfaecf88;rfly_91b7588d8276e8483e95;rfly_d9f633108887abfdea89;rfly_fdac4acbe0add60c5f85,simulation_scenario:SIL-Sensors/circling-GPS;simulation_scenario:SIL-Sensors/waypoint-GPS
duration_signature,HIL|Propeller|Propeller|77.5|776,6,2,True,True,rfly_2e58e9e1db8eda5b5a3d;rfly_4f5ecebf319d2f3fb1ae;rfly_557598b43c075061f5c1;rfly_56cbd5d15653d3b69d56;rfly_b7ff51d3238dc71583f3;rfly_e563f82356e1ed80b916,simulation_scenario:HIL_Prop/acce-prop;simulation_scenario:HIL_Prop/velocity-prop
duration_signature,HIL|Propeller|Propeller|78.1|782,6,2,True,True,rfly_3d05e49e01123512faca;rfly_511226a90e950be16120;rfly_8a5bf6e678bfbc6167af;rfly_dd2b90731e771c13c188;rfly_f22dcd88d6c396aff6be;rfly_f577e9d72d2eff037696,simulation_scenario:HIL_Prop/acce-prop;simulation_scenario:HIL_Prop/velocity-prop
duration_signature,HIL|Propeller|Propeller|78.4|785,6,2,True,True,rfly_2570a971589e7fe77a95;rfly_4b035b31bf8743723f64;rfly_74ffce1ad3a9fdeedd9f;rfly_c4bd994c99e895a3960e;rfly_c5b99e256014d0a20ec4;rfly_d606dc6632074e4d529e,simulation_scenario:HIL_Prop/acce-prop;simulation_scenario:HIL_Prop/velocity-prop
duration_signature,HIL|Sensor|Accelerometer|86.8|869,6,4,True,True,rfly_3123cb895580af1bc78b;rfly_680eec23f955fb25cfbd;rfly_795021b003a939bbbbae;rfly_9ae54f59a8047bc621f2;rfly_ab4d0bf7973906ac02ff;rfly_ab85e0709dcb5bbe6d82,simulation_scenario:HIL-Sensors/acce-GPS;simulation_scenario:HIL-Sensors/acce-acce;simulation_scenario:HIL-Sensors/acce-gyro;simulation_scenario:HIL-Sensors/acce-mag
duration_signature,SIL|Sensor|Accelerometer|100.9|1010,6,2,True,True,rfly_0eb617ee81dddfb1bae4;rfly_3f8f108bb9fa511ae471;rfly_671db833228f153da462;rfly_c666c027f1b5aca8a558;rfly_cf0913b6cd6449a2ebd6;rfly_e71bbac6bb3bb46d0d18,simulation_scenario:SIL-Sensors/acce-mag;simulation_scenario:SIL-Sensors/velocity-acce
duration_signature,SIL|Sensor|GPS|134.6|1347,6,2,True,True,rfly_83a5c87d8418f36c790d;rfly_8a48ac9158a14d3e52f7;rfly_a79fafc0425e5c4ab382;rfly_cb2a8c348e5fb790ff51;rfly_d13b1da13a487bb02043;rfly_f5a4e0fbc3bc3bf1beb6,simulation_scenario:SIL-Sensors/circling-GPS;simulation_scenario:SIL-Sensors/waypoint-GPS
duration_signature,SIL|Voltage|Low_Voltage|87.8|879,6,2,True,True,rfly_054af2f088b054fe99e2;rfly_2cb8a659c05b1669ba48;rfly_328262589bfcd0ecc582;rfly_a50729b533b1353b2bef;rfly_a98bc61d64a460638991;rfly_d68ca4205b15bfa405e4,simulation_scenario:SIL-Voltage/SIL-Voltage/acce-voltage;simulation_scenario:SIL-Voltage/SIL-Voltage/velocity-voltage
duration_signature,HIL|Environment|Wind|86.3|864,5,2,True,True,rfly_27a46c247d7c831affc0;rfly_6f265905d96ce87e84c3;rfly_7db049330208ebfc6c0f;rfly_9016547d42561651d01c;rfly_922a857223fa4aaad2fe,simulation_scenario:HIL-Wind/hover-wind;simulation_scenario:HIL-Wind/velocity-wind
duration_signature,HIL|Environment|Wind|86.5|866,5,2,True,True,rfly_1fef0c11274a41c148f3;rfly_23fe86393029f3a892ad;rfly_5879b78e96b4f2e14ab9;rfly_78851ad31cebd595ca62;rfly_7e66d4db465d9614e3b4,simulation_scenario:HIL-Wind/hover-wind;simulation_scenario:HIL-Wind/velocity-wind
duration_signature,HIL|Environment|Wind|90.0|901,5,2,True,True,rfly_03425f6a012baf80f9da;rfly_0f22854859a48f3ff9ae;rfly_19233ac59f91490f3be2;rfly_353035adef38a78657a7;rfly_58a8b73bef949bd79c8c,simulation_scenario:HIL-Wind/dece-wind;simulation_scenario:HIL-Wind/velocity-wind
duration_signature,HIL|Environment|Wind|90.4|905,5,2,True,True,rfly_215e4e4bb90187c02915;rfly_79b1c0a0bdfbdb5029da;rfly_7bca3cb387734230fd87;rfly_7f8f43fafee1c1ba0945;rfly_c92d3f4fd400c095abe6,simulation_scenario:HIL-Wind/dece-wind;simulation_scenario:HIL-Wind/velocity-wind
duration_signature,HIL|Environment|Wind|90.6|907,5,2,True,True,rfly_0536231715fe71483aff;rfly_11bbdca268b391adf818;rfly_6b4610665b90e7f27217;rfly_a82b4200ec38496d32a8;rfly_bf700500996df894df8d,simulation_scenario:HIL-Wind/dece-wind;simulation_scenario:HIL-Wind/velocity-wind
duration_signature,HIL|Propeller|Propeller|76.9|770,5,2,True,True,rfly_1e6007a552bc261c7c5c;rfly_7763c86d4cda605ad486;rfly_80339e6d42c45b427dcc;rfly_8b24b8d2f11274429881;rfly_ce1f2c35bfb8d9b92fb6,simulation_scenario:HIL_Prop/acce-prop;simulation_scenario:HIL_Prop/velocity-prop
duration_signature,HIL|Propeller|Propeller|77.3|774,5,2,True,True,rfly_043863ae4089ad27a21c;rfly_5a22ebffc91d6f81915c;rfly_8d2c82887455f3383d94;rfly_954723d67381a8e5b172;rfly_f5f02178760984d873f1,simulation_scenario:HIL_Prop/acce-prop;simulation_scenario:HIL_Prop/velocity-prop
duration_signature,HIL|Propeller|Propeller|77.9|780,5,2,True,True,rfly_1172d2ee25ac837caf62;rfly_4679249c2c823809861d;rfly_9c30ba24f91e8175e2a8;rfly_af83bb38e4fedd3ce2e4;rfly_e57aac8c9571f49f5a50,simulation_scenario:HIL_Prop/acce-prop;simulation_scenario:HIL_Prop/velocity-prop
duration_signature,HIL|Propeller|Propeller|78.0|781,5,2,True,True,rfly_2bf4434f5369d2fe3c24;rfly_2f5d8a35c1d8b93fc81d;rfly_356fc853617b7b70a779;rfly_87b1ca19966278938b79;rfly_c4f3788612a4e445431a,simulation_scenario:HIL_Prop/acce-prop;simulation_scenario:HIL_Prop/velocity-prop
duration_signature,HIL|Sensor|Accelerometer|86.4|865,5,3,True,True,rfly_5390001b201af7aa38ef;rfly_57ac848c761f6fbcd789;rfly_a210bf939d0358e0a351;rfly_dd19f21128fcc90c2012;rfly_f2533ba332524af27b89,simulation_scenario:HIL-Sensors/acce-acce;simulation_scenario:HIL-Sensors/acce-mag;simulation_scenario:HIL-Sensors/velocity-acce
duration_signature,SIL|Environment|Wind|100.6|1007,5,2,True,True,rfly_0227975bd29fe3fa679a;rfly_2778f76a72c17ec2e367;rfly_69d167103d9c7e085b52;rfly_d8c45528dcc3716fbfee;rfly_dee4faa608a227c93483,simulation_scenario:SIL-Wind/SIL-Wind/hover-wind;simulation_scenario:SIL-Wind/SIL-Wind/velocity-wind
duration_signature,SIL|Sensor|GPS|134.4|1345,5,2,True,True,rfly_0d647c9f209b4468744e;rfly_4f5c4963759ce99c5619;rfly_6d7a6db09d34a4d0395d;rfly_a1251eebb315635e9b2a;rfly_c79fcff4892ae9e085b4,simulation_scenario:SIL-Sensors/circling-GPS;simulation_scenario:SIL-Sensors/waypoint-GPS
