canonical_case_id,domain,fault_family,evaluation_role,detected,false_alarm_events,detection_delay_s,policy
rfly_ab1c00ca5a4fb1f2e6d7,HIL,Environment,environment_robustness,False,0,,critical
rfly_de2362ad830144783a5c,HIL,Environment,environment_robustness,False,0,,critical
rfly_8c7d1e0312d7be7e9b12,HIL,Environment,environment_robustness,False,0,,critical
rfly_0b29b0c572514ac57002,HIL,Load,fault_detection,False,0,,critical
rfly_4a04a3fdd7237622c79d,HIL,Load,fault_detection,False,0,,critical
rfly_0a91e5df2d8f1a471260,HIL,Load,fault_detection,False,0,,critical
rfly_d9e5573faeaff94ced12,HIL,Load,fault_detection,False,0,,critical
rfly_eef5a129dffa985d8ee4,HIL,Load,fault_detection,False,0,,critical
rfly_8de597223b39ae05e389,HIL,Load,fault_detection,False,0,,critical
rfly_f8f9a4cd2d742d08d849,HIL,Load,fault_detection,False,0,,critical
rfly_563a09ba439f365fd91f,HIL,Load,fault_detection,False,0,,critical
rfly_5a843f3a89d79c08ee6c,HIL,Load,fault_detection,False,0,,critical
rfly_7a35dd25c5308e202786,HIL,Load,fault_detection,False,0,,critical
rfly_d6ed88d8c32a4cd0e8d5,HIL,Load,fault_detection,False,0,,critical
rfly_68a3d59f2d016ee93766,HIL,Load,fault_detection,False,0,,critical
rfly_179856d634d442dc3550,HIL,Load,fault_detection,False,0,,critical
rfly_476fda354106dbeb3265,HIL,Load,fault_detection,False,0,,critical
rfly_5369aa0d95c17a515ab4,HIL,Load,fault_detection,False,0,,critical
rfly_1149ba151dcc9b7cb9f7,HIL,Load,fault_detection,False,0,,critical
rfly_49d68ff2e7888ac82e3e,HIL,Load,fault_detection,False,0,,critical
rfly_799e76b3bda1faf70f64,HIL,Load,fault_detection,False,0,,critical
rfly_ea275833c866b637188b,HIL,Load,fault_detection,False,0,,critical
rfly_fb87b40fe7db1f710aa8,HIL,Load,fault_detection,False,0,,critical
rfly_18e3dc5eb69ac6d06bd5,HIL,Load,fault_detection,False,0,,critical
rfly_92fc8b4ecdef16c69997,HIL,Load,fault_detection,False,0,,critical
rfly_ab4cbcdfd9737fe2335c,HIL,Load,fault_detection,False,0,,critical
rfly_5512471e2e4489e00abe,HIL,Load,fault_detection,False,0,,critical
rfly_8e35f205e0000fdb5782,HIL,Load,fault_detection,False,0,,critical
rfly_000d295e84c4705b6d04,HIL,Load,fault_detection,False,0,,critical
rfly_a5960cadef6d8f4b2188,HIL,Load,fault_detection,False,0,,critical
rfly_f0d2f3dba8c60c89b9c2,HIL,Load,fault_detection,False,0,,critical
rfly_52eee4375426ec221a97,HIL,Load,fault_detection,False,0,,critical
rfly_564b9c27af9692d1ffaa,HIL,Load,fault_detection,False,0,,critical
rfly_b1c8a567720759b4d8d8,HIL,Load,fault_detection,False,0,,critical
rfly_68de029d716ff193e542,HIL,Load,fault_detection,False,0,,critical
rfly_4a779e6379943037e11b,HIL,Load,fault_detection,False,0,,critical
rfly_01afa75ede6c45ae4991,HIL,Load,fault_detection,False,0,,critical
rfly_ad7999b4f28e3da10848,HIL,Load,fault_detection,False,0,,critical
rfly_3b7b7f31b450fd65b101,HIL,Load,fault_detection,False,0,,critical
rfly_0f6e1487ea367f162c37,HIL,Load,fault_detection,False,0,,critical
rfly_d92ded020dde5b7a4be9,HIL,Load,fault_detection,False,0,,critical
rfly_225858a5ef1f9e891c5f,HIL,Load,fault_detection,False,0,,critical
rfly_db646f4b7caa21c686c5,HIL,Load,fault_detection,False,0,,critical
rfly_3c8377dde5b7ca23e392,HIL,Load,fault_detection,False,0,,critical
rfly_6648553b4f08eab1ae64,HIL,Load,fault_detection,False,0,,critical
rfly_53a7e5adb5290ddddf5f,HIL,Load,fault_detection,False,0,,critical
rfly_7ec6a0f39ed851cfeda0,HIL,Motor,fault_detection,True,0,60.00000000000001,critical
rfly_b55ee628ae53ae434ca6,HIL,Motor,fault_detection,True,0,63.00000000000001,critical
rfly_ab5f1ccd125075f22dd9,HIL,Motor,fault_detection,False,0,,critical
rfly_4c9f080b6b8571d21df0,HIL,Motor,fault_detection,True,0,59.00000000000001,critical
rfly_831c8b95ed793a8679f1,HIL,Motor,fault_detection,True,0,60.00000000000001,critical
rfly_8d581792f3ca954470da,HIL,Motor,fault_detection,True,0,101.0,critical
rfly_fc91c5d27112683b1ebd,HIL,Motor,fault_detection,True,0,59.00000000000001,critical
rfly_ef484b770cc7d333ab97,HIL,Motor,fault_detection,True,0,61.00000000000001,critical
rfly_253c3c0d537ae68e4a80,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_c46ca759cbd8eccdef31,HIL,Motor,fault_detection,True,0,93.0,critical
rfly_0b7fb372915497c840e5,HIL,Motor,fault_detection,True,0,96.0,critical
rfly_ee565b0064d4066b4b56,HIL,Motor,fault_detection,True,0,63.00000000000001,critical
rfly_de89301dbf2e6c224913,HIL,Motor,fault_detection,True,0,97.0,critical
rfly_d10a45d723660f9ebaa0,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_76a369139c60c5204ea4,HIL,Motor,fault_detection,True,0,61.00000000000001,critical
rfly_3cdb4161f2d92c4a2db7,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_e3f0355ea7508b69b223,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_a2a24a0ba0165897a444,HIL,Motor,fault_detection,True,0,60.00000000000001,critical
rfly_f9399e8b048852b7a2b3,HIL,Motor,fault_detection,True,0,93.0,critical
rfly_a1ce206eec4164681468,HIL,Motor,fault_detection,False,0,,critical
rfly_1bf8049ae6686133ad49,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_788311987c830eb81965,HIL,Motor,fault_detection,True,0,90.0,critical
rfly_40f3695be671b4190323,HIL,Motor,fault_detection,False,0,,critical
rfly_8bdab127621190f9d4f5,HIL,Motor,fault_detection,True,0,63.00000000000001,critical
rfly_e228e7f684e043adbbc1,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_a514b6b00e13f51bfc0d,HIL,Motor,fault_detection,True,0,101.0,critical
rfly_78c9dcc863cfc1c5766f,HIL,Motor,fault_detection,True,0,99.0,critical
rfly_f296e1fc2f26ef78d3d4,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_ff517d24e1fed88fa5f5,HIL,Motor,fault_detection,False,0,,critical
rfly_ebd2fa243b1b6609931e,HIL,Motor,fault_detection,False,0,,critical
rfly_0bb3beb713de3fb97316,HIL,Motor,fault_detection,True,0,61.00000000000001,critical
rfly_5b772b2f7d72f8be21b9,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_f7e1557ca8864796a2ad,HIL,Motor,fault_detection,False,0,,critical
rfly_70a697bd57a42a7e5773,HIL,Motor,fault_detection,True,0,59.00000000000001,critical
rfly_34246edb48527f196546,HIL,Motor,fault_detection,True,0,60.00000000000001,critical
rfly_313f15b78dca8d939372,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_10943b340b610641d109,HIL,Motor,fault_detection,False,0,,critical
rfly_335acf155d1df809d542,HIL,Motor,fault_detection,True,0,96.0,critical
rfly_18f86529d2707aadedc3,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_2f38759cb0844595dbd1,HIL,Motor,fault_detection,True,0,94.0,critical
rfly_5cab977ebda4fc9b9a6a,HIL,Motor,fault_detection,False,0,,critical
rfly_56049871b0d48cafd74e,HIL,Motor,fault_detection,True,0,63.00000000000001,critical
rfly_7d835cd8fbaa7a92c3ae,HIL,Motor,fault_detection,True,0,97.0,critical
rfly_702eede46181deabd4f9,HIL,Motor,fault_detection,True,0,93.0,critical
rfly_e81fc3cec97b64b5b57d,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_401766895d0c90772ba8,HIL,Motor,fault_detection,False,0,,critical
rfly_a4fad58a40aa6f39db0e,HIL,Motor,fault_detection,False,0,,critical
rfly_12cbf7c2b09bd596ca39,HIL,Motor,fault_detection,False,0,,critical
rfly_6f5132ebf3ad3b3ad6e0,HIL,Motor,fault_detection,True,0,91.0,critical
rfly_e77135dbd7c38ff51358,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_6b1c76794dd8dcc1b0d8,HIL,Motor,fault_detection,True,0,101.0,critical
rfly_8f7eff28d3e9e4ee7ae2,HIL,Motor,fault_detection,True,0,90.0,critical
rfly_95591bb1bfc5c97d9c2e,HIL,Motor,fault_detection,True,0,101.0,critical
rfly_531589522ce140af83a7,HIL,Motor,fault_detection,True,0,63.00000000000001,critical
rfly_3782e43ca94c0c364424,HIL,Motor,fault_detection,True,0,93.0,critical
rfly_0d920ebec5e445913e2f,HIL,Motor,fault_detection,False,0,,critical
rfly_49c0ac5f61b33fe595ef,HIL,Motor,fault_detection,False,0,,critical
rfly_ac2a3f79ed8acb1fa65d,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_10d51989706ee0b8b4ff,HIL,Motor,fault_detection,False,0,,critical
rfly_1432ce28456d34a43e80,HIL,Motor,fault_detection,False,0,,critical
rfly_840df91af4e66b61e761,HIL,Motor,fault_detection,True,0,61.00000000000001,critical
rfly_fed625b9d52cec1384cf,HIL,Motor,fault_detection,False,0,,critical
rfly_712bc04457fccc4f5ca8,HIL,Motor,fault_detection,False,0,,critical
rfly_992f1b9bde5c3a1bf393,HIL,Motor,fault_detection,True,0,98.0,critical
rfly_22eef144208d3d17883a,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_8125a60f6d67e4ff47aa,HIL,Motor,fault_detection,True,0,61.00000000000001,critical
rfly_9b7c8c131f9ed5c4f64d,HIL,Motor,fault_detection,True,0,24.0,critical
rfly_4a93917eaac89e344c1f,HIL,Motor,fault_detection,True,0,63.00000000000001,critical
rfly_2ef429a0a27c86ee9db1,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_49b665e57cf1da01639b,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_9fb0b11447ea540a0860,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_bb49b04c364f6e1c15f8,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_53d8c1e0bf3c0200aee6,HIL,Motor,fault_detection,True,0,24.0,critical
rfly_dd536aa341043dbb0241,HIL,Motor,fault_detection,False,0,,critical
rfly_5c14db00fdd20053fc3b,HIL,Motor,fault_detection,True,0,63.00000000000001,critical
rfly_ed8828daa74fca2ece5b,HIL,Motor,fault_detection,True,0,60.00000000000001,critical
rfly_d5961c15c767150748d5,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_7929cb7a05c1aca85de9,HIL,Motor,fault_detection,True,0,100.0,critical
rfly_dcb4e4711515a222a787,HIL,Motor,fault_detection,True,0,61.00000000000001,critical
rfly_d0bf875ca4416987cbaa,HIL,Motor,fault_detection,True,0,61.00000000000001,critical
rfly_ebc73bb67a09eaa02057,HIL,Motor,fault_detection,True,0,101.0,critical
rfly_ba25e8ab9d644765b1be,HIL,Motor,fault_detection,False,0,,critical
rfly_4cc04ffbf4755226849c,HIL,Motor,fault_detection,False,0,,critical
rfly_182776652323766179ac,HIL,Motor,fault_detection,False,0,,critical
rfly_4576617c812c3afdc093,HIL,Motor,fault_detection,False,0,,critical
rfly_d88019c6039f9180fd22,HIL,Motor,fault_detection,False,0,,critical
rfly_5638a6b919dee76996ff,HIL,Motor,fault_detection,False,0,,critical
rfly_4a40265373361770dd99,HIL,Motor,fault_detection,False,0,,critical
rfly_1d354ca9b359f9d8621b,HIL,Motor,fault_detection,False,0,,critical
rfly_31db969241ed387b7d31,HIL,Motor,fault_detection,False,0,,critical
rfly_0f91318175b2ee243327,HIL,Motor,fault_detection,False,0,,critical
rfly_30e4b629014816fe3def,HIL,Motor,fault_detection,False,0,,critical
rfly_8604ae54fe68a9b49584,HIL,Motor,fault_detection,False,0,,critical
rfly_3def2f3dbe9cef659618,HIL,Motor,fault_detection,False,0,,critical
rfly_4b13e2832471c5975653,HIL,Motor,fault_detection,False,0,,critical
rfly_2e78da5d2f6a7b175bcc,HIL,Motor,fault_detection,False,0,,critical
rfly_336714410bde93167be0,HIL,Motor,fault_detection,False,0,,critical
rfly_1e92cf1f044a0f6ab02c,HIL,Motor,fault_detection,False,0,,critical
rfly_a31cfc3fe4ba55f060b4,HIL,Motor,fault_detection,False,0,,critical
rfly_a6328a12bbe769978ef2,HIL,Motor,fault_detection,False,0,,critical
rfly_d3d0387b9a5affb4c2f0,HIL,Motor,fault_detection,False,0,,critical
rfly_021ebac55c420ec9a288,HIL,Motor,fault_detection,False,0,,critical
rfly_5d827fcd2804be7262d7,HIL,Motor,fault_detection,False,0,,critical
rfly_5212b39156975986090b,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_21f3772f57df2de175df,HIL,Motor,fault_detection,False,0,,critical
rfly_32573228916628feb548,HIL,Motor,fault_detection,False,0,,critical
rfly_f0ffadee46cb66999abb,HIL,Motor,fault_detection,False,0,,critical
rfly_cb64400108a05d1a0adf,HIL,Motor,fault_detection,False,0,,critical
rfly_0b0d403166d808da4a15,HIL,Motor,fault_detection,False,0,,critical
rfly_292f4cffbb5ce058ee64,HIL,Motor,fault_detection,False,0,,critical
rfly_aee28bdbdf73f5fb4392,HIL,Motor,fault_detection,False,0,,critical
rfly_3a0f2c8cc2cfe9363362,HIL,Motor,fault_detection,False,0,,critical
rfly_57c658b218f079f0b395,HIL,Motor,fault_detection,False,0,,critical
rfly_75e4fd12690ba55f1072,HIL,Motor,fault_detection,False,0,,critical
rfly_d34a936629fc2c0d1d3b,HIL,Motor,fault_detection,False,0,,critical
rfly_ead3b1fb1cf7ad1495e2,HIL,Motor,fault_detection,False,0,,critical
rfly_c163ce5c3ac97ce63220,HIL,Motor,fault_detection,False,0,,critical
rfly_67ad5c8c149f7fe00915,HIL,Motor,fault_detection,False,0,,critical
rfly_23517278b846344e7049,HIL,Motor,fault_detection,False,0,,critical
rfly_4066b9d8dff4f7ab428b,HIL,Motor,fault_detection,False,0,,critical
rfly_d9a4bd66442a95d3d077,HIL,Motor,fault_detection,False,0,,critical
rfly_bc0211e78a28da96d1b7,HIL,Motor,fault_detection,False,0,,critical
rfly_e70f07d966a8b60ed28b,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_854ad81ca251dbdbdecb,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_a0e686dfe3800091a143,HIL,Motor,fault_detection,False,0,,critical
rfly_2ebd59f5633ee5d7b853,HIL,Motor,fault_detection,False,0,,critical
rfly_1bf67e434c5e6eac1ff8,HIL,Motor,fault_detection,False,0,,critical
rfly_10e7a12a9318a6d9d240,HIL,Motor,fault_detection,False,0,,critical
rfly_059e7ff70be966983548,HIL,Motor,fault_detection,False,0,,critical
rfly_5c07bcc32d5a1e39fb3a,HIL,Motor,fault_detection,False,0,,critical
rfly_20ee45aed297b28be6c8,HIL,Motor,fault_detection,False,0,,critical
rfly_6170bd17fe17c73c90c7,HIL,Motor,fault_detection,False,0,,critical
rfly_f56a541f2f294d95e6b3,HIL,Motor,fault_detection,False,0,,critical
rfly_95c4c1db5ab395d07aba,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_19298aaeed4dc2ab39a9,HIL,Motor,fault_detection,False,0,,critical
rfly_01f204a5d199e5a8b8fb,HIL,Motor,fault_detection,False,0,,critical
rfly_3721aff37523228bdf8e,HIL,Motor,fault_detection,False,0,,critical
rfly_26a9c6bd72be68b0e032,HIL,Motor,fault_detection,False,0,,critical
rfly_6a39b286ac1ea4486941,HIL,Motor,fault_detection,False,0,,critical
rfly_5da825be915cf415613f,HIL,Motor,fault_detection,False,0,,critical
rfly_e3b222bb772beee73bb4,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_37fa4377e2b7be750ec0,HIL,Motor,fault_detection,False,0,,critical
rfly_d14727e4a6c4b3896121,HIL,Motor,fault_detection,False,0,,critical
rfly_99294fbef8edd0b8cc38,HIL,Motor,fault_detection,False,0,,critical
rfly_93c862fbd93ee1905289,HIL,Motor,fault_detection,False,0,,critical
rfly_9fc00a4abc8a684bc0fe,HIL,Motor,fault_detection,False,0,,critical
rfly_642cb21d0b0aba837fb0,HIL,Motor,fault_detection,False,0,,critical
rfly_1a4f4a62ff1df7ac39e0,HIL,Motor,fault_detection,False,0,,critical
rfly_e2006d05576c0fe4acd8,HIL,Motor,fault_detection,True,0,24.0,critical
rfly_07b006fdc91a4ff95481,HIL,Motor,fault_detection,False,0,,critical
rfly_ef568a662884493e3e45,HIL,Motor,fault_detection,False,0,,critical
rfly_b8ec02ee8109d1458c14,HIL,Motor,fault_detection,False,0,,critical
rfly_0fee55d2b789d29430e2,HIL,Motor,fault_detection,False,0,,critical
rfly_2d638ebe8aedab1fc281,HIL,Motor,fault_detection,True,0,23.0,critical
rfly_783fdd238edbe3d747d2,HIL,Motor,fault_detection,False,0,,critical
rfly_1b0bf57ed738bd225071,HIL,Motor,fault_detection,False,0,,critical
rfly_0c5208f4dc47a04e6898,HIL,Motor,fault_detection,False,0,,critical
rfly_1797e528cd9aab50305a,HIL,Motor,fault_detection,False,0,,critical
rfly_3f94ede688805e5805a3,HIL,Motor,fault_detection,True,0,62.00000000000001,critical
rfly_95d04666c0fd43acc210,HIL,Motor,fault_detection,False,0,,critical
rfly_fe275b3296f01ef2eebe,HIL,Motor,fault_detection,False,0,,critical
rfly_ce0c510849427971fa57,HIL,Motor,fault_detection,False,0,,critical
rfly_d12954430971b89ff7a5,HIL,Motor,fault_detection,False,0,,critical
rfly_03caa547b0bcec906ab7,HIL,Motor,fault_detection,False,0,,critical
rfly_c21dc15bf411dee4f168,HIL,Motor,fault_detection,False,0,,critical
rfly_7c4843257ca665d67661,HIL,Motor,fault_detection,False,0,,critical
rfly_cf3d5e799ba687cf9b1d,HIL,Motor,fault_detection,False,0,,critical
rfly_e2e3bcf28e2c50f3c613,HIL,Motor,fault_detection,False,0,,critical
rfly_4664a48a553ab751952d,HIL,Motor,fault_detection,False,0,,critical
rfly_682037ece461f5f7c08c,HIL,Motor,fault_detection,False,0,,critical
rfly_3fbbec9308808e916534,HIL,Motor,fault_detection,False,0,,critical
rfly_188e5ce873dccd511ff8,HIL,Motor,fault_detection,False,0,,critical
rfly_f7a8888beef3f17f62ab,HIL,Motor,fault_detection,False,0,,critical
rfly_257fcccb0df25b18b480,HIL,Motor,fault_detection,False,0,,critical
rfly_d6ec9af8f8d86299f1a3,HIL,Motor,fault_detection,False,0,,critical
rfly_bde0176a13559c94b9aa,HIL,Motor,fault_detection,False,0,,critical
rfly_a83a1d0f0fc89fcf8dcf,HIL,Motor,fault_detection,False,0,,critical
rfly_2b9cf2250bc7bebc8bc6,HIL,Motor,fault_detection,False,0,,critical
rfly_2ba7f01ff26c96411c82,HIL,Motor,fault_detection,False,0,,critical
rfly_8c7885bb6403c690d3be,HIL,Motor,fault_detection,False,0,,critical
rfly_5788f85754f63c83d883,HIL,Motor,fault_detection,False,0,,critical
rfly_273e98a08c512bd70214,HIL,Motor,fault_detection,False,0,,critical
rfly_4e687cf9ca9698b45618,HIL,Motor,fault_detection,False,0,,critical
rfly_63bcd8e67a3c86b70073,HIL,Motor,fault_detection,False,0,,critical
rfly_812219d454b05d35c721,HIL,Motor,fault_detection,False,0,,critical
rfly_b9ab97f64f47b8f0bc63,HIL,Motor,fault_detection,False,0,,critical
rfly_c1a88fcc2105e3bfbc45,HIL,Motor,fault_detection,False,0,,critical
rfly_b43e9bb40d83b6c76449,HIL,Motor,fault_detection,False,0,,critical
rfly_19e21665ce9949f10cc7,HIL,Motor,fault_detection,False,0,,critical
rfly_c2a9874bc20417f5ceda,HIL,Motor,fault_detection,False,0,,critical
rfly_80487317eb2d26250333,HIL,Motor,fault_detection,False,0,,critical
rfly_a3ef0d0d28986e7bf1e8,HIL,Motor,fault_detection,False,0,,critical
rfly_7475c3f2b3676deec1bb,HIL,Motor,fault_detection,False,0,,critical
rfly_3e4cd4333a5e50661888,HIL,Motor,fault_detection,False,0,,critical
rfly_599a3345cef08785178f,HIL,Motor,fault_detection,False,0,,critical
rfly_e7a4876a28b0e277958d,HIL,Motor,fault_detection,False,0,,critical
rfly_23d8db32457f4714ac41,HIL,Motor,fault_detection,False,0,,critical
rfly_3f9ae60d68c87e672e20,HIL,Motor,fault_detection,False,0,,critical
rfly_ce72727851256d292118,HIL,Motor,fault_detection,False,0,,critical
rfly_a9de67bbe68687813a98,HIL,Motor,fault_detection,False,0,,critical
rfly_136503da0158160afa8e,HIL,Motor,fault_detection,False,0,,critical
rfly_a92c4f17e729cc02cf31,HIL,Motor,fault_detection,False,0,,critical
rfly_e6fafe4f8922a7ecf2f7,HIL,Motor,fault_detection,False,0,,critical
rfly_bffa13289a20e47a33c5,HIL,Motor,fault_detection,False,0,,critical
rfly_34dea14cb2352dd436a2,HIL,Motor,fault_detection,False,0,,critical
rfly_19a623d3eb0c61b474ac,HIL,Motor,fault_detection,False,0,,critical
rfly_db08df300f9f47d23407,HIL,Motor,fault_detection,False,0,,critical
rfly_f9e2d0360e7262839ea9,HIL,Motor,fault_detection,False,0,,critical
rfly_e0865505e790df8105d8,HIL,Motor,fault_detection,False,0,,critical
rfly_c058451eae14e9ab0bb9,HIL,Motor,fault_detection,False,0,,critical
rfly_07073d804c35077b4bba,HIL,Motor,fault_detection,False,0,,critical
rfly_a9fce1a9af273c374524,HIL,Motor,fault_detection,False,0,,critical
rfly_1e0f45b5ce34fd8dd49e,HIL,Motor,fault_detection,False,0,,critical
rfly_eb0041eff93fe1f5c834,HIL,Motor,fault_detection,False,0,,critical
rfly_4da978254a7bd45f933f,HIL,Motor,fault_detection,False,0,,critical
rfly_53ad32420eee1d3cda83,HIL,Motor,fault_detection,False,0,,critical
rfly_1d56defb6f20593c50af,HIL,Motor,fault_detection,False,0,,critical
rfly_33266c8a522b406bf732,HIL,Motor,fault_detection,False,0,,critical
rfly_2a7356dc192a0fa392bf,HIL,Motor,fault_detection,False,0,,critical
rfly_9756bea909e548278a17,HIL,Motor,fault_detection,False,0,,critical
rfly_036c9573c63ffbd896d2,HIL,Motor,fault_detection,False,0,,critical
rfly_3aa410ecd6c9823ad718,HIL,Motor,fault_detection,False,0,,critical
rfly_e00b09beea4a52b1162c,HIL,Motor,fault_detection,False,0,,critical
rfly_de28d41a0242a71a7b39,HIL,Motor,fault_detection,False,0,,critical
