tier,signature,flight_count,distinct_split_group_ids,spans_multiple_split_groups,spans_locked_and_development,canonical_case_ids,split_group_ids
duration_signature,SIL|Environment|Wind|134.1|1342,8,2,True,False,rfly_8d85dff0c7df3342ec17;rfly_50abb7da36a4b5918fc7;rfly_8bb2035f5232479ca2ad;rfly_96a2fdbe8516fdcac51d;rfly_9a7eba6b3bd85acdc462;rfly_ee7d9cc6e58d59c73cd0;rfly_f6c5e4e5a895aeeb2db6;rfly_90d33cf786b208d252f1,simulation_scenario:SIL-Wind/SIL-Wind/circling-wind;simulation_scenario:SIL-Wind/SIL-Wind/waypoint-wind
duration_signature,SIL|Environment|Wind|135.0|1351,8,2,True,False,rfly_0e27d2272c013243e6cd;rfly_1d81842b652f4a2b807c;rfly_83be18f0c09983d03ac4;rfly_fdef278ee099b3be335d;rfly_8673e52186f1507e9ef9;rfly_a07dd886efd8bd40daeb;rfly_b16d60edc153a7421de0;rfly_47d50bdb1e41e32aa849,simulation_scenario:SIL-Wind/SIL-Wind/circling-wind;simulation_scenario:SIL-Wind/SIL-Wind/waypoint-wind
duration_signature,SIL|Environment|Wind|135.1|1352,8,2,True,False,rfly_5c1547df42790eac9ec8;rfly_da68fe6b79159fa487b4;rfly_0ae0e69a5682b0f7435c;rfly_931382617488cf297b08;rfly_c1b38125e715deb4735e;rfly_f938b4c048238bfab6ea;rfly_65bad143ed69b75e2bf5;rfly_75db9e24b0cccf019333,simulation_scenario:SIL-Wind/SIL-Wind/circling-wind;simulation_scenario:SIL-Wind/SIL-Wind/waypoint-wind
duration_signature,SIL|Motor|Motor_1|151.0|1511,8,2,True,False,rfly_efca44807608f1bfed83;rfly_526bf755a176e8aa60b1;rfly_846da19d74bf2753e007;rfly_73614121396269f4d0a0;rfly_ad6a554eb7b21fb22001;rfly_29dec83761d1bc4e6e69;rfly_d07b76faaeaf070df5d2;rfly_f71ac2901e5420dfb310,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-2;simulation_scenario:SIL_Motor_2/waypoint-motor-1
duration_signature,SIL|Motor|Motor_1|151.6|1517,8,2,True,False,rfly_aef6667af3cb3116c6d8;rfly_e0085217286447cb0884;rfly_fe241125cee555609286;rfly_d4cfdb6e7125759b05e0;rfly_81d74f1c9dae9af056de;rfly_6a7c9a6e7524d00c11ce;rfly_c03283746346aeb8511d;rfly_88eeee0cf990c7531422,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-2;simulation_scenario:SIL_Motor_2/waypoint-motor-1
duration_signature,SIL|Motor|Motor_1|152.3|1524,8,2,True,False,rfly_2f91652658ed6b9e5c9f;rfly_30e9db17def285281278;rfly_772f81e08e9f1206c71f;rfly_f2c6bfdf7776010b14dc;rfly_bba6f309ca0708d2faa8;rfly_f025827632f536714125;rfly_246ae89d302733a9b0b0;rfly_1e2ccb99df27fea6d13f,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-2;simulation_scenario:SIL_Motor_2/waypoint-motor-1
duration_signature,SIL|NoFault|NoFault|77.5|776,8,2,True,False,rfly_55edb982668e28160cc6;rfly_93a334156d67a74ef007;rfly_1a2737c317c055337b28;rfly_ec52f18ccf9831e73ec0;rfly_5b315af5ea3d71aa5e3c;rfly_ab38fba22d3ce56e0d00;rfly_d356d97d8a64830a75c4;rfly_8b8b9e81d78e7caafe9e,simulation_scenario:SIL-NoFault/SIL-NoFault/hover;simulation_scenario:SIL-NoFault/SIL-NoFault/velocity
duration_signature,SIL|Sensor|Accelerometer|134.6|1347,8,2,True,False,rfly_ed4ca0f40cdfec8219ed;rfly_9bc75292f2fcae013229;rfly_6fde605e806d72f99599;rfly_eb3948b3bc5cb542cafe;rfly_9164c58174f870e68d2d;rfly_7679b82cdba85fba57bd;rfly_953e7890806d0966d3f7;rfly_25704dbdc4e101ecadc6,simulation_scenario:SIL-Sensors/circling-acce;simulation_scenario:SIL-Sensors/waypoint-acce
duration_signature,SIL|Sensor|Unknown|134.7|1348,8,2,True,False,rfly_ae7769efad6e6b3c5673;rfly_cbc00db99c5e0568b198;rfly_aa48584e479fd1dae2c1;rfly_90c19e835e6a3159f95f;rfly_a17f50ef3303989d08fd;rfly_4ac2c71609ee08af25e3;rfly_0a58831fd4e64206c330;rfly_1a1174cae0405e574fe9,simulation_scenario:SIL-Sensors/circling-mag;simulation_scenario:SIL-Sensors/waypoint-mag
duration_signature,SIL|Sensor|Unknown|134.8|1349,8,2,True,False,rfly_fa83f074ba4f17ebfe71;rfly_5ca19071c656d70c34cf;rfly_8dcdb7d23c7e1791034f;rfly_bd5dac1989e50dd41e8c;rfly_466904d2099b8fdb9d51;rfly_757afbf0abe738ef7876;rfly_2833885aa1c1aca061ab;rfly_4f3e21a9a8ea45d95185,simulation_scenario:SIL-Sensors/circling-mag;simulation_scenario:SIL-Sensors/waypoint-mag
duration_signature,SIL|Sensor|Unknown|134.9|1350,8,2,True,False,rfly_e7822052f29f5f47e788;rfly_7a305a93429effc9a97b;rfly_6e2afc137be10ba728fc;rfly_9c91bf5ebda65573f82b;rfly_04bedec8ad3e0d298e0c;rfly_02c2b5d22c6d03e71bba;rfly_d9c8b1ca75b4342153a0;rfly_a5e3d89da186ca314aee,simulation_scenario:SIL-Sensors/circling-mag;simulation_scenario:SIL-Sensors/waypoint-mag
duration_signature,HIL|Environment|Wind|127.5|1276,7,2,True,False,rfly_72b827d3a04e85ccc5be;rfly_eb1cb8ac6829f997ff0b;rfly_6312ede449857a78e9bb;rfly_bf8c1c2fecbc8ca6fea6;rfly_cba8b11c2f15eee09117;rfly_2e72baa609b07f70b436;rfly_444c2c698d58975f31e4,simulation_scenario:HIL-Wind/circling-wind;simulation_scenario:HIL-Wind/waypoint-wind
duration_signature,HIL|Environment|Wind|89.7|898,7,2,True,False,rfly_d581e1a33631aee35748;rfly_4bbb4ee43d1cfd6d4fd4;rfly_dac01d9340a176aff1b7;rfly_44bed710225b0532bc4e;rfly_18c09d563bd07ed8b845;rfly_9792cb09c72f06b0beb1;rfly_06a1e6e4f50adf51c53e,simulation_scenario:HIL-Wind/dece-wind;simulation_scenario:HIL-Wind/hover-wind
duration_signature,HIL|Sensor|Barometer|79.4|795,7,2,True,False,rfly_ebfd172da97ad93e822e;rfly_1caacc0e11aa1501eb25;rfly_ad67967e8499c14d809f;rfly_2bc88e62153a3dd31ff0;rfly_776efb6ccd53728f269a;rfly_7958e8743c0f630bcf68;rfly_283c958599246f2141ed,simulation_scenario:HIL-Sensors/circling-baro;simulation_scenario:HIL-Sensors/waypoint-baro
duration_signature,SIL|Environment|Wind|134.2|1343,7,2,True,False,rfly_da90fe6090eb3b821f48;rfly_05deee9f81ee9b307728;rfly_e1726133eb0be1d82517;rfly_c8eade91ec9a5c714748;rfly_ee1b78ec5cb252140f37;rfly_4f62739bfb1d109ed330;rfly_5d77b34ff46c58ba3477,simulation_scenario:SIL-Wind/SIL-Wind/circling-wind;simulation_scenario:SIL-Wind/SIL-Wind/waypoint-wind
duration_signature,SIL|Load|Load_Loss|98.1|982,7,2,True,False,rfly_d5b3de90b221e2ceb036;rfly_2e6facb5c31169b7d4b7;rfly_cfd1a866c34ac7685db3;rfly_f909480fb37a046cf08a;rfly_4f33f8342f1f5120933e;rfly_a3f60fb7f7b3532731e1;rfly_db387eaf9ea894c346e5,simulation_scenario:SIL-Load/SIL-Load/dece-load;simulation_scenario:SIL-Load/SIL-Load/velocity-load
duration_signature,SIL|Sensor|Accelerometer|134.4|1345,7,2,True,False,rfly_534fb11fe8850c50aa95;rfly_207b5f55d36559f346d4;rfly_11cb9c1d2f0c488fbcb5;rfly_52abab1e4ce53a8aefe2;rfly_5fc5469292eebcc262a3;rfly_4a2fcf384887ddc852c4;rfly_a5295d9e57902592a70d,simulation_scenario:SIL-Sensors/circling-acce;simulation_scenario:SIL-Sensors/waypoint-acce
duration_signature,SIL|Environment|Wind|134.0|1341,6,2,True,False,rfly_09ef57503a4effd4edf9;rfly_0ee79294299a28f1c043;rfly_4110275ed5230750fd6a;rfly_40f06243ff9b5600ee7a;rfly_fbd640591698a242be33;rfly_57527362aea39cc86110,simulation_scenario:SIL-Wind/SIL-Wind/circling-wind;simulation_scenario:SIL-Wind/SIL-Wind/waypoint-wind
duration_signature,SIL|Load|Load_Loss|132.3|1324,6,2,True,False,rfly_43901d012af3e3c54496;rfly_979d9cd5046bcfa27763;rfly_72796aa466829d121bb2;rfly_5b7e57fce02867a23eba;rfly_72e234dd58180815413b;rfly_c88729bb77ce846c86b0,simulation_scenario:SIL-Load/SIL-Load/circling-load;simulation_scenario:SIL-Load/SIL-Load/waypoint-load
duration_signature,SIL|Load|Load_Loss|132.9|1330,6,2,True,False,rfly_dc68f5113d62a226e5d8;rfly_98a64855b4bff77ec000;rfly_d98c102339d08fbbd91b;rfly_aab269829c21817be9ad;rfly_726f03e66bf6d7cd4c75;rfly_d5bf41565ead78de29a4,simulation_scenario:SIL-Load/SIL-Load/circling-load;simulation_scenario:SIL-Load/SIL-Load/waypoint-load
duration_signature,SIL|Load|Load_Loss|134.3|1344,6,2,True,False,rfly_8fdb594b578a97b76a12;rfly_7727e6a4ef01b92143b7;rfly_c07d34d2666825ce737d;rfly_c97a6e3dd3536aa26e11;rfly_f18e64d1eb09292adb27;rfly_fbd12d50546549fb231d,simulation_scenario:SIL-Load/SIL-Load/circling-load;simulation_scenario:SIL-Load/SIL-Load/waypoint-load
duration_signature,SIL|Load|Load_Loss|98.2|983,6,2,True,False,rfly_96ebd8fa8d84747ffab6;rfly_2f05a73b554a5c1db2de;rfly_09b541d2bf14926f30a2;rfly_8a7103b73265feba47da;rfly_b0fd14f9ee3aae2d70b6;rfly_4e23c13f8af80e17a8e8,simulation_scenario:SIL-Load/SIL-Load/dece-load;simulation_scenario:SIL-Load/SIL-Load/velocity-load
duration_signature,SIL|Motor|Motor_1|150.9|1510,6,2,True,False,rfly_32a1f7b2e09a865a8026;rfly_5090cbce551da9e005ef;rfly_589ebe8a44891b74fdc5;rfly_3b6a54a16933ef0bd09e;rfly_81d017b905b8f09b8d00;rfly_ac8feee51b94d01e0693,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-2;simulation_scenario:SIL_Motor_2/waypoint-motor-1
duration_signature,SIL|Motor|Motor_1|151.5|1516,6,2,True,False,rfly_c32b07e798c2fabc152d;rfly_01572f39a72f0aee9b9b;rfly_e29108d9a7b2ef2456b9;rfly_e1454533ebcc97627f18;rfly_2ae4d95fca8e62102e09;rfly_f86ed10b8f47ea99eddd,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-2;simulation_scenario:SIL_Motor_2/waypoint-motor-1
duration_signature,SIL|NoFault|NoFault|106.9|1070,6,2,True,False,rfly_2d322ae73e35b4ac8bac;rfly_7c6d5cc8e71c30b677e5;rfly_349292b4270a03762c14;rfly_f662262f006eccccd4c2;rfly_60168a7751a7d9d1aa30;rfly_eab6215be8f8bba313c3,simulation_scenario:SIL-NoFault/SIL-NoFault/circling;simulation_scenario:SIL-NoFault/SIL-NoFault/waypoint
duration_signature,SIL|Sensor|Accelerometer|101.2|1013,6,2,True,False,rfly_7a8be169a5730a10908c;rfly_6bbc358fa899065b7083;rfly_f7dc2f771ab13bf2624f;rfly_93ecd8c461e005dd0449;rfly_a9cf36cb2560dfe5216f;rfly_928fcdaab289323edb04,simulation_scenario:SIL-Sensors/acce-gyro;simulation_scenario:SIL-Sensors/acce-mag
duration_signature,SIL|Sensor|Accelerometer|101.4|1015,6,2,True,False,rfly_d23d30bdb9bff1de06da;rfly_4c0a17c8983e52cfbf9a;rfly_0fe4c9e2a98710aa9c82;rfly_89e101fed3eb18e57988;rfly_1dc8eb4ca3e2d678cc23;rfly_c316bfe231ca15e26dc7,simulation_scenario:SIL-Sensors/acce-baro;simulation_scenario:SIL-Sensors/acce-gyro
duration_signature,SIL|Sensor|Accelerometer|134.1|1342,6,2,True,False,rfly_f2ee85ec93e6cfcd62e6;rfly_f14c67bc2503e3a275c7;rfly_1d3b809d6361f9574359;rfly_f08125da97a769f454a6;rfly_c09a30f3e5cbaf4043bc;rfly_473195f2981d6938a4fc,simulation_scenario:SIL-Sensors/circling-acce;simulation_scenario:SIL-Sensors/waypoint-acce
duration_signature,SIL|Sensor|Unknown|134.5|1346,6,2,True,False,rfly_6e9e74977f65d2fd44b4;rfly_e731d533b9cb151d8462;rfly_b6344b8e0d5de1bf2655;rfly_4b09d403029a4bc502aa;rfly_dc5688616ac81bf9d967;rfly_529efe2c9ab6ff279ea3,simulation_scenario:SIL-Sensors/circling-mag;simulation_scenario:SIL-Sensors/waypoint-mag
duration_signature,HIL|Environment|Wind|127.3|1274,5,2,True,False,rfly_eef0a568863f2b3244d3;rfly_8dd34cd826c1b7b5ee31;rfly_c5d2c247da5bab46a4eb;rfly_915d2561494958ef3c33;rfly_e05cb89fb467aa7bfb15,simulation_scenario:HIL-Wind/circling-wind;simulation_scenario:HIL-Wind/waypoint-wind
duration_signature,HIL|Environment|Wind|127.4|1275,5,2,True,False,rfly_dded7da27745a55cb032;rfly_c777eca44cfdc7c2bcee;rfly_7a4464c979d0dd80a9ae;rfly_c7804653d58c99eadd81;rfly_d521fedefea7fc21e744,simulation_scenario:HIL-Wind/circling-wind;simulation_scenario:HIL-Wind/waypoint-wind
duration_signature,HIL|Environment|Wind|128.0|1281,5,2,True,False,rfly_b25949aae138fc7a8aa3;rfly_6bc85f19793e356fe65b;rfly_83bae7d15d6ff38346d3;rfly_134cec52d5239608f530;rfly_3eacbcaf27b71055bdb1,simulation_scenario:HIL-Wind/circling-wind;simulation_scenario:HIL-Wind/waypoint-wind
duration_signature,HIL|NoFault|NoFault|58.4|585,5,2,True,False,rfly_c85391554bfd0d17a17f;rfly_c1e0eaf4332b3aed0cc0;rfly_dfa6cf288d28fe904dfc;rfly_a807b7145f0bc015a4a3;rfly_396b52c6564287248268,simulation_scenario:HIL-NoFault/HIL-NoFault/hover;simulation_scenario:HIL-NoFault/HIL-NoFault/velocity
duration_signature,HIL|Sensor|Accelerometer|86.1|862,5,2,True,False,rfly_c17a10c357f977e98605;rfly_b4bbbdadd04708957a21;rfly_4146fa239280da1e368b;rfly_82eaddf6171ac9d591a5;rfly_1cebca6bd7e1d47d5d45,simulation_scenario:HIL-Sensors/acce-gyro;simulation_scenario:HIL-Sensors/velocity-acce
duration_signature,HIL|Sensor|Accelerometer|86.5|866,5,2,True,False,rfly_02fd3b2252199b3eca41;rfly_f7dffe862c5c3cb9e8e3;rfly_e4b6e266e928b33f5aad;rfly_0039c253b7ef732de5d9;rfly_0f13d82c4c7b0f6b3075,simulation_scenario:HIL-Sensors/acce-gyro;simulation_scenario:HIL-Sensors/acce-mag
duration_signature,SIL|Environment|Wind|100.9|1010,5,2,True,False,rfly_b7b4d99baebc3029c1f0;rfly_82390c16a41f627d7dec;rfly_d8aa35e08d5917adbdb2;rfly_fe0f1803a50f3a4686b5;rfly_fd08a574e2299ac165a9,simulation_scenario:SIL-Wind/SIL-Wind/dece-wind;simulation_scenario:SIL-Wind/SIL-Wind/hover-wind
duration_signature,SIL|Environment|Wind|133.9|1340,5,2,True,False,rfly_302ac849826e8fc8c69e;rfly_79ec2f443cf89b4a3dfb;rfly_eac064372fcdfad41ac8;rfly_4ea6bc4728d5ef1bbe63;rfly_7da5710ae92ed1d5bf53,simulation_scenario:SIL-Wind/SIL-Wind/circling-wind;simulation_scenario:SIL-Wind/SIL-Wind/waypoint-wind
duration_signature,SIL|Load|Load_Loss|132.4|1325,5,2,True,False,rfly_4f4a68be9e7fb03c2339;rfly_6e443de3c5c8d9d1321d;rfly_b36539542d635361c215;rfly_675df29b306ee0d85c66;rfly_f98e3836db0dae6cbcf8,simulation_scenario:SIL-Load/SIL-Load/circling-load;simulation_scenario:SIL-Load/SIL-Load/waypoint-load
duration_signature,SIL|Load|Load_Loss|133.1|1332,5,2,True,False,rfly_9998005b57b553d4c49a;rfly_2024b2cde15363998b00;rfly_90e1500e48ae8abd1b9d;rfly_bef6291c353759cfe23c;rfly_9a27b834719129959636,simulation_scenario:SIL-Load/SIL-Load/circling-load;simulation_scenario:SIL-Load/SIL-Load/waypoint-load
duration_signature,SIL|Motor|Motor_1|151.3|1514,5,2,True,False,rfly_d0db866d1eacc17de881;rfly_490fb2180f5bc75f2dd9;rfly_8be98da66f07c5e9756e;rfly_1f77c2337a909b062fa8;rfly_56286a337d462a671892,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-2;simulation_scenario:SIL_Motor_2/waypoint-motor-1
duration_signature,SIL|Motor|Motor_1|151.8|1519,5,2,True,False,rfly_54af0a95e4aead28d747;rfly_e4abc0ac04d9c41b17f1;rfly_c693793e47d3aecde678;rfly_a3d210d09da6bd8704f4;rfly_2126a6f2a1c1eab73873,simulation_scenario:SIL_Motor_1/SIL_Motor_1/circling-motor-2;simulation_scenario:SIL_Motor_2/waypoint-motor-1
duration_signature,SIL|Sensor|Accelerometer|101.3|1014,5,3,True,False,rfly_c7d8d0f7cad35db248bc;rfly_bef6bc707a64d4d2a375;rfly_13b50d7ae9c5c6d0325f;rfly_28692927ca75ff43b502;rfly_84ad949641cee3f70f89,simulation_scenario:SIL-Sensors/acce-baro;simulation_scenario:SIL-Sensors/acce-gyro;simulation_scenario:SIL-Sensors/acce-mag
duration_signature,SIL|Sensor|Accelerometer|101.6|1017,5,2,True,False,rfly_93717dee47b6aa194f3d;rfly_76e222a082dcaa1e6e09;rfly_65b250ed1a5a0810b708;rfly_1f0b7aaaf5dad7fd0b84;rfly_f090bde0e3b8d2ccf88d,simulation_scenario:SIL-Sensors/acce-baro;simulation_scenario:SIL-Sensors/acce-gyro
duration_signature,SIL|Sensor|Accelerometer|134.7|1348,5,2,True,False,rfly_721f60d337cd94656254;rfly_a57e81dafff0bfafa601;rfly_c16b241d55d361d2ccdb;rfly_96d0090d2b2fcd67caad;rfly_4ff0daca129050fe946c,simulation_scenario:SIL-Sensors/circling-acce;simulation_scenario:SIL-Sensors/waypoint-acce
duration_signature,SIL|Sensor|Unknown|134.6|1347,5,2,True,False,rfly_42de6f6b889fe3875494;rfly_d4aa58de6e8dd0366edc;rfly_b59e9313d95e641a5ff9;rfly_21712f76e34a5b65c033;rfly_43f3b9c15866873fcc80,simulation_scenario:SIL-Sensors/circling-mag;simulation_scenario:SIL-Sensors/waypoint-mag
duration_signature,HIL|Environment|Wind|120.3|1204,4,2,True,False,rfly_ed84b188029fb20963f1;rfly_d8f9addf241781eacdd2;rfly_a3028a67ccd827613de9;rfly_f5f267a96a5f4aeee087,simulation_scenario:HIL-Wind/circling-wind;simulation_scenario:HIL-Wind/waypoint-wind
duration_signature,HIL|Environment|Wind|121.1|1212,4,2,True,False,rfly_a7ad560e82770e6de498;rfly_077f7c830c76b8e36223;rfly_097e5b35cd9e4bef962b;rfly_224724f6bf959cf6dd36,simulation_scenario:HIL-Wind/circling-wind;simulation_scenario:HIL-Wind/waypoint-wind
duration_signature,HIL|Environment|Wind|121.3|1214,4,2,True,False,rfly_ebc072f71c2aecf3fb8b;rfly_6cdd576aaa700279fac1;rfly_aaeeafc3bcc05db2f3b5;rfly_b082c12874dbf9acbf0c,simulation_scenario:HIL-Wind/circling-wind;simulation_scenario:HIL-Wind/waypoint-wind
duration_signature,HIL|Environment|Wind|127.0|1271,4,2,True,False,rfly_836aebee1e96b7495c0b;rfly_e24c9c5f0a802042dc8a;rfly_138c1e3700d43864d45e;rfly_19f7af0de8b28174202c,simulation_scenario:HIL-Wind/circling-wind;simulation_scenario:HIL-Wind/waypoint-wind
duration_signature,HIL|Environment|Wind|90.2|903,4,2,True,False,rfly_0ae173e979a3bca2126e;rfly_da0cf5605e53ecf8a9eb;rfly_f046778d67b077d19d81;rfly_8e0176c23c25376146a2,simulation_scenario:HIL-Wind/dece-wind;simulation_scenario:HIL-Wind/hover-wind
duration_signature,HIL|Load|Load_Loss|127.1|1272,4,2,True,False,rfly_6d88e89e35c58d2e025b;rfly_7482468727c05332ed04;rfly_5ff3c0e46ec8861eb253;rfly_e4258d4057f4cb5b2301,simulation_scenario:HIL-Load/circling-load;simulation_scenario:HIL-Load/waypoint-load
duration_signature,HIL|Sensor|Accelerometer|86.6|867,4,2,True,False,rfly_4940491541ebeb701d4d;rfly_6ec3aa2aa83ec9f2d87a;rfly_2a36b74faacef2c37a02;rfly_ec52bffe725717b2ee4d,simulation_scenario:HIL-Sensors/acce-gyro;simulation_scenario:HIL-Sensors/acce-mag
duration_signature,Real|Motor|Unknown|141.2|1413,4,2,True,False,rfly_2d0ac097b5bbaeb8cdab;rfly_679f1f7d428bde359b22;rfly_b8445d3d608564125ce2;rfly_9f0b7f115f30dced1f81,real_session:Motor:2023-5-18;real_session:Motor:2023-6-9
duration_signature,SIL|Environment|Wind|134.4|1345,4,2,True,False,rfly_2bd4686a7d12aacacef3;rfly_72c9296bd6e8c1e76e3f;rfly_b31216ea71166c1a9301;rfly_62a1f203a7d531c2e1f2,simulation_scenario:SIL-Wind/SIL-Wind/circling-wind;simulation_scenario:SIL-Wind/SIL-Wind/waypoint-wind
duration_signature,SIL|Environment|Wind|134.5|1346,4,2,True,False,rfly_67fc29975e3db51fd761;rfly_174b7970b794dfd4c7a9;rfly_bff68b5277177b195d42;rfly_dfbcabcd75667323e4ef,simulation_scenario:SIL-Wind/SIL-Wind/circling-wind;simulation_scenario:SIL-Wind/SIL-Wind/waypoint-wind
duration_signature,SIL|Environment|Wind|145.0|1451,4,2,True,False,rfly_88dc3c7709225d12d2aa;rfly_8f29e670473a773e982c;rfly_ce664dd05d4a39094c5c;rfly_ed4765b3c00abd3a34b3,simulation_scenario:SIL-Wind/SIL-Wind/circling-wind;simulation_scenario:SIL-Wind/SIL-Wind/waypoint-wind
