source_id,flight_label,eval_group,dominant_module,dominant_module_score,hypothesis
Real-Motor/circling/332_2/log_16_2023-6-7-08-58-16,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/circling/333_1/log_55_2023-5-31-16-09-28,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/circling/333_2/log_17_2023-6-7-09-03-54,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/circling/334_1/log_56_2023-5-31-16-22-28,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/circling/334_2/log_57_2023-5-31-16-32-28,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/circling/334_3/log_18_2023-6-7-09-11-24,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/circling/335_1/log_19_2023-6-7-09-18-08,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/circling/336_1/log_20_2023-6-7-09-27-20,motor_fault,rfly_motor,itki_komutu,0.9929166666666667,actuator/motor hypothesis
Real-Motor/circling/337_1/log_21_2023-6-7-09-35-08,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/circling/338_1/log_0_2023-6-7-16-26-50,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/circling/339_1/log_1_2023-6-7-16-32-14,motor_fault,rfly_motor,itki_komutu,0.99625,actuator/motor hypothesis
Real-Motor/circling/340_1/log_2_2023-6-7-16-36-12,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/circling/341_1/log_1_2023-6-9-08-30-46,motor_fault,rfly_motor,itki_komutu,0.9894166666666667,actuator/motor hypothesis
Real-Motor/circling/342_1/log_2_2023-6-9-08-36-02,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/circling/343_1/log_3_2023-6-9-08-40-46,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/circling/344_1/log_4_2023-6-9-08-45-46,motor_fault,rfly_motor,itki_komutu,0.9944166666666666,actuator/motor hypothesis
Real-Motor/circling/345_1/log_5_2023-6-9-08-50-56,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/circling/346_1/log_6_2023-6-9-08-56-06,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/circling/347_1/log_7_2023-6-9-09-02-04,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/circling/348_1/log_8_2023-6-9-09-16-24,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/circling/349_1/log_9_2023-6-9-09-22-58,motor_fault,rfly_motor,itki_komutu,0.9929166666666667,actuator/motor hypothesis
Real-Motor/circling/350_1/log_10_2023-6-9-09-28-10,motor_fault,rfly_motor,itki_komutu,0.9965833333333334,actuator/motor hypothesis
Real-Motor/circling/351_1/log_11_2023-6-9-09-36-18,motor_fault,rfly_motor,itki_komutu,0.99775,actuator/motor hypothesis
Real-Motor/circling/352_1/log_12_2023-6-9-09-42-34,motor_fault,rfly_motor,itki_komutu,0.99325,actuator/motor hypothesis
Real-Motor/circling/353_1/log_13_2023-6-9-09-48-18,motor_fault,rfly_motor,itki_komutu,0.99775,actuator/motor hypothesis
Real-Motor/circling/354_1/log_14_2023-6-9-09-53-56,motor_fault,rfly_motor,itki_komutu,0.99775,actuator/motor hypothesis
Real-Motor/circling/355_1/log_15_2023-6-9-11-21-52,motor_fault,rfly_motor,itki_komutu,0.9910833333333333,actuator/motor hypothesis
Real-Motor/circling/356_1/log_16_2023-6-9-11-26-58,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/circling/357_1/log_0_2023-6-9-17-20-14,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/circling/358_1/log_1_2023-6-9-17-28-00,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/circling/359_1/log_2_2023-6-9-17-32-44,motor_fault,rfly_motor,itki_komutu,0.9980833333333333,actuator/motor hypothesis
Real-Motor/circling/360_1/log_3_2023-6-9-17-37-16,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/circling/361_1/log_4_2023-6-9-17-42-56,motor_fault,rfly_motor,itki_komutu,0.9980833333333333,actuator/motor hypothesis
Real-Motor/circling/362_1/log_5_2023-6-9-17-47-52,motor_fault,rfly_motor,itki_komutu,0.9979166666666667,actuator/motor hypothesis
Real-Motor/circling/363_1/log_7_2023-6-9-17-56-48,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/circling/364_1/log_0_2023-6-10-08-01-48,motor_fault,rfly_motor,itki_komutu,0.9979166666666667,actuator/motor hypothesis
Real-Motor/circling/365_1/log_1_2023-6-10-08-07-42,motor_fault,rfly_motor,itki_komutu,0.99275,actuator/motor hypothesis
Real-Motor/hover/10_1/log_4_2023-5-17-15-31-28,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/11_1/log_5_2023-5-17-15-39-34,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/12_1/log_6_2023-5-17-15-43-36,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/13_1/log_7_2023-5-17-15-47-34,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/14_1/log_8_2023-5-17-15-52-16,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/15_1/log_9_2023-5-17-15-56-42,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/16_1/log_10_2023-5-17-16-01-50,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/17_1/log_11_2023-5-17-16-06-52,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/18_1/log_12_2023-5-17-16-12-26,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/19_1/log_13_2023-5-17-16-19-30,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/1_1/log_1_2023-5-17-10-10-50,motor_fault,rfly_motor,itki_komutu,0.9940833333333333,actuator/motor hypothesis
Real-Motor/hover/20_1/log_14_2023-5-17-16-24-16,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/21_1/log_15_2023-5-17-16-29-40,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/22_1/log_16_2023-5-17-16-35-00,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/23_1/log_17_2023-5-17-16-39-20,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/23_2/log_18_2023-5-17-16-44-28,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/24_1/log_19_2023-5-17-16-52-40,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/25_1/log_20_2023-5-17-16-57-36,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/26_1/log_21_2023-5-17-17-03-28,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/27_1/log_22_2023-5-17-17-08-00,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/28_1/log_23_2023-5-17-17-13-22,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/29_1/log_24_2023-5-17-17-19-20,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/2_1/log_2_2023-5-17-10-15-18,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/2_2/log_7_2023-5-18-10-29-00,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/30_1/log_27_2023-5-17-17-31-50,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/31_1/log_1_2023-5-18-09-56-30,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/32_1/log_2_2023-5-18-10-01-42,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/33_1/log_3_2023-5-18-10-05-28,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/34_1/log_4_2023-5-18-10-09-58,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/35_1/log_5_2023-5-18-10-14-22,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/36_1/log_6_2023-5-18-10-19-06,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/hover/37_1/log_2_2023-5-18-14-23-48,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/38_1/log_3_2023-5-18-14-31-52,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/3_1/log_3_2023-5-17-10-19-36,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/4_1/log_4_2023-5-17-10-25-20,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/5_1/log_5_2023-5-17-10-30-58,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/6_1/log_7_2023-5-17-10-42-14,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/7_1/log_8_2023-5-17-10-46-46,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/7_2/log_10_2023-5-17-10-52-16,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/8_1/log_1_2023-5-17-15-19-02,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/hover/9_1/log_3_2023-5-17-15-26-40,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/velocity/246_1/log_42_2023-5-31-15-07-30,motor_fault,rfly_motor,itki_komutu,0.98725,actuator/motor hypothesis
Real-Motor/velocity/247_1/log_43_2023-5-31-15-10-46,motor_fault,rfly_motor,itki_komutu,0.9949166666666667,actuator/motor hypothesis
Real-Motor/velocity/248_1/log_44_2023-5-31-15-14-30,motor_fault,rfly_motor,itki_komutu,0.9775833333333334,actuator/motor hypothesis
Real-Motor/velocity/248_2/log_0_2023-6-1-09-14-02,motor_fault,rfly_motor,itki_komutu,0.98725,actuator/motor hypothesis
Real-Motor/velocity/249_1/log_45_2023-5-31-15-17-46,motor_fault,rfly_motor,itki_komutu,0.9910833333333333,actuator/motor hypothesis
Real-Motor/velocity/249_2/log_1_2023-6-1-09-18-16,motor_fault,rfly_motor,itki_komutu,0.9979166666666667,actuator/motor hypothesis
Real-Motor/velocity/250_1/log_58_2023-5-31-16-38-34,motor_fault,rfly_motor,itki_komutu,0.98725,actuator/motor hypothesis
Real-Motor/velocity/251_1/log_59_2023-5-31-16-44-58,motor_fault,rfly_motor,itki_komutu,0.99075,actuator/motor hypothesis
Real-Motor/velocity/252_1/log_2_2023-6-1-09-24-28,motor_fault,rfly_motor,itki_komutu,0.99575,actuator/motor hypothesis
Real-Motor/velocity/253_1/log_3_2023-6-1-09-28-40,motor_fault,rfly_motor,itki_komutu,0.9980833333333333,actuator/motor hypothesis
Real-Motor/velocity/254_1/log_60_2023-5-31-16-49-46,motor_fault,rfly_motor,itki_komutu,0.98725,actuator/motor hypothesis
Real-Motor/velocity/255_1/log_61_2023-5-31-16-54-26,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/velocity/256_1/log_4_2023-6-1-09-35-42,motor_fault,rfly_motor,itki_komutu,0.9890833333333333,actuator/motor hypothesis
Real-Motor/velocity/257_1/log_5_2023-6-1-09-39-00,motor_fault,rfly_motor,itki_komutu,0.9959166666666667,actuator/motor hypothesis
Real-Motor/velocity/258_1/log_62_2023-5-31-16-59-00,motor_fault,rfly_motor,itki_komutu,0.99075,actuator/motor hypothesis
Real-Motor/velocity/259_1/log_63_2023-5-31-17-02-30,motor_fault,rfly_motor,itki_komutu,0.99625,actuator/motor hypothesis
Real-Motor/velocity/260_1/log_6_2023-6-1-09-43-18,motor_fault,rfly_motor,itki_komutu,0.9940833333333333,actuator/motor hypothesis
Real-Motor/velocity/261_1/log_7_2023-6-1-09-46-48,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/velocity/262_1/log_64_2023-5-31-17-06-26,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/velocity/263_1/log_65_2023-5-31-17-23-28,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/velocity/264_1/log_8_2023-6-1-09-50-44,motor_fault,rfly_motor,itki_komutu,0.99275,actuator/motor hypothesis
Real-Motor/velocity/265_1/log_9_2023-6-1-09-54-44,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/velocity/266_1/log_11_2023-6-1-10-01-22,motor_fault,rfly_motor,itki_komutu,0.9940833333333333,actuator/motor hypothesis
Real-Motor/velocity/267_1/log_12_2023-6-1-10-09-58,motor_fault,rfly_motor,itki_komutu,0.9949166666666667,actuator/motor hypothesis
Real-Motor/velocity/268_1/log_13_2023-6-1-10-13-02,motor_fault,rfly_motor,itki_komutu,0.9904166666666666,actuator/motor hypothesis
Real-Motor/velocity/269_1/log_14_2023-6-1-10-21-06,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/velocity/270_1/log_15_2023-6-1-10-24-26,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/velocity/271_1/log_16_2023-6-1-10-28-10,motor_fault,rfly_motor,itki_komutu,0.99725,actuator/motor hypothesis
Real-Motor/velocity/272_1/log_17_2023-6-1-10-33-36,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/velocity/273_1/log_18_2023-6-1-10-37-18,motor_fault,rfly_motor,itki_komutu,0.9965833333333334,actuator/motor hypothesis
Real-Motor/velocity/274_1/log_19_2023-6-1-10-41-18,motor_fault,rfly_motor,itki_komutu,0.9900833333333333,actuator/motor hypothesis
Real-Motor/velocity/275_1/log_20_2023-6-1-10-44-28,motor_fault,rfly_motor,itki_komutu,0.99025,actuator/motor hypothesis
Real-Motor/velocity/276_1/log_21_2023-6-1-10-48-12,motor_fault,rfly_motor,itki_komutu,0.99325,actuator/motor hypothesis
Real-Motor/velocity/277_1/log_22_2023-6-1-10-52-00,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/velocity/278_1/log_23_2023-6-1-11-00-40,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/velocity/279_1/log_24_2023-6-1-11-04-10,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/velocity/280_1/log_25_2023-6-1-11-07-18,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/velocity/281_1/log_26_2023-6-1-11-11-24,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/velocity/282_1/log_27_2023-6-1-11-15-28,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/velocity/283_1/log_29_2023-6-1-11-22-54,motor_fault,rfly_motor,itki_komutu,0.99625,actuator/motor hypothesis
Real-Motor/velocity/284_1/log_0_2023-6-1-15-18-46,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/velocity/285_1/log_1_2023-6-1-15-22-30,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/waypoint/111_1/log_19_2023-5-22-16-12-04,motor_fault,rfly_motor,itki_komutu,0.99725,actuator/motor hypothesis
Real-Motor/waypoint/112_1/log_20_2023-5-22-16-22-00,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/waypoint/113_1/log_21_2023-5-22-16-35-42,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/waypoint/114_1/log_22_2023-5-22-16-46-52,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/waypoint/115_1/log_23_2023-5-22-17-04-22,motor_fault,rfly_motor,itki_komutu,0.9929166666666667,actuator/motor hypothesis
Real-Motor/waypoint/116_1/log_24_2023-5-22-17-13-06,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/waypoint/117_1/log_25_2023-5-22-17-28-06,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/waypoint/117_2/log_8_2023-5-23-14-52-06,motor_fault,rfly_motor,itki_komutu,0.9980833333333333,actuator/motor hypothesis
Real-Motor/waypoint/118_1/log_9_2023-5-23-14-59-40,motor_fault,rfly_motor,itki_komutu,0.99325,actuator/motor hypothesis
Real-Motor/waypoint/119_1/log_12_2023-5-23-15-14-02,motor_fault,rfly_motor,itki_komutu,0.99325,actuator/motor hypothesis
Real-Motor/waypoint/120_1/log_13_2023-5-23-15-20-58,motor_fault,rfly_motor,itki_komutu,0.99325,actuator/motor hypothesis
Real-Motor/waypoint/121_1/log_14_2023-5-23-15-27-54,motor_fault,rfly_motor,itki_komutu,0.9934166666666666,actuator/motor hypothesis
Real-Motor/waypoint/122_1/log_15_2023-5-23-15-35-18,motor_fault,rfly_motor,itki_komutu,0.9965833333333334,actuator/motor hypothesis
Real-Motor/waypoint/123_1/log_16_2023-5-23-15-43-46,motor_fault,rfly_motor,itki_komutu,0.9949166666666667,actuator/motor hypothesis
Real-Motor/waypoint/124_1/log_17_2023-5-23-15-50-48,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/waypoint/125_1/log_18_2023-5-23-15-59-16,motor_fault,rfly_motor,itki_komutu,0.9955833333333334,actuator/motor hypothesis
Real-Motor/waypoint/126_1/log_19_2023-5-23-16-13-02,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/waypoint/127_1/log_20_2023-5-23-16-18-08,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/waypoint/128_1/log_22_2023-5-23-16-27-04,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/waypoint/129_1/log_23_2023-5-23-16-33-28,motor_fault,rfly_motor,itki_komutu,0.9979166666666667,actuator/motor hypothesis
Real-Motor/waypoint/130_1/log_24_2023-5-23-16-41-28,motor_fault,rfly_motor,itki_komutu,0.9929166666666667,actuator/motor hypothesis
Real-Motor/waypoint/131_1/log_25_2023-5-23-16-47-56,motor_fault,rfly_motor,itki_komutu,0.9965833333333334,actuator/motor hypothesis
Real-Motor/waypoint/132_1/log_26_2023-5-23-17-14-18,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/waypoint/133_1/log_27_2023-5-23-17-19-32,motor_fault,rfly_motor,itki_komutu,0.98825,actuator/motor hypothesis
Real-Motor/waypoint/134_1/log_28_2023-5-23-17-25-32,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/waypoint/135_1/log_0_2023-5-24-09-43-26,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/waypoint/136_1/log_1_2023-5-24-09-49-10,motor_fault,rfly_motor,itki_komutu,0.9745833333333334,actuator/motor hypothesis
Real-Motor/waypoint/137_1/log_2_2023-5-24-09-55-42,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/waypoint/138_1/log_3_2023-5-24-10-00-26,motor_fault,rfly_motor,itki_komutu,0.9995833333333334,actuator/motor hypothesis
Real-Motor/waypoint/138_2/log_17_2023-5-25-09-01-28,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/waypoint/139_1/log_18_2023-5-25-09-06-52,motor_fault,rfly_motor,itki_komutu,0.99775,actuator/motor hypothesis
Real-Motor/waypoint/140_1/log_19_2023-5-25-09-12-26,motor_fault,rfly_motor,itki_komutu,0.99725,actuator/motor hypothesis
Real-Motor/waypoint/141_1/log_20_2023-5-25-09-17-56,motor_fault,rfly_motor,itki_komutu,0.9960833333333333,actuator/motor hypothesis
Real-Motor/waypoint/142_1/log_0_2023-5-26-07-27-00,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
Real-Motor/waypoint/142_2/log_1_2023-5-26-07-33-08,motor_fault,rfly_motor,itki_komutu,0.9974166666666666,actuator/motor hypothesis
