canonical_case_id,domain,fault_family,evaluation_role,detected,false_alarm_events,detection_delay_s,normal_exposure_s,policy
rfly_874ccc87268a0670c651,HIL,Motor,fault_detection,False,0,,0,critical
rfly_89f4af815033b6698af1,HIL,Motor,fault_detection,False,0,,0,critical
rfly_ed41c6dfc75412427ad7,HIL,Motor,fault_detection,False,0,,0,critical
rfly_ff80218bc4e8dea638d2,HIL,Motor,fault_detection,False,0,,0,critical
rfly_b277b950848a55b808c9,HIL,Motor,fault_detection,False,0,,0,critical
rfly_7f8902468a3482815ca1,HIL,Motor,fault_detection,False,0,,0,critical
rfly_bdd9b8d5cee7c22f45f3,HIL,Motor,fault_detection,False,0,,3,critical
rfly_ae35f03fb0309db12763,HIL,Motor,fault_detection,False,0,,0,critical
rfly_7c55f74ff8f514420a82,HIL,Motor,fault_detection,False,0,,3,critical
rfly_ef34badcff278a68b3a0,HIL,Motor,fault_detection,False,0,,0,critical
rfly_092806143fccf483dc35,HIL,Motor,fault_detection,False,0,,0,critical
rfly_7789289b8476e2c8d9a5,HIL,Motor,fault_detection,False,0,,0,critical
rfly_db1c3d2b003cb149c33a,HIL,Motor,fault_detection,False,0,,0,critical
rfly_eccce10f940fd013490f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_667c17ba8cc6cc49d835,HIL,Motor,fault_detection,False,0,,0,critical
rfly_3c80a113cfb25e7c9281,HIL,Motor,fault_detection,False,0,,0,critical
rfly_b5dfa60e80c66cd61f8f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_766023951fa8f958b5d8,HIL,Motor,fault_detection,False,0,,0,critical
rfly_1f83d4a2601fffd8b893,HIL,Motor,fault_detection,False,0,,0,critical
rfly_028dc6db433613bbb603,HIL,Motor,fault_detection,False,0,,1,critical
rfly_b492fcaa7893c1fdf514,HIL,Motor,fault_detection,False,0,,0,critical
rfly_a381130c7648237e9152,HIL,Motor,fault_detection,False,0,,0,critical
rfly_1b09c16f924d1712a87d,HIL,Motor,fault_detection,False,0,,0,critical
rfly_27607a70b422cdf2bbee,HIL,Motor,fault_detection,False,0,,0,critical
rfly_4b0dd62338d54c4e8771,HIL,Motor,fault_detection,False,0,,0,critical
rfly_e448b97fe41b0aedc74e,HIL,Motor,fault_detection,False,0,,0,critical
rfly_17599b615b33fed37c33,HIL,Motor,fault_detection,False,0,,0,critical
rfly_9a893deb627dbcaa93e6,HIL,Motor,fault_detection,False,0,,0,critical
rfly_d7b87dca5444694cfa53,HIL,Motor,fault_detection,False,0,,0,critical
rfly_5e26ecaf35ff800c2ed9,HIL,Motor,fault_detection,False,0,,2,critical
rfly_6730b4a9efa4f769a199,HIL,Motor,fault_detection,False,0,,0,critical
rfly_2ef01e635c51d4df2196,HIL,Motor,fault_detection,False,0,,2,critical
rfly_191c5ae4f77ea292c496,HIL,Motor,fault_detection,False,0,,0,critical
rfly_6b73aa3e42975169763b,HIL,Motor,fault_detection,False,0,,0,critical
rfly_b0c7be63b6eff75f79ff,HIL,Motor,fault_detection,False,0,,0,critical
rfly_cb040cef63c8584ce12f,HIL,Motor,fault_detection,False,0,,0,critical
rfly_1c785de1832b720c6edd,HIL,Motor,fault_detection,True,0,22.000000000000007,34,critical
rfly_3a88574ba8ce5a3b4d0f,HIL,Motor,fault_detection,True,0,30.000000000000007,35,critical
rfly_cffdeaf7227e23d51e95,HIL,Motor,fault_detection,True,0,31.000000000000007,34,critical
rfly_67b86e868a871bf21c2f,HIL,Motor,fault_detection,True,0,28.000000000000007,34,critical
rfly_b1b6633b4f895438a47b,HIL,Motor,fault_detection,True,0,29.000000000000007,35,critical
rfly_0433d0ebd7abda505020,HIL,Motor,fault_detection,False,0,,35,critical
rfly_b5b8a5aceaff7afad385,HIL,Motor,fault_detection,True,0,30.000000000000007,34,critical
rfly_9fb62904434cee5039a6,HIL,Motor,fault_detection,True,0,29.000000000000007,35,critical
rfly_20894f26e10336ffaa09,HIL,Motor,fault_detection,True,0,33.00000000000001,34,critical
rfly_0dc2d1e069ebe0b5e393,HIL,Motor,fault_detection,True,0,21.000000000000007,35,critical
rfly_a060b2523de37ce20194,HIL,Motor,fault_detection,False,0,,36,critical
rfly_70df2e81495214f10745,HIL,Motor,fault_detection,True,0,19.000000000000007,34,critical
rfly_4ea212eb458619eb4de9,HIL,Motor,fault_detection,True,0,21.000000000000007,34,critical
rfly_3596284f0735f118188c,HIL,Motor,fault_detection,True,0,27.000000000000007,34,critical
rfly_b336a766a5b1792861d9,HIL,Motor,fault_detection,True,0,31.000000000000007,34,critical
rfly_f0d5581e09ed47f49367,HIL,Motor,fault_detection,False,0,,34,critical
rfly_e972d9593bcdc311b2ae,HIL,Motor,fault_detection,True,0,28.000000000000007,34,critical
rfly_8b5fe815d52786250611,HIL,Motor,fault_detection,False,0,,34,critical
rfly_38b16f94fff3e69efc0e,HIL,Motor,fault_detection,False,0,,34,critical
rfly_aa3f50d64046d323917b,HIL,Motor,fault_detection,True,0,18.000000000000007,35,critical
rfly_42052b8b4ad8dc9feaf7,HIL,Motor,fault_detection,True,0,24.000000000000007,34,critical
rfly_df224a3d8b413071b384,HIL,Motor,fault_detection,True,0,19.000000000000007,34,critical
rfly_d8aad6988ca579b4e153,HIL,Motor,fault_detection,True,0,21.000000000000007,34,critical
rfly_f0a83f8cca3ba26de144,HIL,Motor,fault_detection,False,0,,35,critical
rfly_1bd983f0bdbef5b4cfed,HIL,Motor,fault_detection,True,0,20.000000000000007,34,critical
rfly_6817e384f41124102aa6,HIL,Motor,fault_detection,True,0,21.000000000000007,34,critical
rfly_7888d5d99b3bc77532b3,HIL,Motor,fault_detection,True,0,79.0,35,critical
rfly_23ae4b3cc901aa625a7a,HIL,Motor,fault_detection,True,0,30.000000000000007,34,critical
rfly_67ec5eb93f5b7d4bc4fc,HIL,Motor,fault_detection,True,0,20.000000000000007,35,critical
rfly_b311a2f97c53a61536ae,HIL,Motor,fault_detection,True,0,24.000000000000007,34,critical
rfly_48e7fe8fd98a5a50f636,HIL,Motor,fault_detection,True,0,19.000000000000007,34,critical
rfly_0cb4cbd4e7198fcd1209,HIL,Motor,fault_detection,True,0,20.000000000000007,34,critical
rfly_82a966c58cba325eb843,HIL,Motor,fault_detection,True,0,19.000000000000007,35,critical
rfly_b32899b9d361f219a5e7,HIL,Motor,fault_detection,True,0,23.000000000000007,34,critical
rfly_bb3b473882d1d7383742,HIL,Motor,fault_detection,False,0,,34,critical
rfly_ed20f87775f3264350b3,HIL,Motor,fault_detection,True,0,21.000000000000007,34,critical
rfly_72e06bc5cbc8255fa068,HIL,Motor,fault_detection,True,0,28.000000000000007,34,critical
rfly_2b87d7fb2ddda30d0784,HIL,Motor,fault_detection,False,0,,34,critical
rfly_fc648f27d78130489187,HIL,Motor,fault_detection,False,0,,34,critical
rfly_afa2e706691444cb6139,HIL,Motor,fault_detection,True,0,26.000000000000007,34,critical
rfly_79d59e4ff3ae6de2c3c8,HIL,Motor,fault_detection,True,0,20.000000000000007,34,critical
rfly_604d269054e7c085097f,HIL,Motor,fault_detection,True,0,14.000000000000007,35,critical
rfly_9a0f74c7219195c67492,HIL,Motor,fault_detection,True,0,26.000000000000007,34,critical
rfly_dc311821db0563b77fd3,HIL,Motor,fault_detection,True,0,27.000000000000007,34,critical
rfly_7ba8f2983962c2118bc7,HIL,Motor,fault_detection,True,0,27.000000000000007,35,critical
rfly_5cdde0f440fb7a3fadab,HIL,Motor,fault_detection,False,0,,34,critical
rfly_5953892f752948761cbc,HIL,Motor,fault_detection,True,0,29.000000000000007,34,critical
rfly_d3d84d2b77d98ba413ec,HIL,Motor,fault_detection,False,0,,34,critical
rfly_89609bf5f0b3278d87f8,HIL,Motor,fault_detection,False,0,,35,critical
rfly_338044679232e62daa7a,HIL,Motor,fault_detection,True,0,19.000000000000007,34,critical
rfly_f682867989db482b0e0e,HIL,Motor,fault_detection,True,0,18.000000000000007,35,critical
rfly_3c49786576523ab4f6d4,HIL,Motor,fault_detection,True,0,24.000000000000007,34,critical
rfly_37674df3292753417236,HIL,Motor,fault_detection,True,0,19.000000000000007,34,critical
rfly_d688b13affbef6ef7879,HIL,Motor,fault_detection,True,0,21.000000000000007,34,critical
rfly_d30d700c9533f21cf9b9,HIL,Motor,fault_detection,True,0,30.000000000000007,34,critical
rfly_090dfb8e07b877eef458,HIL,Motor,fault_detection,True,0,21.000000000000007,34,critical
rfly_1cac157064e65820417e,HIL,Motor,fault_detection,False,0,,34,critical
rfly_d780afe977dce1dc23da,HIL,Motor,fault_detection,True,0,22.000000000000007,34,critical
rfly_b4209d2dc8a3b6792cd5,HIL,Motor,fault_detection,True,0,22.000000000000007,34,critical
rfly_e210919dffdd36cb12a7,HIL,Motor,fault_detection,True,0,19.000000000000007,34,critical
rfly_0058c4c30d4fc2bbc150,HIL,Motor,fault_detection,True,0,19.000000000000007,34,critical
rfly_0cd3e0783cd6c42b963b,HIL,Motor,fault_detection,True,0,18.000000000000007,35,critical
rfly_a70e203121a6b645e396,HIL,Motor,fault_detection,True,0,26.000000000000007,34,critical
rfly_f305bc02b4a53d9855b9,HIL,Motor,fault_detection,True,0,19.000000000000007,34,critical
rfly_a5a58d0b335c88b71f4e,HIL,Motor,fault_detection,True,0,60.00000000000001,34,critical
rfly_4c92587abcf9667e9ede,HIL,Motor,fault_detection,True,0,20.000000000000007,34,critical
rfly_8f4880f1e9bafe9679d8,HIL,Motor,fault_detection,True,0,29.000000000000007,35,critical
rfly_5ac7fe224c4b5939a936,HIL,Motor,fault_detection,False,0,,35,critical
rfly_38f79de6c33ea2552a95,HIL,Motor,fault_detection,True,0,23.000000000000007,34,critical
rfly_bd9f7a8973a6bf439276,HIL,Motor,fault_detection,True,0,23.000000000000007,35,critical
rfly_ac943e56c99c658a71ae,HIL,Motor,fault_detection,True,0,18.000000000000007,35,critical
rfly_1dd6f235d5b1a570f075,HIL,Motor,fault_detection,True,0,18.000000000000007,34,critical
rfly_9253f6765c1d94aadbd1,HIL,Motor,fault_detection,True,0,28.000000000000007,35,critical
rfly_5c6c43e55b250c1af6a2,HIL,Motor,fault_detection,True,0,24.000000000000007,34,critical
rfly_f0f3a43ed6f666e634b8,HIL,Motor,fault_detection,True,0,20.000000000000007,34,critical
rfly_d82c523171bd81ebd565,HIL,Motor,fault_detection,False,0,,35,critical
rfly_00458625c8b942377542,HIL,Motor,fault_detection,True,0,30.000000000000007,35,critical
rfly_143890a60dbde707caea,HIL,Motor,fault_detection,False,0,,34,critical
rfly_6635aa73802ac76b9ead,HIL,Motor,fault_detection,False,0,,34,critical
rfly_39c8e4f7626e8f80efd2,HIL,Motor,fault_detection,True,0,30.000000000000007,35,critical
rfly_da20a936e8c12983a7e0,HIL,Motor,fault_detection,True,0,30.000000000000007,35,critical
rfly_93fa3a5f56afdd963b04,HIL,Propeller,fault_detection,True,0,16.000000000000007,34,critical
rfly_b22ab5730721fed0d1c8,HIL,Propeller,fault_detection,True,0,20.000000000000007,34,critical
rfly_d1a44efc0169f291e7d2,HIL,Propeller,fault_detection,True,0,19.000000000000007,33,critical
rfly_14e1b5af02718aac2a6e,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_039e7ec751d1cc2931d0,HIL,Propeller,fault_detection,True,0,21.000000000000007,34,critical
rfly_a19ca79ff648b3ce7c2c,HIL,Propeller,fault_detection,True,0,22.000000000000007,34,critical
rfly_a3f3fc87356d93908218,HIL,Propeller,fault_detection,True,0,20.000000000000007,34,critical
rfly_e511df4c817cc58cab98,HIL,Propeller,fault_detection,True,0,22.000000000000007,34,critical
rfly_d550f83e9ef1a08037ce,HIL,Propeller,fault_detection,False,0,,34,critical
rfly_0d071323a981cbbce2f3,HIL,Propeller,fault_detection,True,0,16.000000000000007,35,critical
rfly_fa70a9221e52cbe7418c,HIL,Propeller,fault_detection,True,0,18.000000000000007,36,critical
rfly_ff92d180d9db6895c8c3,HIL,Propeller,fault_detection,True,0,17.000000000000007,34,critical
rfly_194c952ac7f9c8b02a6e,HIL,Propeller,fault_detection,True,0,21.000000000000007,34,critical
rfly_41c89609c932355695db,HIL,Propeller,fault_detection,True,0,16.000000000000007,34,critical
rfly_91d6da67b01a1b8affb4,HIL,Propeller,fault_detection,True,0,21.000000000000007,35,critical
rfly_31f20cec7db7daab9d56,HIL,Propeller,fault_detection,True,0,22.000000000000007,34,critical
rfly_04209f22784cc292331a,HIL,Propeller,fault_detection,True,0,18.000000000000007,35,critical
rfly_6e82a4be50c12b03cdac,HIL,Propeller,fault_detection,False,0,,35,critical
rfly_2b0160029b5b82dcd7db,HIL,Propeller,fault_detection,False,0,,34,critical
rfly_bb68222d9ae3da34e8fe,HIL,Propeller,fault_detection,True,0,12.000000000000007,34,critical
rfly_e6bcffac247a9f6a178a,HIL,Propeller,fault_detection,True,0,18.000000000000007,33,critical
rfly_835255aa5ecdf04a4172,HIL,Propeller,fault_detection,True,0,18.000000000000007,34,critical
rfly_847cd5041ae87e3f4ea0,HIL,Propeller,fault_detection,True,0,17.000000000000007,35,critical
rfly_ea542222d592014ddda2,HIL,Propeller,fault_detection,True,0,20.000000000000007,34,critical
rfly_b5da700f9494331ccf15,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_594f2a1bc9fb963d4566,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_f033a682f1c362209b0f,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_3e3fe0cfe5a0a47739ac,HIL,Propeller,fault_detection,True,0,18.000000000000007,34,critical
rfly_fb30dee5462e41415971,HIL,Propeller,fault_detection,True,0,18.000000000000007,34,critical
rfly_c9212fdaf71d265852be,HIL,Propeller,fault_detection,True,0,16.000000000000007,34,critical
rfly_fc371e6a90fad23d8be7,HIL,Propeller,fault_detection,True,0,13.000000000000007,34,critical
rfly_71c94bde187d1b2baa63,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_dcc6abc7f4bc8898bfad,HIL,Propeller,fault_detection,True,0,17.000000000000007,34,critical
rfly_85d614b571d77b0e218f,HIL,Propeller,fault_detection,True,0,16.000000000000007,35,critical
rfly_9e75dac118f058bc40d0,HIL,Propeller,fault_detection,True,0,21.000000000000007,33,critical
rfly_a7f7b868e10564794a49,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_c9dc5bb40411b598ebf3,HIL,Propeller,fault_detection,True,0,18.000000000000007,34,critical
rfly_6590bfdc6137f5443d63,HIL,Propeller,fault_detection,False,0,,34,critical
rfly_c1cb368e622c9e449b6f,HIL,Propeller,fault_detection,True,0,19.000000000000007,35,critical
rfly_b3ab6825fe22909c991e,HIL,Propeller,fault_detection,True,0,17.000000000000007,35,critical
rfly_b0fb1f18527ceeb3fba7,HIL,Propeller,fault_detection,True,0,15.000000000000007,36,critical
rfly_d64e281e55663f11094f,HIL,Propeller,fault_detection,True,0,12.000000000000007,35,critical
rfly_1b9fd2feb60f00af2d54,HIL,Propeller,fault_detection,True,0,18.000000000000007,34,critical
rfly_8cc855d2d328525d90f9,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_31f5e485754e43058f1c,HIL,Propeller,fault_detection,True,0,18.000000000000007,34,critical
rfly_9eaa622ddfb8f2b9541b,HIL,Propeller,fault_detection,False,0,,34,critical
rfly_c0333cff29daf5fc3a5c,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_8a0147d957c5c6e8df5e,HIL,Propeller,fault_detection,True,0,22.000000000000007,34,critical
rfly_5feb0a3cfd25fbd04174,HIL,Propeller,fault_detection,False,0,,33,critical
rfly_511a708d80d6760ebc5f,HIL,Propeller,fault_detection,True,0,13.000000000000007,34,critical
rfly_f4cfa71739913d3a5a52,HIL,Propeller,fault_detection,True,0,15.000000000000007,34,critical
rfly_e4b60bb86f0a2a228659,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_fb79f9ef3cf97869946e,HIL,Propeller,fault_detection,True,0,13.000000000000007,34,critical
rfly_0f008661a16d625345a9,HIL,Propeller,fault_detection,True,0,18.000000000000007,34,critical
rfly_a139ca3cea7a996dae8d,HIL,Propeller,fault_detection,True,0,18.000000000000007,34,critical
rfly_c78bda561db2963839c7,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_6abccb735b018b6a242a,HIL,Propeller,fault_detection,True,0,20.000000000000007,35,critical
rfly_ba324293eeedcdeef8ad,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_72dc9835f46bb8eb1426,HIL,Propeller,fault_detection,True,0,19.000000000000007,34,critical
rfly_61662d3ea82583c7c46e,HIL,Propeller,fault_detection,True,0,12.000000000000007,35,critical
rfly_ee1db3bfcafab73da6cf,HIL,Propeller,fault_detection,True,0,13.000000000000007,34,critical
rfly_54934b0f0359af3da43d,HIL,Propeller,fault_detection,True,0,13.000000000000007,35,critical
rfly_56342c9ade197627959e,HIL,Propeller,fault_detection,True,0,18.000000000000007,35,critical
rfly_31b7459cbfe12f4cd82f,HIL,Propeller,fault_detection,True,0,12.000000000000007,35,critical
rfly_07bbe1ced8b60c5c1691,HIL,Propeller,fault_detection,True,0,20.000000000000007,34,critical
rfly_0bfac7083a547d79c5d8,HIL,Propeller,fault_detection,True,0,16.000000000000007,34,critical
rfly_7bc53b42d0a5cb1b4b9c,HIL,Propeller,fault_detection,True,0,16.000000000000007,35,critical
rfly_dde26660c468282fbbd5,HIL,Propeller,fault_detection,True,0,22.000000000000007,34,critical
rfly_c751e2abea4a6d65c4ab,HIL,Propeller,fault_detection,True,0,19.000000000000007,33,critical
rfly_45f2efd0dfe82046d77d,HIL,Propeller,fault_detection,True,0,18.000000000000007,34,critical
rfly_8f4b0940ce68e6b8569c,HIL,Propeller,fault_detection,True,0,13.000000000000007,34,critical
rfly_e422438170e83b73da52,HIL,Propeller,fault_detection,True,0,13.000000000000007,34,critical
rfly_54e8add0b04d24dcc280,HIL,Propeller,fault_detection,True,0,18.000000000000007,35,critical
