case_id,domain,fault_family,cv_fold,split_group_id,pca_1,pca_2,tsne_1,tsne_2
HIL-NoFault/HIL-NoFault/circling/TestCase_91_2319000090,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/circling,3.8440412387858656,-2.4850762915795714,51.181778,-2.3235977
HIL-NoFault/HIL-NoFault/circling/TestCase_92_2319000091,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/circling,4.051165255839119,-1.612712836568253,51.107655,-1.7971089
HIL-NoFault/HIL-NoFault/circling/TestCase_93_2319000092,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/circling,3.3538094114508983,-1.497093858770616,51.030327,-1.2886358
HIL-NoFault/HIL-NoFault/circling/TestCase_94_2319000093,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/circling,3.2485785529745006,-1.7834553326879083,50.909073,-1.4153879
HIL-NoFault/HIL-NoFault/circling/TestCase_95_2319000094,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/circling,3.171419275485471,-0.2175113369183217,51.27697,-1.0559214
HIL-NoFault/HIL-NoFault/circling/TestCase_96_2319000095,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/circling,2.65437238759502,-0.858698176297799,50.768593,-0.7964631
HIL-NoFault/HIL-NoFault/circling/TestCase_97_2319000096,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/circling,1.647481909686698,-3.0210474540907306,49.922325,-1.3283118
HIL-NoFault/HIL-NoFault/circling/TestCase_98_2319000097,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/circling,2.1419429267666565,-3.08941598469656,49.944717,-1.2440894
HIL-NoFault/HIL-NoFault/circling/TestCase_99_2319000098,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/circling,1.8745285544876067,-2.4197291757275163,50.01393,-0.9907516
HIL-NoFault/HIL-NoFault/dece/TestCase_201_2519000200,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.766254683286721,-8.21397547140921,-37.64957,-34.776886
HIL-NoFault/HIL-NoFault/dece/TestCase_202_2519000201,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-5.248234586444596,-8.138313747779884,-37.75171,-35.036522
HIL-NoFault/HIL-NoFault/dece/TestCase_203_2519000202,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-5.15341117887077,-8.61580016048788,-37.957397,-35.34724
HIL-NoFault/HIL-NoFault/dece/TestCase_204_2519000203,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-5.631689806855741,-8.250232027235919,-37.805977,-35.072384
HIL-NoFault/HIL-NoFault/dece/TestCase_205_2519000204,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-5.721811742178108,-7.79962852034342,-37.943104,-34.814007
HIL-NoFault/HIL-NoFault/dece/TestCase_206_2519000205,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-5.545297964938953,-7.81817593047005,-37.898518,-35.13872
HIL-NoFault/HIL-NoFault/dece/TestCase_207_2519000206,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-5.588566479953014,-7.736737292257573,-38.01337,-35.13269
HIL-NoFault/HIL-NoFault/dece/TestCase_208_2519000207,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.386519062547289,-8.544620598283277,-38.17014,-36.09662
HIL-NoFault/HIL-NoFault/dece/TestCase_209_2519000208,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.528124042509116,-8.220822795602881,-38.250366,-36.38153
HIL-NoFault/HIL-NoFault/dece/TestCase_210_2519000209,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.227596447862461,-8.572789596442453,-39.9636,-43.733826
HIL-NoFault/HIL-NoFault/dece/TestCase_211_2519000210,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.796486343921236,-7.675470110975337,-39.76864,-44.653187
HIL-NoFault/HIL-NoFault/dece/TestCase_212_2519000211,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.294035207944289,-8.736188478959361,-39.61245,-44.578384
HIL-NoFault/HIL-NoFault/dece/TestCase_213_2519000212,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.247603530997808,-7.887062659830919,-39.699837,-45.923634
HIL-NoFault/HIL-NoFault/dece/TestCase_214_2519000213,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.214727291201195,-8.018114853693953,-39.00962,-46.34892
HIL-NoFault/HIL-NoFault/dece/TestCase_215_2519000214,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.820901798696079,-8.456956618179776,-38.887257,-46.99201
HIL-NoFault/HIL-NoFault/dece/TestCase_216_2519000215,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.9058281334301057,-8.226332354159466,-39.102493,-47.502403
HIL-NoFault/HIL-NoFault/dece/TestCase_217_2519000216,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.7093928204211384,-7.784686318867063,-39.083282,-47.880436
HIL-NoFault/HIL-NoFault/dece/TestCase_218_2519000217,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-1.800971279238838,-7.427598302930254,-38.69051,-48.395714
HIL-NoFault/HIL-NoFault/dece/TestCase_219_2519000218,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-1.0583596813362472,-6.568047908467771,-38.629887,-48.788357
HIL-NoFault/HIL-NoFault/dece/TestCase_220_2519000219,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.762105184795868,-8.404394420369728,-39.87571,-44.153233
HIL-NoFault/HIL-NoFault/dece/TestCase_221_2519000220,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.862804343329938,-7.809589085582184,-39.760048,-44.601246
HIL-NoFault/HIL-NoFault/dece/TestCase_222_2519000221,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.041459524660678,-8.313486277342571,-39.638226,-44.90601
HIL-NoFault/HIL-NoFault/dece/TestCase_223_2519000222,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.667869613507015,-8.403480236930037,-39.631413,-44.981983
HIL-NoFault/HIL-NoFault/dece/TestCase_224_2519000223,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.083431807982058,-8.129113875272598,-39.518818,-45.297935
HIL-NoFault/HIL-NoFault/dece/TestCase_225_2519000224,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.799075176281983,-7.8482441806931735,-39.6234,-46.092457
HIL-NoFault/HIL-NoFault/dece/TestCase_226_2519000225,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.166431607294751,-8.009825949024695,-39.546703,-46.027733
HIL-NoFault/HIL-NoFault/dece/TestCase_227_2519000226,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-5.176267189924721,-8.048915209753792,-39.789124,-46.38234
HIL-NoFault/HIL-NoFault/dece/TestCase_228_2519000227,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.192876310379874,-8.463650323443717,-38.896767,-46.28364
HIL-NoFault/HIL-NoFault/dece/TestCase_229_2519000228,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.270632003614205,-8.109039138345562,-39.044262,-46.778107
HIL-NoFault/HIL-NoFault/dece/TestCase_230_2519000229,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.630618699836874,-7.995913864139856,-39.159023,-47.350777
HIL-NoFault/HIL-NoFault/dece/TestCase_231_2519000230,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.4850306487129465,-8.492457095260573,-38.879436,-47.05436
HIL-NoFault/HIL-NoFault/dece/TestCase_232_2519000231,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.871701029477128,-8.482522522273905,-38.812965,-47.00595
HIL-NoFault/HIL-NoFault/dece/TestCase_233_2519000232,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.5297636145412925,-7.841337536580644,-38.929516,-47.478615
HIL-NoFault/HIL-NoFault/dece/TestCase_234_2519000233,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.7152546396909543,-7.004529843048941,-39.156796,-47.84655
HIL-NoFault/HIL-NoFault/dece/TestCase_235_2519000234,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-2.7662944036739248,-7.200942259070764,-39.05026,-48.01871
HIL-NoFault/HIL-NoFault/dece/TestCase_236_2519000235,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-1.8684989472835314,-7.2456759749225945,-38.699867,-48.501286
HIL-NoFault/HIL-NoFault/dece/TestCase_237_2519000236,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-4.215567503998634,-8.082570319930529,-39.146717,-46.819714
HIL-NoFault/HIL-NoFault/dece/TestCase_238_2519000237,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.650284999852442,-8.709512801815519,-38.63222,-46.380074
HIL-NoFault/HIL-NoFault/dece/TestCase_239_2519000238,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.846384202866024,-8.404298272768804,-38.75311,-46.74038
HIL-NoFault/HIL-NoFault/dece/TestCase_240_2519000239,HIL,NoFault,1,simulation_scenario:HIL-NoFault/HIL-NoFault/dece,-3.3460775171364183,-8.467897057470616,-38.52822,-46.461117
HIL-NoFault/HIL-NoFault/hover/TestCase_10_2019000009,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.651836513337691,-7.827915857874861,39.332912,-48.010395
HIL-NoFault/HIL-NoFault/hover/TestCase_11_2019000010,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.126597211275742,-7.294449023055128,39.375305,-47.83246
HIL-NoFault/HIL-NoFault/hover/TestCase_12_2019000011,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.038068365090249,-7.322841365280776,40.003006,-48.384678
HIL-NoFault/HIL-NoFault/hover/TestCase_13_2019000012,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.655041176943114,-7.434588201847784,39.34784,-47.74248
HIL-NoFault/HIL-NoFault/hover/TestCase_14_2019000013,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.860757725532747,-7.387800296795849,39.319702,-47.60257
HIL-NoFault/HIL-NoFault/hover/TestCase_15_2019000014,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.139904725912825,-7.17596148200928,39.490906,-47.363247
HIL-NoFault/HIL-NoFault/hover/TestCase_16_2019000015,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.6756408856999006,-7.193919592615505,40.61802,-48.284855
HIL-NoFault/HIL-NoFault/hover/TestCase_17_2019000016,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.8286158865162214,-7.327363211099549,39.945473,-47.665485
HIL-NoFault/HIL-NoFault/hover/TestCase_18_2019000017,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.366094448326987,-7.154312177491646,40.23329,-48.202114
HIL-NoFault/HIL-NoFault/hover/TestCase_19_2019000018,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.987419743220456,-6.838096988592221,41.0526,-48.554497
HIL-NoFault/HIL-NoFault/hover/TestCase_1_2019000000,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.8867250345812963,-6.444257385782048,51.80504,-22.580816
HIL-NoFault/HIL-NoFault/hover/TestCase_20_2019000019,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.204422180296092,-7.372598941916728,40.46329,-49.42345
HIL-NoFault/HIL-NoFault/hover/TestCase_21_2019000020,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.7084603046604263,-7.74542712290144,39.69578,-48.79127
HIL-NoFault/HIL-NoFault/hover/TestCase_22_2019000021,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.557202673787581,-6.640111026171282,40.810696,-48.175507
HIL-NoFault/HIL-NoFault/hover/TestCase_23_2019000022,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.409949567627809,-7.84363477889514,39.632603,-49.015137
HIL-NoFault/HIL-NoFault/hover/TestCase_24_2019000023,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.6772620376553475,-6.52374843131913,41.195827,-48.57331
HIL-NoFault/HIL-NoFault/hover/TestCase_25_2019000024,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,4.12172276724023,-7.9409779863991385,39.334156,-48.86268
HIL-NoFault/HIL-NoFault/hover/TestCase_26_2019000025,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.1199545946019973,-7.954593558823234,39.808937,-49.64082
HIL-NoFault/HIL-NoFault/hover/TestCase_27_2019000026,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.0382268974031272,-7.717943678698222,39.647522,-49.311954
HIL-NoFault/HIL-NoFault/hover/TestCase_28_2019000027,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.2629483408306954,-7.460659926720401,40.358963,-49.829857
HIL-NoFault/HIL-NoFault/hover/TestCase_29_2019000028,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.0262964443448603,-7.647292262198826,39.905224,-49.450134
HIL-NoFault/HIL-NoFault/hover/TestCase_2_2019000001,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.0667243149562737,-6.775573548446021,45.807487,-20.664862
HIL-NoFault/HIL-NoFault/hover/TestCase_30_2019000029,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.3981365379461397,-7.740425734877392,39.63575,-49.25852
HIL-NoFault/HIL-NoFault/hover/TestCase_31_2019000030,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.3400165672415727,-8.014349090929901,40.340305,-52.44203
HIL-NoFault/HIL-NoFault/hover/TestCase_32_2019000031,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.1066558998734206,-8.019657478747726,40.22298,-51.54774
HIL-NoFault/HIL-NoFault/hover/TestCase_33_2019000032,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.44742604550469,-8.116426163499575,40.239285,-51.39594
HIL-NoFault/HIL-NoFault/hover/TestCase_34_2019000033,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.2657184266844586,-8.141680246065558,39.617764,-52.018303
HIL-NoFault/HIL-NoFault/hover/TestCase_35_2019000034,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.2128759927578203,-8.052583329446124,39.69782,-52.06201
HIL-NoFault/HIL-NoFault/hover/TestCase_36_2019000035,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.5789308052382185,-8.638332164950834,39.427822,-51.854446
HIL-NoFault/HIL-NoFault/hover/TestCase_37_2019000036,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.600563201083718,-8.238949116464605,40.13477,-52.4095
HIL-NoFault/HIL-NoFault/hover/TestCase_38_2019000037,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.3426717957721888,-8.442838249777484,39.52947,-51.983967
HIL-NoFault/HIL-NoFault/hover/TestCase_39_2019000038,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.1622151570686756,-7.739385598025452,40.2336,-52.375816
HIL-NoFault/HIL-NoFault/hover/TestCase_3_2019000002,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.131210438267977,-7.175544798593416,39.113384,-43.076653
HIL-NoFault/HIL-NoFault/hover/TestCase_40_2019000039,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.1121399199992283,-8.625675824708452,39.59066,-51.965454
HIL-NoFault/HIL-NoFault/hover/TestCase_4_2019000003,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,2.9946816443256576,-7.282375891176398,39.095657,-43.475075
HIL-NoFault/HIL-NoFault/hover/TestCase_5_2019000004,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.309507966662272,-7.221466110172255,39.071247,-44.133987
HIL-NoFault/HIL-NoFault/hover/TestCase_6_2019000005,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.550361450513024,-7.457123427132649,39.043488,-45.08377
HIL-NoFault/HIL-NoFault/hover/TestCase_7_2019000006,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.2333117151957387,-7.257287840129886,39.133457,-46.1195
HIL-NoFault/HIL-NoFault/hover/TestCase_8_2019000007,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.079127344367971,-7.273161174344636,39.210323,-47.275135
HIL-NoFault/HIL-NoFault/hover/TestCase_9_2019000008,HIL,NoFault,3,simulation_scenario:HIL-NoFault/HIL-NoFault/hover,3.5885709358309352,-7.603120117505792,40.0351,-47.91048
HIL-NoFault/HIL-NoFault/velocity/TestCase_121_2219000120,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,1.376227769848642,-7.530512192231356,39.163986,-6.583023
HIL-NoFault/HIL-NoFault/velocity/TestCase_122_2219000121,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-0.05067246039016826,-8.89901733997032,37.58223,-6.0321574
HIL-NoFault/HIL-NoFault/velocity/TestCase_123_2219000122,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-2.015625027033497,-9.008493499513378,-39.34708,-42.244946
HIL-NoFault/HIL-NoFault/velocity/TestCase_124_2219000123,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-2.807835310300014,-9.890429242798326,-39.539646,-42.24545
HIL-NoFault/HIL-NoFault/velocity/TestCase_125_2219000124,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-4.758108188366965,-8.783746746045935,-39.98357,-43.798706
HIL-NoFault/HIL-NoFault/velocity/TestCase_126_2219000125,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-5.647218059252755,-8.052629132927844,-37.49833,-36.236046
HIL-NoFault/HIL-NoFault/velocity/TestCase_127_2219000126,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-5.695754165676126,-9.09040574923175,-38.085644,-35.818993
HIL-NoFault/HIL-NoFault/velocity/TestCase_128_2219000127,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-5.618659245589853,-9.683380026018908,-37.863644,-35.385845
HIL-NoFault/HIL-NoFault/velocity/TestCase_129_2219000128,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-6.160770605141681,-8.486327501843743,-37.786335,-34.733532
HIL-NoFault/HIL-NoFault/velocity/TestCase_130_2219000129,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-5.304075609729077,-8.855291406319628,-37.648853,-35.244164
HIL-NoFault/HIL-NoFault/velocity/TestCase_131_2219000130,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-5.0182792680848625,-8.674373555453428,-37.68104,-35.389606
HIL-NoFault/HIL-NoFault/velocity/TestCase_132_2219000131,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-3.4577328271030456,-7.6864248631981456,-37.06043,-35.05214
HIL-NoFault/HIL-NoFault/velocity/TestCase_133_2219000132,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-2.6593890343085453,-8.057986657565847,-37.00079,-35.07644
HIL-NoFault/HIL-NoFault/velocity/TestCase_134_2219000133,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-9.870721232293572,-12.401340168425982,-55.455418,0.26312128
HIL-NoFault/HIL-NoFault/velocity/TestCase_135_2219000134,HIL,NoFault,0,simulation_scenario:HIL-NoFault/HIL-NoFault/velocity,-10.16165993556029,-10.887579742128377,-51.982304,4.6672387
