,local_x,local_y,local_z,local_vx,local_vy,local_vz,local_ax,local_ay,local_az,roll_deg,pitch_deg,yaw_deg,act_roll,act_pitch,act_yaw,act_thrust,output_mean,output_std,output_range,battery_remaining,vel_test_ratio,pos_test_ratio,hgt_test_ratio,mag_test_ratio,gps_eph,gps_epv
pitch_deg,-0.6018469438239241,0.026203926750079796,0.19429732244188636,-0.3656730005965704,0.1546501163398915,-0.23352306362248612,-0.0829501372763357,0.00034650129164881765,0.04061401648422701,-0.2064946113767601,1.0,-0.13868892596069357,0.07261685112970988,0.7492678925272805,-0.015847713344452466,0.11951904280367003,-0.09015439199388771,-0.14188533263241238,-0.04107142664329121,0.2747508679218763,-0.1936235364252724,-0.12499924197777793,0.013609405807396979,-0.16819055052487034,-0.019578662961880967,-0.01901078607226233
yaw_deg,0.13040506778993508,0.0993443380251643,-0.1383242974561835,-0.12055734582846997,0.4487210959417227,0.03867177483225271,-0.265701441158839,0.025043010864268467,-0.008929834632191637,0.4099459366404503,-0.13868892596069357,1.0,-0.0033744918850751003,0.01199995217899352,-0.14109319152224276,-0.24760465163125853,-0.019654845603693443,-0.15546932128725238,-0.2182235048043422,-0.1536429168362174,0.0007702961415959111,-0.03509146969145541,-0.2228556358039048,-0.16577310961577302,-0.34100365235077446,-0.3422166564304706
act_roll,0.04775057025270406,0.13260946093956305,0.08949624317061572,-0.0011171837732837674,0.07251230018605372,0.0016559513163808112,-0.005256710018908995,-0.016073299897257573,-0.005225048813110696,0.11772011788489899,0.07261685112970988,-0.0033744918850751003,1.0,-0.018571974182559646,-0.026795026288527677,-0.038169669693529806,-0.04761579416591917,0.0005667584059380349,-0.015488796882397555,-0.004117669311724906,0.012410258317332673,0.0015606285082819943,-0.014614754208002581,0.03156445995709996,0.029764691724461948,0.026571827075568575
act_pitch,-0.6759328539877448,-0.07164163011109204,0.1802590244177378,-0.3733122726601325,0.10188114105418346,-0.3158944552101607,-0.01557072998268924,-0.011382129133209256,0.01664015938850948,-0.1134632557743657,0.7492678925272805,0.01199995217899352,-0.018571974182559646,1.0,-0.11194856592168026,-0.0022368880779579784,-0.12230920400434736,-0.19991958195619264,-0.17027069403730366,0.34163959365542385,-0.24984977624720148,-0.1468038531440244,-0.0874418642687757,-0.31574459950390366,-0.18234900944384377,-0.18133388047257903
act_yaw,0.038950823983616774,0.002555891119226925,0.06257748345592046,0.006908378434940582,0.04449092542614894,0.0719109975984221,-0.0033672372841016367,0.01814081456089909,-0.009312616786689569,0.03861089414753014,-0.015847713344452466,-0.14109319152224276,-0.026795026288527677,-0.11194856592168026,1.0,0.12087031182705359,0.14431919396282167,-0.08712251178584353,-0.06354469918295871,-0.08498030660550059,0.0013161044293902666,0.03744607860184899,0.08801798332798659,0.16041261848141922,0.3085947094623715,0.30831004171513854
act_thrust,-0.09829286180201463,-0.13892884186130525,-0.12498606528659635,0.08473304358788673,-0.06367948557755757,-0.21720765731010133,0.048374511786725284,-0.06657872389365424,-0.0652331383090403,-0.37993433070408966,0.11951904280367003,-0.24760465163125853,-0.038169669693529806,-0.0022368880779579784,0.12087031182705359,1.0,0.8190537523879274,-0.13527174517184049,-0.011891291795352291,-0.1464726348167065,0.05687966246277582,0.07350517140903247,0.3634202123770528,0.16832116777157274,0.32614803436500067,0.3260694458581002
output_mean,-0.05443677306006516,-0.14784763697270234,-0.16590048948864083,0.04726064269339306,-0.06822193369527915,-0.13803093939215463,0.03980660028112931,-0.04484117706312799,-0.058136612889182,-0.04959223786807267,-0.09015439199388771,-0.019654845603693443,-0.04761579416591917,-0.12230920400434736,0.14431919396282167,0.8190537523879274,1.0,-0.39763292343588214,-0.3444973228732057,-0.39430445758583194,0.024227118045164923,0.05492104578057631,0.2996794372944615,0.14555852297275595,0.35217413674916165,0.3519188350816487
output_std,0.29797605953036505,0.10877121536238324,-0.27294351421015656,0.19412321905470706,-0.10249566522761916,0.0041729360632666,0.0050114527895541204,-0.017388540830409187,0.018244924896188706,-0.25427522896868227,-0.14188533263241238,-0.15546932128725238,0.0005667584059380349,-0.19991958195619264,-0.08712251178584353,-0.13527174517184049,-0.39763292343588214,1.0,0.9443513604561452,0.056167246223349905,0.08875507792438232,0.051197183415944605,-0.13407225810873197,0.09016082497969216,-0.3513298946820861,-0.351332610138387
output_range,0.28120027051265095,0.1620644647872161,-0.2886684134086097,0.1704933858893432,-0.04098211591080404,-0.047481861673678794,-0.0011312981293121335,-0.017293204527984413,0.010832898476359513,-0.3366981600061263,-0.04107142664329121,-0.2182235048043422,-0.015488796882397555,-0.17027069403730366,-0.06354469918295871,-0.011891291795352291,-0.3444973228732057,0.9443513604561452,1.0,0.03141680280597087,0.06259413756371812,0.03730153681150711,-0.06113471941457229,0.09257433164605189,-0.2778663822635983,-0.27803846898727674
battery_remaining,-0.2812902721405534,-0.09266424147118084,0.45625822345434014,-0.09098098733001547,-0.03119756805246091,-0.19107923396899373,0.0009426127139230086,0.002965531524817864,0.005574949750525757,-0.16803874206550465,0.2747508679218763,-0.1536429168362174,-0.004117669311724906,0.34163959365542385,-0.08498030660550059,-0.1464726348167065,-0.39430445758583194,0.056167246223349905,0.03141680280597087,1.0,-0.020126153365706913,-0.046261662529795806,-0.0011319959893060529,-0.151001430552199,-0.08410277735407092,-0.08677606097412126
vel_test_ratio,0.2210099447822388,-0.06265771206297036,-7.244141216522118e-05,0.16483541204061405,-0.042907634455137636,0.1590979539371962,-0.002196467114902311,-0.016749791784875675,0.027754684623865756,-0.03713950132713409,-0.1936235364252724,0.0007702961415959111,0.012410258317332673,-0.24984977624720148,0.0013161044293902666,0.05687966246277582,0.024227118045164923,0.08875507792438232,0.06259413756371812,-0.020126153365706913,1.0,0.22270018629199834,0.09560142749443999,0.1910586998472012,0.013700864493596832,0.01308669581765563
pos_test_ratio,0.1148143719109297,-0.08477754619810637,0.011985088758150892,0.0826239454227142,-0.05964996713057456,0.0931998900152699,0.011160246709719221,-0.03331948986585539,0.008551234037504355,-0.05129576775931867,-0.12499924197777793,-0.03509146969145541,0.0015606285082819943,-0.1468038531440244,0.03744607860184899,0.07350517140903247,0.05492104578057631,0.051197183415944605,0.03730153681150711,-0.046261662529795806,0.22270018629199834,1.0,0.06502893874847271,0.1513248171390283,0.0911554076706401,0.08959383450283713
hgt_test_ratio,0.0386801452125023,-0.10124987609283319,0.015183751510878984,0.10109270583792196,0.00039046336735205683,-0.010437969848972573,0.022155481770054757,-0.0038269322084041983,0.07083253141144154,-0.22057652009887174,0.013609405807396979,-0.2228556358039048,-0.014614754208002581,-0.0874418642687757,0.08801798332798659,0.3634202123770528,0.2996794372944615,-0.13407225810873197,-0.06113471941457229,-0.0011319959893060529,0.09560142749443999,0.06502893874847271,1.0,0.1524534030163249,0.3302243818819787,0.3294125936928734
mag_test_ratio,0.23499221033110007,0.07750857511050405,-0.027737077975975348,-0.0007344895141195453,-0.03953377580184134,0.18037200035574885,-0.016638935439157912,-0.056115155302145024,0.002769157311450299,-0.05019526142670612,-0.16819055052487034,-0.16577310961577302,0.03156445995709996,-0.31574459950390366,0.16041261848141922,0.16832116777157274,0.14555852297275595,0.09016082497969216,0.09257433164605189,-0.151001430552199,0.1910586998472012,0.1513248171390283,0.1524534030163249,1.0,0.41236697902453356,0.4120407231113959
gps_eph,-0.019291831319686047,-0.04750228097071577,0.2615989268486142,-0.07792830439177154,0.03879850376170656,0.141246525457105,-0.006502603053741989,-0.009557353322423622,-0.012019766053145718,-0.2097472008135011,-0.019578662961880967,-0.34100365235077446,0.029764691724461948,-0.18234900944384377,0.3085947094623715,0.32614803436500067,0.35217413674916165,-0.3513298946820861,-0.2778663822635983,-0.08410277735407092,0.013700864493596832,0.0911554076706401,0.3302243818819787,0.41236697902453356,1.0,0.999364817858933
gps_epv,-0.019234377208549303,-0.046178344441363366,0.26169295105045914,-0.07736208328989744,0.039430315479537834,0.14101025140629414,-0.006393948118009502,-0.00971997015707297,-0.012023122346651725,-0.21090186808140274,-0.01901078607226233,-0.3422166564304706,0.026571827075568575,-0.18133388047257903,0.30831004171513854,0.3260694458581002,0.3519188350816487,-0.351332610138387,-0.27803846898727674,-0.08677606097412126,0.01308669581765563,0.08959383450283713,0.3294125936928734,0.4120407231113959,0.999364817858933,1.0
