,local_x,local_y,local_z,local_vx,local_vy,local_vz,local_ax,local_ay,local_az,roll_deg,pitch_deg,yaw_deg,act_roll,act_pitch,act_yaw,act_thrust,output_mean,output_std,output_range,battery_remaining,vel_test_ratio,pos_test_ratio,hgt_test_ratio,mag_test_ratio,gps_eph,gps_epv
pitch_deg,-0.07222761411972634,-0.22032406238920638,-0.06629340183831128,0.14656818887558423,-0.14044948015250638,0.09730787921310824,0.013251353299352703,0.027140035066332883,-0.02832716557918882,0.004782659142968382,0.0,0.11092179231464494,-0.12665791818900365,-0.005812657133431931,0.08570962151762535,-0.12583692838941718,0.061224902900215414,-0.0028809509275900813,-0.08514093095362948,-0.04679637317763363,0.12001394587610997,0.0765345784536117,-0.0010126813993513555,0.09545971817336742,0.17321431395369838,0.17267736974522346
yaw_deg,0.1432266239164168,0.08062321814762326,0.1289797691886679,-0.04054529036651894,0.2472196310438428,-0.09052498050644261,-0.15340009730878457,0.08450466946843366,0.003005950510239024,-0.3739460906409676,0.11092179231464494,0.0,0.022626541659190594,0.018173059909378668,-0.004622491675135287,0.18371229600639608,0.029833701618626918,0.07120149794428628,0.12466793530120594,0.03919452500046064,-0.0311201195858703,-0.008857682793516466,0.15729266843401532,0.08454004401231979,0.27630903379770344,0.2784531331796302
act_roll,0.04453683678989581,0.00597859952758123,-0.11772797590262363,-0.015239795318967363,0.010618263144337281,-0.005168945519871864,0.006154234601565779,0.017907515063392485,-0.011616417704543438,0.06917385563461047,-0.12665791818900365,0.022626541659190594,0.0,0.011576588843750065,-0.043604265297480196,-0.027072794933296618,-0.019486950601693434,0.0027381363568390925,0.0157651566412102,-0.05567843231384081,0.03551197248231585,-0.005531901245846932,-0.06289091048415889,-0.042978752792922376,-0.19842046918112294,-0.19254565686518568
act_pitch,0.025954740146068578,-0.06207718159563819,-0.03728374826736197,0.144034382503808,-0.06609068735606163,0.14623619775136837,-0.022838914716613756,0.029710075137075367,-0.02655246372671676,-0.04289228568899467,-0.005812657133431931,0.018173059909378668,0.011576588843750065,0.0,0.10704723132137571,-0.09022887840677445,0.03101400216148155,0.00803305695496026,-0.027273432724348345,-0.1863499678195446,0.12035794140988176,0.05430661600603416,0.018629662215202278,0.1197021262217339,0.08864917913502997,0.08780947533006585
act_yaw,-0.036408781020318144,-0.07061301398678087,-0.05688658596577602,-0.015527068420374424,-0.0897890542052974,-0.029011888032271352,0.0016423790989707281,-0.034682513236040824,0.016696493618617667,0.026667618253175575,0.08570962151762535,-0.004622491675135287,-0.043604265297480196,0.10704723132137571,0.0,-0.07698786206178868,-0.08611387029083561,0.050814056066158034,0.03843758616731195,0.09713915094618476,0.008455095075430224,0.0023131956841211943,-0.026367495688007725,-0.09229299872584175,-0.14498784347035829,-0.1463997376456621
act_thrust,0.054068798149853284,-0.0720600391193438,0.3385542388924593,0.06807508628985033,-0.04844940203481975,0.21625522708262623,-0.023433464694626732,0.0783780278503392,-0.07725093320679637,0.19818102410180133,-0.12583692838941718,0.18371229600639608,-0.027072794933296618,-0.09022887840677445,-0.07698786206178868,0.0,0.06162802737792106,0.024765869860908965,-0.0006715748862031919,0.19295155416461565,-0.06556679156439092,-0.04809405769616519,-0.29385318493280194,-0.16981708980537832,-0.1518803614708134,-0.15188692932740927
output_mean,0.008203939851114103,-0.01695969799170477,0.3613911927952467,0.08150540820907526,0.05077889194140239,0.10310865190321436,-0.03821447201753992,0.05701264805033574,-0.06376385833730194,0.0006234755542278009,0.061224902900215414,0.029833701618626918,-0.019486950601693434,0.03101400216148155,-0.08611387029083561,0.06162802737792106,0.0,-0.06510669898134203,-0.04151051857301452,0.15153441570485834,-0.0501302215926239,-0.038528876518648406,-0.21510388876090958,-0.2078003521876202,-0.10320881126264866,-0.10294180490614913
output_std,-0.08978399848356733,-0.10550040690139567,0.1421954007139968,-0.1510332721338585,-0.03856330829061941,0.08065925637866866,0.028890210896644643,-0.0011005887837850538,0.04617013290137499,0.0915117033750737,-0.0028809509275900813,0.07120149794428628,0.0027381363568390925,0.00803305695496026,0.050814056066158034,0.024765869860908965,-0.06510669898134203,0.0,0.010360665345819253,0.46104901039796964,-0.011570931291768977,-0.01963461309652878,0.0735446552065891,0.057183324424727205,0.10518392358933126,0.10447797661068012
output_range,-0.08036883425787528,-0.11402898466545577,0.18988511850255319,-0.15522913678113945,-0.09668584612026353,0.13961138127869382,0.028407048077590216,0.006522354037905688,0.026064693226242636,0.1814464680236106,-0.08514093095362948,0.12466793530120594,0.0157651566412102,-0.027273432724348345,0.03843758616731195,-0.0006715748862031919,-0.04151051857301452,0.010360665345819253,0.0,0.4747892284493371,0.016012953581791778,-0.003371189986962314,0.002843711277169876,0.10192697480127902,0.10444696642020582,0.10387380505644561
battery_remaining,0.09984999405626327,-0.07859581825366223,-0.26965371343063566,0.10051548253230802,-0.07097070607912427,0.061113277553466044,0.035149433423973905,-0.00045866958748035785,0.05314724944399975,-0.08841441393517938,-0.04679637317763363,0.03919452500046064,-0.05567843231384081,-0.1863499678195446,0.09713915094618476,0.19295155416461565,0.15153441570485834,0.46104901039796964,0.4747892284493371,0.0,-0.024728967842143176,0.056232133935965184,0.10538159356553921,0.2516248111300387,0.19814111153945846,0.20195931585028598
vel_test_ratio,-0.040123430651554104,0.0737562514625223,-0.011428880627442715,-0.08955201865918715,-0.018963787194522304,-0.07586793408840699,0.014526234528031784,0.008992128870839732,-0.0011027374667200059,0.11970378642280945,0.12001394587610997,-0.0311201195858703,0.03551197248231585,0.12035794140988176,0.008455095075430224,-0.06556679156439092,-0.0501302215926239,-0.011570931291768977,0.016012953581791778,-0.024728967842143176,0.0,-0.017724013530132643,0.0535243422780126,0.04517505273342348,0.0033513270529768654,0.004191522643510932
pos_test_ratio,-0.015045606567295117,0.026187448191335817,-0.047584567162594654,-0.014767223763640785,-0.02333379846736633,-0.03145521743065891,-0.002291903631965587,0.03112769718248565,-0.008547829390420337,0.051896571350902934,0.0765345784536117,-0.008857682793516466,-0.005531901245846932,0.05430661600603416,0.0023131956841211943,-0.04809405769616519,-0.038528876518648406,-0.01963461309652878,-0.003371189986962314,0.056232133935965184,-0.017724013530132643,0.0,0.026459002867393736,-0.004007367728126099,0.03188159528083996,0.03475652810196492
hgt_test_ratio,-0.004621867250667461,-0.034810064638862145,0.0068955948677139715,-0.0007392396892961645,-0.059880901562927615,0.09252830306735417,0.016736791681895433,-0.0005429789335387085,-0.056545386552493096,0.09403243730688851,-0.0010126813993513555,0.15729266843401532,-0.06289091048415889,0.018629662215202278,-0.026367495688007725,-0.29385318493280194,-0.21510388876090958,0.0735446552065891,0.002843711277169876,0.10538159356553921,0.0535243422780126,0.026459002867393736,0.0,-0.03824824899961478,0.03926481551938227,0.040228857716216815
mag_test_ratio,0.003933791683914889,-0.022763777758252744,0.020538862170349365,0.016617766720407726,-0.025214512952174764,-0.0758798781423545,0.03159000361964007,0.09092742328527026,0.0017864517555572657,0.24040008602650204,0.09545971817336742,0.08454004401231979,-0.042978752792922376,0.1197021262217339,-0.09229299872584175,-0.16981708980537832,-0.2078003521876202,0.057183324424727205,0.10192697480127902,0.2516248111300387,0.04517505273342348,-0.004007367728126099,-0.03824824899961478,0.0,-0.06047586094997387,-0.059745935091562286
gps_eph,0.026382412473250842,-0.05550971731962285,-0.21764186935751137,0.05796362088779078,-0.05846242696964602,-0.06518860889409753,0.007654158025517328,0.013558426284434703,0.016278559413353176,0.06768031997750909,0.17321431395369838,0.27630903379770344,-0.19842046918112294,0.08864917913502997,-0.14498784347035829,-0.1518803614708134,-0.10320881126264866,0.10518392358933126,0.10444696642020582,0.19814111153945846,0.0033513270529768654,0.03188159528083996,0.03926481551938227,-0.06047586094997387,0.0,-0.00027173539379621303
gps_epv,0.028555418482407006,-0.05693115039443269,-0.21939157814991406,0.05731448345593527,-0.0591700915168164,-0.06576685404230385,0.007606150036564709,0.013743978350263529,0.01604447184790906,0.07131521844758887,0.17267736974522346,0.2784531331796302,-0.19254565686518568,0.08780947533006585,-0.1463997376456621,-0.15188692932740927,-0.10294180490614913,0.10447797661068012,0.10387380505644561,0.20195931585028598,0.004191522643510932,0.03475652810196492,0.040228857716216815,-0.059745935091562286,-0.00027173539379621303,0.0
