cohort,feature_a,feature_b,rho_delta,abs_delta
fault_minus_normal,act_yaw,mag_test_ratio,-0.09229299872584175,0.09229299872584175
fault_minus_normal,roll_deg,output_std,0.0915117033750737,0.0915117033750737
fault_minus_normal,local_ay,mag_test_ratio,0.09092742328527026,0.09092742328527026
fault_minus_normal,local_vz,yaw_deg,-0.09052498050644261,0.09052498050644261
fault_minus_normal,act_pitch,act_thrust,-0.09022887840677445,0.09022887840677445
fault_minus_normal,local_vy,act_yaw,-0.0897890542052974,0.0897890542052974
fault_minus_normal,local_x,output_std,-0.08978399848356733,0.08978399848356733
fault_minus_normal,local_vx,vel_test_ratio,-0.08955201865918715,0.08955201865918715
fault_minus_normal,act_pitch,gps_eph,0.08864917913502997,0.08864917913502997
fault_minus_normal,roll_deg,battery_remaining,-0.08841441393517938,0.08841441393517938
fault_minus_normal,act_pitch,gps_epv,0.08780947533006585,0.08780947533006585
fault_minus_normal,act_yaw,output_mean,-0.08611387029083561,0.08611387029083561
fault_minus_normal,pitch_deg,act_yaw,0.08570962151762535,0.08570962151762535
fault_minus_normal,pitch_deg,output_range,-0.08514093095362948,0.08514093095362948
fault_minus_normal,yaw_deg,mag_test_ratio,0.08454004401231979,0.08454004401231979
fault_minus_normal,local_ay,yaw_deg,0.08450466946843366,0.08450466946843366
fault_minus_normal,local_vx,output_mean,0.08150540820907526,0.08150540820907526
fault_minus_normal,local_vz,output_std,0.08065925637866866,0.08065925637866866
fault_minus_normal,local_y,yaw_deg,0.08062321814762326,0.08062321814762326
fault_minus_normal,local_x,output_range,-0.08036883425787528,0.08036883425787528
fault_minus_normal,local_y,battery_remaining,-0.07859581825366223,0.07859581825366223
fault_minus_normal,local_ay,act_thrust,0.0783780278503392,0.0783780278503392
fault_minus_normal,local_ay,roll_deg,-0.0783357847938403,0.0783357847938403
fault_minus_normal,local_az,act_thrust,-0.07725093320679637,0.07725093320679637
fault_minus_normal,act_yaw,act_thrust,-0.07698786206178868,0.07698786206178868
fault_minus_normal,pitch_deg,pos_test_ratio,0.0765345784536117,0.0765345784536117
fault_minus_normal,local_vz,mag_test_ratio,-0.0758798781423545,0.0758798781423545
fault_minus_normal,local_vz,vel_test_ratio,-0.07586793408840699,0.07586793408840699
fault_minus_normal,local_z,local_vx,0.07554005208425121,0.07554005208425121
fault_minus_normal,local_vy,local_ay,0.07447709083196206,0.07447709083196206
fault_minus_normal,local_y,vel_test_ratio,0.0737562514625223,0.0737562514625223
fault_minus_normal,output_std,hgt_test_ratio,0.0735446552065891,0.0735446552065891
fault_minus_normal,local_vx,local_ay,0.07241841902202681,0.07241841902202681
fault_minus_normal,local_x,pitch_deg,-0.07222761411972634,0.07222761411972634
fault_minus_normal,local_y,act_thrust,-0.0720600391193438,0.0720600391193438
fault_minus_normal,roll_deg,gps_epv,0.07131521844758887,0.07131521844758887
fault_minus_normal,yaw_deg,output_std,0.07120149794428628,0.07120149794428628
fault_minus_normal,local_vy,battery_remaining,-0.07097070607912427,0.07097070607912427
fault_minus_normal,local_y,act_yaw,-0.07061301398678087,0.07061301398678087
fault_minus_normal,local_ax,roll_deg,0.07029058308355446,0.07029058308355446
fault_minus_normal,roll_deg,act_roll,0.06917385563461047,0.06917385563461047
fault_minus_normal,local_ay,local_az,0.0689360784843532,0.0689360784843532
fault_minus_normal,local_vx,act_thrust,0.06807508628985033,0.06807508628985033
fault_minus_normal,roll_deg,gps_eph,0.06768031997750909,0.06768031997750909
fault_minus_normal,local_z,pitch_deg,-0.06629340183831128,0.06629340183831128
fault_minus_normal,local_vy,act_pitch,-0.06609068735606163,0.06609068735606163
fault_minus_normal,local_x,local_ax,-0.06604306095580777,0.06604306095580777
fault_minus_normal,local_vz,gps_epv,-0.06576685404230385,0.06576685404230385
fault_minus_normal,act_thrust,vel_test_ratio,-0.06556679156439092,0.06556679156439092
fault_minus_normal,local_vz,gps_eph,-0.06518860889409753,0.06518860889409753
fault_minus_normal,output_mean,output_std,-0.06510669898134203,0.06510669898134203
fault_minus_normal,local_az,output_mean,-0.06376385833730194,0.06376385833730194
fault_minus_normal,act_roll,hgt_test_ratio,-0.06289091048415889,0.06289091048415889
fault_minus_normal,local_y,act_pitch,-0.06207718159563819,0.06207718159563819
fault_minus_normal,act_thrust,output_mean,0.06162802737792106,0.06162802737792106
fault_minus_normal,local_ax,local_az,-0.06127469219128419,0.06127469219128419
fault_minus_normal,pitch_deg,output_mean,0.061224902900215414,0.061224902900215414
fault_minus_normal,local_vz,battery_remaining,0.061113277553466044,0.061113277553466044
fault_minus_normal,mag_test_ratio,gps_eph,-0.06047586094997387,0.06047586094997387
fault_minus_normal,local_z,roll_deg,-0.06047231090414086,0.06047231090414086
fault_minus_normal,local_vy,hgt_test_ratio,-0.059880901562927615,0.059880901562927615
fault_minus_normal,mag_test_ratio,gps_epv,-0.059745935091562286,0.059745935091562286
fault_minus_normal,local_vy,gps_epv,-0.0591700915168164,0.0591700915168164
fault_minus_normal,local_vy,gps_eph,-0.05846242696964602,0.05846242696964602
fault_minus_normal,local_vx,gps_eph,0.05796362088779078,0.05796362088779078
fault_minus_normal,local_vx,gps_epv,0.05731448345593527,0.05731448345593527
fault_minus_normal,output_std,mag_test_ratio,0.057183324424727205,0.057183324424727205
fault_minus_normal,local_ay,output_mean,0.05701264805033574,0.05701264805033574
fault_minus_normal,local_y,gps_epv,-0.05693115039443269,0.05693115039443269
fault_minus_normal,local_z,act_yaw,-0.05688658596577602,0.05688658596577602
fault_minus_normal,local_az,hgt_test_ratio,-0.056545386552493096,0.056545386552493096
fault_minus_normal,battery_remaining,pos_test_ratio,0.056232133935965184,0.056232133935965184
fault_minus_normal,act_roll,battery_remaining,-0.05567843231384081,0.05567843231384081
fault_minus_normal,local_x,local_vz,-0.0556316660910558,0.0556316660910558
fault_minus_normal,local_y,gps_eph,-0.05550971731962285,0.05550971731962285
fault_minus_normal,local_ax,local_ay,0.055279244790215225,0.055279244790215225
fault_minus_normal,act_pitch,pos_test_ratio,0.05430661600603416,0.05430661600603416
fault_minus_normal,local_x,act_thrust,0.054068798149853284,0.054068798149853284
fault_minus_normal,vel_test_ratio,hgt_test_ratio,0.0535243422780126,0.0535243422780126
fault_minus_normal,local_az,battery_remaining,0.05314724944399975,0.05314724944399975
fault_minus_normal,roll_deg,pos_test_ratio,0.051896571350902934,0.051896571350902934
fault_minus_normal,act_yaw,output_std,0.050814056066158034,0.050814056066158034
fault_minus_normal,local_vy,output_mean,0.05077889194140239,0.05077889194140239
fault_minus_normal,local_vy,local_ax,-0.050761971915732174,0.050761971915732174
fault_minus_normal,output_mean,vel_test_ratio,-0.0501302215926239,0.0501302215926239
fault_minus_normal,local_vy,act_thrust,-0.04844940203481975,0.04844940203481975
fault_minus_normal,act_thrust,pos_test_ratio,-0.04809405769616519,0.04809405769616519
fault_minus_normal,local_z,pos_test_ratio,-0.047584567162594654,0.047584567162594654
fault_minus_normal,local_vz,roll_deg,-0.04738102778134861,0.04738102778134861
fault_minus_normal,local_y,local_az,-0.04728702638950279,0.04728702638950279
fault_minus_normal,pitch_deg,battery_remaining,-0.04679637317763363,0.04679637317763363
fault_minus_normal,local_az,output_std,0.04617013290137499,0.04617013290137499
fault_minus_normal,vel_test_ratio,mag_test_ratio,0.04517505273342348,0.04517505273342348
fault_minus_normal,local_x,act_roll,0.04453683678989581,0.04453683678989581
fault_minus_normal,act_roll,act_yaw,-0.043604265297480196,0.043604265297480196
fault_minus_normal,act_roll,mag_test_ratio,-0.042978752792922376,0.042978752792922376
fault_minus_normal,roll_deg,act_pitch,-0.04289228568899467,0.04289228568899467
fault_minus_normal,local_vz,local_ax,0.04279416242822533,0.04279416242822533
fault_minus_normal,output_mean,output_range,-0.04151051857301452,0.04151051857301452
fault_minus_normal,local_vx,yaw_deg,-0.04054529036651894,0.04054529036651894
fault_minus_normal,hgt_test_ratio,gps_epv,0.040228857716216815,0.040228857716216815
fault_minus_normal,local_x,vel_test_ratio,-0.040123430651554104,0.040123430651554104
fault_minus_normal,hgt_test_ratio,gps_eph,0.03926481551938227,0.03926481551938227
fault_minus_normal,yaw_deg,battery_remaining,0.03919452500046064,0.03919452500046064
fault_minus_normal,local_vy,local_vz,0.03879046169246697,0.03879046169246697
fault_minus_normal,local_x,local_y,0.03878721372980501,0.03878721372980501
fault_minus_normal,local_vy,output_std,-0.03856330829061941,0.03856330829061941
fault_minus_normal,output_mean,pos_test_ratio,-0.038528876518648406,0.038528876518648406
fault_minus_normal,act_yaw,output_range,0.03843758616731195,0.03843758616731195
fault_minus_normal,hgt_test_ratio,mag_test_ratio,-0.03824824899961478,0.03824824899961478
fault_minus_normal,local_ax,output_mean,-0.03821447201753992,0.03821447201753992
fault_minus_normal,local_z,act_pitch,-0.03728374826736197,0.03728374826736197
fault_minus_normal,local_x,act_yaw,-0.036408781020318144,0.036408781020318144
fault_minus_normal,act_roll,vel_test_ratio,0.03551197248231585,0.03551197248231585
fault_minus_normal,local_ax,battery_remaining,0.035149433423973905,0.035149433423973905
fault_minus_normal,local_y,hgt_test_ratio,-0.034810064638862145,0.034810064638862145
fault_minus_normal,pos_test_ratio,gps_epv,0.03475652810196492,0.03475652810196492
fault_minus_normal,local_ay,act_yaw,-0.034682513236040824,0.034682513236040824
fault_minus_normal,pos_test_ratio,gps_eph,0.03188159528083996,0.03188159528083996
fault_minus_normal,local_ax,mag_test_ratio,0.03159000361964007,0.03159000361964007
fault_minus_normal,local_vz,pos_test_ratio,-0.03145521743065891,0.03145521743065891
fault_minus_normal,local_ay,pos_test_ratio,0.03112769718248565,0.03112769718248565
fault_minus_normal,yaw_deg,vel_test_ratio,-0.0311201195858703,0.0311201195858703
fault_minus_normal,act_pitch,output_mean,0.03101400216148155,0.03101400216148155
fault_minus_normal,local_vy,roll_deg,-0.03095241377194427,0.03095241377194427
fault_minus_normal,yaw_deg,output_mean,0.029833701618626918,0.029833701618626918
fault_minus_normal,local_ay,act_pitch,0.029710075137075367,0.029710075137075367
fault_minus_normal,local_vz,local_ay,-0.029560755137163684,0.029560755137163684
fault_minus_normal,local_vz,act_yaw,-0.029011888032271352,0.029011888032271352
fault_minus_normal,local_ax,output_std,0.028890210896644643,0.028890210896644643
fault_minus_normal,local_x,gps_epv,0.028555418482407006,0.028555418482407006
fault_minus_normal,local_ax,output_range,0.028407048077590216,0.028407048077590216
fault_minus_normal,local_az,pitch_deg,-0.02832716557918882,0.02832716557918882
fault_minus_normal,local_vx,local_vz,0.027927701491881292,0.027927701491881292
fault_minus_normal,local_y,local_vz,0.027635099315574337,0.027635099315574337
fault_minus_normal,act_pitch,output_range,-0.027273432724348345,0.027273432724348345
fault_minus_normal,local_ay,pitch_deg,0.027140035066332883,0.027140035066332883
fault_minus_normal,act_roll,act_thrust,-0.027072794933296618,0.027072794933296618
fault_minus_normal,roll_deg,act_yaw,0.026667618253175575,0.026667618253175575
fault_minus_normal,local_az,act_pitch,-0.02655246372671676,0.02655246372671676
fault_minus_normal,pos_test_ratio,hgt_test_ratio,0.026459002867393736,0.026459002867393736
fault_minus_normal,local_x,gps_eph,0.026382412473250842,0.026382412473250842
fault_minus_normal,act_yaw,hgt_test_ratio,-0.026367495688007725,0.026367495688007725
fault_minus_normal,local_y,pos_test_ratio,0.026187448191335817,0.026187448191335817
fault_minus_normal,local_az,output_range,0.026064693226242636,0.026064693226242636
fault_minus_normal,local_x,act_pitch,0.025954740146068578,0.025954740146068578
fault_minus_normal,local_vy,mag_test_ratio,-0.025214512952174764,0.025214512952174764
fault_minus_normal,act_thrust,output_std,0.024765869860908965,0.024765869860908965
fault_minus_normal,battery_remaining,vel_test_ratio,-0.024728967842143176,0.024728967842143176
fault_minus_normal,local_ax,act_thrust,-0.023433464694626732,0.023433464694626732
fault_minus_normal,local_vy,pos_test_ratio,-0.02333379846736633,0.02333379846736633
fault_minus_normal,local_ax,act_pitch,-0.022838914716613756,0.022838914716613756
fault_minus_normal,local_y,mag_test_ratio,-0.022763777758252744,0.022763777758252744
fault_minus_normal,local_y,local_ax,-0.02273701927464511,0.02273701927464511
fault_minus_normal,yaw_deg,act_roll,0.022626541659190594,0.022626541659190594
fault_minus_normal,local_z,mag_test_ratio,0.020538862170349365,0.020538862170349365
fault_minus_normal,output_std,pos_test_ratio,-0.01963461309652878,0.01963461309652878
fault_minus_normal,act_roll,output_mean,-0.019486950601693434,0.019486950601693434
fault_minus_normal,local_vy,vel_test_ratio,-0.018963787194522304,0.018963787194522304
fault_minus_normal,local_az,roll_deg,0.018840247543580515,0.018840247543580515
fault_minus_normal,act_pitch,hgt_test_ratio,0.018629662215202278,0.018629662215202278
fault_minus_normal,yaw_deg,act_pitch,0.018173059909378668,0.018173059909378668
fault_minus_normal,local_ay,act_roll,0.017907515063392485,0.017907515063392485
fault_minus_normal,vel_test_ratio,pos_test_ratio,-0.017724013530132643,0.017724013530132643
fault_minus_normal,local_y,output_mean,-0.01695969799170477,0.01695969799170477
fault_minus_normal,local_ax,hgt_test_ratio,0.016736791681895433,0.016736791681895433
fault_minus_normal,local_az,act_yaw,0.016696493618617667,0.016696493618617667
fault_minus_normal,local_vx,mag_test_ratio,0.016617766720407726,0.016617766720407726
fault_minus_normal,local_az,gps_eph,0.016278559413353176,0.016278559413353176
fault_minus_normal,local_az,gps_epv,0.01604447184790906,0.01604447184790906
fault_minus_normal,output_range,vel_test_ratio,0.016012953581791778,0.016012953581791778
fault_minus_normal,act_roll,output_range,0.0157651566412102,0.0157651566412102
fault_minus_normal,local_vx,act_yaw,-0.015527068420374424,0.015527068420374424
fault_minus_normal,local_vx,act_roll,-0.015239795318967363,0.015239795318967363
fault_minus_normal,local_x,pos_test_ratio,-0.015045606567295117,0.015045606567295117
fault_minus_normal,local_vx,pos_test_ratio,-0.014767223763640785,0.014767223763640785
fault_minus_normal,local_ax,vel_test_ratio,0.014526234528031784,0.014526234528031784
fault_minus_normal,local_ay,gps_epv,0.013743978350263529,0.013743978350263529
fault_minus_normal,local_ay,gps_eph,0.013558426284434703,0.013558426284434703
fault_minus_normal,local_ax,pitch_deg,0.013251353299352703,0.013251353299352703
fault_minus_normal,local_vx,local_az,-0.013132945967447018,0.013132945967447018
fault_minus_normal,local_x,local_ay,0.013037700811475622,0.013037700811475622
fault_minus_normal,local_x,local_az,0.012968553051818356,0.012968553051818356
fault_minus_normal,local_az,act_roll,-0.011616417704543438,0.011616417704543438
fault_minus_normal,act_roll,act_pitch,0.011576588843750065,0.011576588843750065
fault_minus_normal,output_std,vel_test_ratio,-0.011570931291768977,0.011570931291768977
fault_minus_normal,local_z,vel_test_ratio,-0.011428880627442715,0.011428880627442715
fault_minus_normal,local_x,local_z,-0.011427647066753421,0.011427647066753421
fault_minus_normal,local_vz,local_az,-0.01066771342375189,0.01066771342375189
fault_minus_normal,local_vy,act_roll,0.010618263144337281,0.010618263144337281
fault_minus_normal,output_std,output_range,0.010360665345819253,0.010360665345819253
fault_minus_normal,local_vx,roll_deg,-0.009532442654746148,0.009532442654746148
fault_minus_normal,local_ay,vel_test_ratio,0.008992128870839732,0.008992128870839732
fault_minus_normal,yaw_deg,pos_test_ratio,-0.008857682793516466,0.008857682793516466
fault_minus_normal,local_az,pos_test_ratio,-0.008547829390420337,0.008547829390420337
fault_minus_normal,act_yaw,vel_test_ratio,0.008455095075430224,0.008455095075430224
fault_minus_normal,local_x,output_mean,0.008203939851114103,0.008203939851114103
fault_minus_normal,act_pitch,output_std,0.00803305695496026,0.00803305695496026
fault_minus_normal,local_z,local_ay,0.00795189736471811,0.00795189736471811
fault_minus_normal,local_ax,gps_eph,0.007654158025517328,0.007654158025517328
fault_minus_normal,local_ax,gps_epv,0.007606150036564709,0.007606150036564709
fault_minus_normal,local_z,hgt_test_ratio,0.0068955948677139715,0.0068955948677139715
fault_minus_normal,local_ay,output_range,0.006522354037905688,0.006522354037905688
fault_minus_normal,local_ax,act_roll,0.006154234601565779,0.006154234601565779
fault_minus_normal,local_y,act_roll,0.00597859952758123,0.00597859952758123
fault_minus_normal,pitch_deg,act_pitch,-0.005812657133431931,0.005812657133431931
fault_minus_normal,local_y,local_z,-0.005789500267240934,0.005789500267240934
fault_minus_normal,act_roll,pos_test_ratio,-0.005531901245846932,0.005531901245846932
fault_minus_normal,local_vz,act_roll,-0.005168945519871864,0.005168945519871864
fault_minus_normal,roll_deg,pitch_deg,0.004782659142968382,0.004782659142968382
fault_minus_normal,yaw_deg,act_yaw,-0.004622491675135287,0.004622491675135287
fault_minus_normal,local_x,hgt_test_ratio,-0.004621867250667461,0.004621867250667461
fault_minus_normal,local_z,local_ax,0.004533353464289378,0.004533353464289378
fault_minus_normal,vel_test_ratio,gps_epv,0.004191522643510932,0.004191522643510932
fault_minus_normal,pos_test_ratio,mag_test_ratio,-0.004007367728126099,0.004007367728126099
fault_minus_normal,local_x,mag_test_ratio,0.003933791683914889,0.003933791683914889
fault_minus_normal,output_range,pos_test_ratio,-0.003371189986962314,0.003371189986962314
fault_minus_normal,vel_test_ratio,gps_eph,0.0033513270529768654,0.0033513270529768654
fault_minus_normal,local_az,yaw_deg,0.003005950510239024,0.003005950510239024
fault_minus_normal,pitch_deg,output_std,-0.0028809509275900813,0.0028809509275900813
fault_minus_normal,output_range,hgt_test_ratio,0.002843711277169876,0.002843711277169876
fault_minus_normal,act_roll,output_std,0.0027381363568390925,0.0027381363568390925
fault_minus_normal,act_yaw,pos_test_ratio,0.0023131956841211943,0.0023131956841211943
fault_minus_normal,local_ax,pos_test_ratio,-0.002291903631965587,0.002291903631965587
fault_minus_normal,local_vy,local_az,0.002040880029250373,0.002040880029250373
fault_minus_normal,local_vx,local_ax,-0.0019679210835978622,0.0019679210835978622
fault_minus_normal,local_az,mag_test_ratio,0.0017864517555572657,0.0017864517555572657
fault_minus_normal,local_ax,act_yaw,0.0016423790989707281,0.0016423790989707281
fault_minus_normal,local_az,vel_test_ratio,-0.0011027374667200059,0.0011027374667200059
fault_minus_normal,local_ay,output_std,-0.0011005887837850538,0.0011005887837850538
fault_minus_normal,pitch_deg,hgt_test_ratio,-0.0010126813993513555,0.0010126813993513555
fault_minus_normal,local_vx,hgt_test_ratio,-0.0007392396892961645,0.0007392396892961645
fault_minus_normal,act_thrust,output_range,-0.0006715748862031919,0.0006715748862031919
fault_minus_normal,roll_deg,output_mean,0.0006234755542278009,0.0006234755542278009
fault_minus_normal,local_ay,hgt_test_ratio,-0.0005429789335387085,0.0005429789335387085
fault_minus_normal,local_ay,battery_remaining,-0.00045866958748035785,0.00045866958748035785
fault_minus_normal,gps_eph,gps_epv,-0.00027173539379621303,0.00027173539379621303
