candidate,rotation,policy,canonical_case_id,domain,fault_family,evaluation_role,detected,alarm_events,false_alarm_events,normal_calibration_holdout,exposure_hours,normal_exposure_hours
W1,4,critical,rfly_0536231715fe71483aff,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_79b1c0a0bdfbdb5029da,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_0ae173e979a3bca2126e,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_0f22854859a48f3ff9ae,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_9e0aa03b6a002c3b105e,HIL,Environment,environment_robustness,,0,0,False,0.022222222222222223,0.022222222222222223
W1,4,critical,rfly_da0cf5605e53ecf8a9eb,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_e66c499d6879bf8be12b,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_44bed710225b0532bc4e,HIL,Environment,environment_robustness,,0,0,False,0.022222222222222223,0.022222222222222223
W1,4,critical,rfly_03425f6a012baf80f9da,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_0e8b0e22abe32ddb4286,HIL,Environment,environment_robustness,,0,0,False,0.022222222222222223,0.022222222222222223
W1,4,critical,rfly_18c09d563bd07ed8b845,HIL,Environment,environment_robustness,,0,0,False,0.022222222222222223,0.022222222222222223
W1,4,critical,rfly_e85baec943b308bc2127,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_19233ac59f91490f3be2,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_13735b4088935ef40184,HIL,Environment,environment_robustness,,0,0,False,0.022222222222222223,0.022222222222222223
W1,4,critical,rfly_9792cb09c72f06b0beb1,HIL,Environment,environment_robustness,,0,0,False,0.022222222222222223,0.022222222222222223
W1,4,critical,rfly_34dc6642c09aaf7c32b6,HIL,Environment,environment_robustness,,0,0,False,0.022222222222222223,0.022222222222222223
W1,4,critical,rfly_f046778d67b077d19d81,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_3abc07e8e2ce90971d7b,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_bdf54fec4582ff9a972c,HIL,Environment,environment_robustness,,0,0,False,0.022222222222222223,0.022222222222222223
W1,4,critical,rfly_d2b94a4960713a55be45,HIL,Environment,environment_robustness,,0,0,False,0.02277777777777778,0.02277777777777778
W1,4,critical,rfly_73c3f4e59382771c8422,HIL,Environment,environment_robustness,,0,0,False,0.023055555555555555,0.023055555555555555
W1,4,critical,rfly_607a8e09e7eda01e21c2,HIL,Environment,environment_robustness,,0,0,False,0.02277777777777778,0.02277777777777778
W1,4,critical,rfly_09449244cdc15daba069,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_38948d6e34ceb855673d,HIL,Environment,environment_robustness,,0,0,False,0.02277777777777778,0.02277777777777778
W1,4,critical,rfly_31265097133f9e2de6a2,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_fc834aa7324cf85d7d1e,HIL,Environment,environment_robustness,,0,0,False,0.02277777777777778,0.02277777777777778
W1,4,critical,rfly_7bca3cb387734230fd87,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_30f9ff4c7709c75c1584,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_a26c86f8674c19dc5e99,HIL,Environment,environment_robustness,,0,0,False,0.0225,0.0225
W1,4,critical,rfly_5a1934be5366608f2a15,HIL,Environment,environment_robustness,,0,0,False,0.02277777777777778,0.02277777777777778
W1,4,critical,rfly_2f5da3d58126f0e93118,HIL,Load,fault_detection,False,0,0,False,0.03305555555555555,0.012222222222222223
W1,4,critical,rfly_cf6765dc0ff6f6781204,HIL,Load,fault_detection,False,0,0,False,0.03361111111111111,0.0125
W1,4,critical,rfly_c2cdbe59d780735adbe7,HIL,Load,fault_detection,False,0,0,False,0.03361111111111111,0.012222222222222223
W1,4,critical,rfly_382d2e851d9a273ccc7b,HIL,Load,fault_detection,False,0,0,False,0.03333333333333333,0.011944444444444445
W1,4,critical,rfly_49416f2ed3df1a6d3d6c,HIL,Load,fault_detection,False,0,0,False,0.03333333333333333,0.012222222222222223
W1,4,critical,rfly_29e509c5102a9016c5b4,HIL,Load,fault_detection,False,0,0,False,0.03361111111111111,0.0125
W1,4,critical,rfly_08b1e129f889b3ebcff0,HIL,Load,fault_detection,False,0,0,False,0.03361111111111111,0.012222222222222223
W1,4,critical,rfly_b176806fd31491f8611e,HIL,Load,fault_detection,False,0,0,False,0.034166666666666665,0.0125
W1,4,critical,rfly_c142764acb0e7be72afe,HIL,Load,fault_detection,False,0,0,False,0.03388888888888889,0.0125
W1,4,critical,rfly_1d5937a1d80ee7a495d6,HIL,Load,fault_detection,False,0,0,False,0.03333333333333333,0.012222222222222223
W1,4,critical,rfly_2e9e0598f796f6dbddce,HIL,Load,fault_detection,False,0,0,False,0.03388888888888889,0.0125
W1,4,critical,rfly_9b29eafaa9ffc2ad11aa,HIL,Load,fault_detection,False,0,0,False,0.03361111111111111,0.0125
W1,4,critical,rfly_c0511946280ed3ef27b1,HIL,Load,fault_detection,False,0,0,False,0.034444444444444444,0.0125
W1,4,critical,rfly_066a0bbd44dcbd9fa470,HIL,Load,fault_detection,False,0,0,False,0.034444444444444444,0.0125
W1,4,critical,rfly_5605681d7e199c148443,HIL,Load,fault_detection,False,0,0,False,0.034166666666666665,0.012222222222222223
W1,4,critical,rfly_e43c9e452232103e72b6,HIL,Load,fault_detection,False,0,0,False,0.03361111111111111,0.011944444444444445
W1,4,critical,rfly_87c3abc57890c0cf47ae,HIL,Load,fault_detection,True,1,0,False,0.034166666666666665,0.012222222222222223
W1,4,critical,rfly_728bd8436d20db926e0c,HIL,Load,fault_detection,True,1,0,False,0.034444444444444444,0.0125
W1,4,critical,rfly_1357963d1708d6534036,HIL,Load,fault_detection,False,0,0,False,0.03361111111111111,0.011944444444444445
W1,4,critical,rfly_c8dcea0b47c6028b2622,HIL,Load,fault_detection,False,0,0,False,0.034444444444444444,0.012222222222222223
W1,4,critical,rfly_e5efb78f6cee65f27b32,HIL,Load,fault_detection,False,0,0,False,0.034444444444444444,0.0125
W1,4,critical,rfly_1f201eb4047bc86f79ad,HIL,Load,fault_detection,False,0,0,False,0.035277777777777776,0.012222222222222223
W1,4,critical,rfly_f2377031b5aa3072c919,HIL,Load,fault_detection,False,0,0,False,0.034722222222222224,0.0125
W1,4,critical,rfly_ca106fd5289816aa21d2,HIL,Load,fault_detection,False,0,0,False,0.034722222222222224,0.012222222222222223
W1,4,critical,rfly_737aacfdebdb7259e683,HIL,Load,fault_detection,False,0,0,False,0.034166666666666665,0.011944444444444445
W1,4,critical,rfly_7356b2031e5f72ba2072,HIL,Load,fault_detection,False,0,0,False,0.034722222222222224,0.0125
W1,4,critical,rfly_73418d3e0294567ec05e,HIL,Load,fault_detection,False,0,0,False,0.034722222222222224,0.012222222222222223
W1,4,critical,rfly_f7bc0f5d5975a5be81a8,HIL,Load,fault_detection,False,0,0,False,0.034166666666666665,0.012222222222222223
W1,4,critical,rfly_7f701908500cfb3aeb69,HIL,Load,fault_detection,False,0,0,False,0.034166666666666665,0.012222222222222223
W1,4,critical,rfly_091ae62db491d1bef6c2,HIL,Load,fault_detection,False,0,0,False,0.034166666666666665,0.012222222222222223
W1,4,critical,rfly_786db893b3aa08a52a65,HIL,Load,fault_detection,False,0,0,False,0.034444444444444444,0.012222222222222223
W1,4,critical,rfly_2ebb5588c638e2be7906,HIL,Load,fault_detection,False,0,0,False,0.034166666666666665,0.0125
W1,4,critical,rfly_1bc54502ab1ad7826eb9,HIL,Load,fault_detection,False,0,0,False,0.034166666666666665,0.011944444444444445
W1,4,critical,rfly_56541edb9a173bcc02f9,HIL,Load,fault_detection,False,0,0,False,0.03305555555555555,0.012222222222222223
W1,4,critical,rfly_617e008eab58724ecbde,HIL,Load,fault_detection,False,0,0,False,0.03388888888888889,0.012222222222222223
W1,4,critical,rfly_210e42a02b2f4a35cfdc,HIL,Load,fault_detection,False,0,0,False,0.0325,0.011944444444444445
W1,4,critical,rfly_f02892d59d3fba0f2113,HIL,Load,fault_detection,False,0,0,False,0.03277777777777778,0.012222222222222223
W1,4,critical,rfly_6e4a47e9aa8c8b588da1,HIL,Load,fault_detection,False,0,0,False,0.03277777777777778,0.012222222222222223
W1,4,critical,rfly_cd3bb0ad0d2473de8a1e,HIL,Load,fault_detection,False,0,0,False,0.03305555555555555,0.012222222222222223
W1,4,critical,rfly_be9c991bd6e415130daf,HIL,Load,fault_detection,False,0,0,False,0.03305555555555555,0.012222222222222223
W1,4,critical,rfly_6d88e89e35c58d2e025b,HIL,Load,fault_detection,False,0,0,False,0.03277777777777778,0.012222222222222223
W1,4,critical,rfly_3f90a9ce29b14250e409,HIL,Load,fault_detection,False,0,0,False,0.0325,0.011944444444444445
W1,4,critical,rfly_34a9bcb24fa068da45d8,HIL,Load,fault_detection,False,0,0,False,0.03388888888888889,0.012222222222222223
W1,4,critical,rfly_e385a619fe856b99188e,HIL,Load,fault_detection,True,1,0,False,0.028333333333333332,0.0044444444444444444
W1,4,critical,rfly_3a71cb16984b62066124,HIL,Load,fault_detection,True,1,0,False,0.028333333333333332,0.0044444444444444444
W1,4,critical,rfly_ded385001555acfd58a4,HIL,Load,fault_detection,True,1,0,False,0.023055555555555555,0.004722222222222222
W1,4,critical,rfly_36fd0f4fe360d92e8f0d,HIL,Load,fault_detection,False,0,0,False,0.029166666666666667,0.004722222222222222
W1,4,critical,rfly_cc4dc5da37ed4ac7e4e9,HIL,Load,fault_detection,False,0,0,False,0.030555555555555555,0.004722222222222222
W1,4,critical,rfly_89e605944667b1e17890,HIL,Load,fault_detection,True,1,0,False,0.027777777777777776,0.004722222222222222
W1,4,critical,rfly_3f8fb2b7b488cebc00ec,HIL,Load,fault_detection,True,1,0,False,0.02861111111111111,0.004722222222222222
W1,4,critical,rfly_ced3f1dc487b94b43ffa,HIL,Load,fault_detection,True,1,0,False,0.029166666666666667,0.004722222222222222
W1,4,critical,rfly_1027ed4a67768d84c4e4,HIL,Load,fault_detection,False,0,0,False,0.029722222222222223,0.0044444444444444444
W1,4,critical,rfly_41c9cfc2a6acd7889ce4,HIL,Load,fault_detection,False,0,0,False,0.03166666666666667,0.004722222222222222
W1,4,critical,rfly_4235fec4b762f1e8eab1,HIL,Load,fault_detection,True,1,0,False,0.03111111111111111,0.004722222222222222
W1,4,critical,rfly_debdfa14fb8963b6b36d,HIL,Load,fault_detection,True,1,0,False,0.029722222222222223,0.004722222222222222
W1,4,critical,rfly_4eda4b53876817bb548e,HIL,Load,fault_detection,True,1,0,False,0.0325,0.004722222222222222
W1,4,critical,rfly_aeffe4a2276413a48aa4,HIL,Load,fault_detection,True,1,0,False,0.02861111111111111,0.004722222222222222
W1,4,critical,rfly_82359589c044af45246b,HIL,Load,fault_detection,True,1,0,False,0.03222222222222222,0.004722222222222222
W1,4,critical,rfly_6e55475439cd4cee2d13,HIL,Load,fault_detection,True,1,0,False,0.03194444444444444,0.0044444444444444444
W1,4,critical,rfly_968a14f914e03d2ae919,HIL,Load,fault_detection,True,1,0,False,0.029722222222222223,0.0044444444444444444
W1,4,critical,rfly_3df9f975a764763e7116,HIL,Load,fault_detection,True,1,0,False,0.0325,0.004722222222222222
W1,4,critical,rfly_616a5395a828b1673795,HIL,Load,fault_detection,True,1,0,False,0.03111111111111111,0.004722222222222222
W1,4,critical,rfly_dcee8d135a8e39cb0b47,HIL,Load,fault_detection,True,1,0,False,0.0325,0.004722222222222222
W1,4,critical,rfly_d284baa4c5767c9064c5,HIL,Load,fault_detection,True,2,0,False,0.035,0.004722222222222222
W1,4,critical,rfly_8cac532d9185ec351d7e,HIL,Load,fault_detection,True,1,0,False,0.03305555555555555,0.0044444444444444444
W1,4,critical,rfly_818dee869091dcb59ca3,HIL,Load,fault_detection,True,2,0,False,0.034444444444444444,0.004722222222222222
W1,4,critical,rfly_0e4cb01b09d421655956,HIL,Load,fault_detection,True,1,0,False,0.034444444444444444,0.004722222222222222
W1,4,critical,rfly_01bcf9ea3443dbda0112,HIL,Load,fault_detection,False,0,0,False,0.0225,0.004166666666666667
W1,4,critical,rfly_dd767df712905388613a,HIL,Load,fault_detection,False,0,0,False,0.02277777777777778,0.0044444444444444444
W1,4,critical,rfly_678714b11ce59cf2ca6e,HIL,Load,fault_detection,False,0,0,False,0.02277777777777778,0.0044444444444444444
W1,4,critical,rfly_60dd1cc0efe23ed3939d,HIL,Load,fault_detection,False,0,0,False,0.023055555555555555,0.004722222222222222
W1,4,critical,rfly_47825fb676c5101a6f70,HIL,Load,fault_detection,False,0,0,False,0.02277777777777778,0.004722222222222222
W1,4,critical,rfly_fc4acdf519d5dba81536,HIL,Load,fault_detection,False,0,0,False,0.0225,0.0044444444444444444
W1,4,critical,rfly_7d9a873509db10287a1b,HIL,Load,fault_detection,False,0,0,False,0.02277777777777778,0.004722222222222222
W1,4,critical,rfly_efb0ca71fdd5df1d6479,HIL,Load,fault_detection,False,0,0,False,0.022222222222222223,0.004166666666666667
W1,4,critical,rfly_d2bdddb47787b196168a,HIL,Load,fault_detection,False,0,0,False,0.02277777777777778,0.004722222222222222
W1,4,critical,rfly_0a043445608019097230,HIL,Load,fault_detection,False,0,0,False,0.0225,0.004722222222222222
W1,4,critical,rfly_c8489eb210d941296da7,HIL,Load,fault_detection,False,0,0,False,0.0225,0.0044444444444444444
W1,4,critical,rfly_534f90265e79253a5761,HIL,Load,fault_detection,False,0,0,False,0.0225,0.004722222222222222
W1,4,critical,rfly_a69a9f6c8e6c5cd87992,HIL,Load,fault_detection,False,0,0,False,0.022222222222222223,0.0044444444444444444
W1,4,critical,rfly_72958ad053ea3ddefd69,HIL,Load,fault_detection,False,0,0,False,0.0225,0.004722222222222222
W1,4,critical,rfly_002705223fddda4b5fd3,HIL,Load,fault_detection,False,0,0,False,0.022222222222222223,0.0044444444444444444
W1,4,critical,rfly_d995c98ae6fafd3c2d86,HIL,Load,fault_detection,False,0,0,False,0.02361111111111111,0.004722222222222222
W1,4,critical,rfly_f1600af10347e81c1fa6,HIL,Load,fault_detection,False,0,0,False,0.017222222222222222,0.0044444444444444444
W1,4,critical,rfly_6e58de5ba20f95a56ffa,HIL,Load,fault_detection,False,0,0,False,0.023055555555555555,0.0044444444444444444
W1,4,critical,rfly_e2c140be311439f42335,HIL,Load,fault_detection,False,0,0,False,0.02361111111111111,0.004722222222222222
W1,4,critical,rfly_7e1da057eb1271a9cd07,HIL,Load,fault_detection,False,0,0,False,0.023055555555555555,0.0044444444444444444
W1,4,critical,rfly_7ad3f71362a23972c383,HIL,Load,fault_detection,False,0,0,False,0.023333333333333334,0.004722222222222222
W1,4,critical,rfly_7f832287bfb9f129dd8f,HIL,Load,fault_detection,False,0,0,False,0.023055555555555555,0.0044444444444444444
W1,4,critical,rfly_e28956e01a6c4e7b6449,HIL,Load,fault_detection,False,0,0,False,0.023333333333333334,0.004722222222222222
W1,4,critical,rfly_d7c903429812720c543e,HIL,Load,fault_detection,False,0,0,False,0.023055555555555555,0.0044444444444444444
W1,4,critical,rfly_1c5ec812ad1bfa44c7dd,HIL,Load,fault_detection,False,0,0,False,0.0225,0.004166666666666667
W1,4,critical,rfly_4e773337fe2ffee39329,HIL,Load,fault_detection,False,0,0,False,0.023055555555555555,0.0044444444444444444
W1,4,critical,rfly_d65891794251bff9d449,HIL,Load,fault_detection,False,0,0,False,0.02277777777777778,0.0044444444444444444
W1,4,critical,rfly_88abfc559a795f24bf14,HIL,Load,fault_detection,False,0,0,False,0.023055555555555555,0.0044444444444444444
W1,4,critical,rfly_e2a67bc755387f1f28c4,HIL,Load,fault_detection,False,0,0,False,0.02277777777777778,0.004722222222222222
W1,4,critical,rfly_fb35f8673e3e771b8548,HIL,Load,fault_detection,False,0,0,False,0.0225,0.0044444444444444444
W1,4,critical,rfly_0b29b0c572514ac57002,HIL,Load,fault_detection,False,0,0,False,0.020833333333333332,0.002777777777777778
W1,4,critical,rfly_4a04a3fdd7237622c79d,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.002777777777777778
W1,4,critical,rfly_0a91e5df2d8f1a471260,HIL,Load,fault_detection,False,0,0,False,0.02277777777777778,0.0044444444444444444
W1,4,critical,rfly_d9e5573faeaff94ced12,HIL,Load,fault_detection,False,0,0,False,0.02277777777777778,0.0044444444444444444
W1,4,critical,rfly_eef5a129dffa985d8ee4,HIL,Load,fault_detection,False,0,0,False,0.023055555555555555,0.004722222222222222
W1,4,critical,rfly_8de597223b39ae05e389,HIL,Load,fault_detection,False,0,0,False,0.023333333333333334,0.005
W1,4,critical,rfly_f8f9a4cd2d742d08d849,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.0025
W1,4,critical,rfly_563a09ba439f365fd91f,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.0025
W1,4,critical,rfly_5a843f3a89d79c08ee6c,HIL,Load,fault_detection,False,0,0,False,0.020833333333333332,0.002777777777777778
W1,4,critical,rfly_7a35dd25c5308e202786,HIL,Load,fault_detection,False,0,0,False,0.023333333333333334,0.0044444444444444444
W1,4,critical,rfly_d6ed88d8c32a4cd0e8d5,HIL,Load,fault_detection,False,0,0,False,0.02361111111111111,0.0044444444444444444
W1,4,critical,rfly_68a3d59f2d016ee93766,HIL,Load,fault_detection,False,0,0,False,0.006666666666666667,0.004722222222222222
W1,4,critical,rfly_179856d634d442dc3550,HIL,Load,fault_detection,False,0,0,False,0.023055555555555555,0.004166666666666667
W1,4,critical,rfly_476fda354106dbeb3265,HIL,Load,fault_detection,False,0,0,False,0.021111111111111112,0.0025
W1,4,critical,rfly_5369aa0d95c17a515ab4,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_1149ba151dcc9b7cb9f7,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.002777777777777778
W1,4,critical,rfly_49d68ff2e7888ac82e3e,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.0025
W1,4,critical,rfly_799e76b3bda1faf70f64,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_ea275833c866b637188b,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.002777777777777778
W1,4,critical,rfly_fb87b40fe7db1f710aa8,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_18e3dc5eb69ac6d06bd5,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.002777777777777778
W1,4,critical,rfly_92fc8b4ecdef16c69997,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.002777777777777778
W1,4,critical,rfly_ab4cbcdfd9737fe2335c,HIL,Load,fault_detection,False,0,0,False,0.02,0.0022222222222222222
W1,4,critical,rfly_5512471e2e4489e00abe,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.002777777777777778
W1,4,critical,rfly_8e35f205e0000fdb5782,HIL,Load,fault_detection,False,0,0,False,0.020833333333333332,0.0025
W1,4,critical,rfly_000d295e84c4705b6d04,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_a5960cadef6d8f4b2188,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.002777777777777778
W1,4,critical,rfly_f0d2f3dba8c60c89b9c2,HIL,Load,fault_detection,False,0,0,False,0.02,0.0025
W1,4,critical,rfly_52eee4375426ec221a97,HIL,Load,fault_detection,False,0,0,False,0.02,0.0025
W1,4,critical,rfly_564b9c27af9692d1ffaa,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_b1c8a567720759b4d8d8,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_68de029d716ff193e542,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.0025
W1,4,critical,rfly_4a779e6379943037e11b,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_01afa75ede6c45ae4991,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_ad7999b4f28e3da10848,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_3b7b7f31b450fd65b101,HIL,Load,fault_detection,False,0,0,False,0.021111111111111112,0.0025
W1,4,critical,rfly_0f6e1487ea367f162c37,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_d92ded020dde5b7a4be9,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.002777777777777778
W1,4,critical,rfly_225858a5ef1f9e891c5f,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.002777777777777778
W1,4,critical,rfly_db646f4b7caa21c686c5,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_3c8377dde5b7ca23e392,HIL,Load,fault_detection,False,0,0,False,0.02,0.0025
W1,4,critical,rfly_6648553b4f08eab1ae64,HIL,Load,fault_detection,False,0,0,False,0.020555555555555556,0.002777777777777778
W1,4,critical,rfly_53a7e5adb5290ddddf5f,HIL,Load,fault_detection,False,0,0,False,0.020277777777777777,0.0025
W1,4,critical,rfly_03a7c2f681ae14a249cc,HIL,Load,fault_detection,False,0,0,False,0.024722222222222222,0.0038888888888888888
