source_id,flight_label,eval_group,dominant_module,dominant_module_score,hypothesis
2018-06-04/19_17_29,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-07-03/18_57_00,global_position_anomaly,sead_anomaly,itki_komutu,0.9999564661205955,actuator/motor hypothesis
2018-07-03/18_58_45,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-07-03/19_12_45,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-07-03/19_16_20,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-07-09/18_55_04,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/18_56_32,normal,sead_normal,itki_komutu,0.9710097850765861,actuator/motor hypothesis
2018-07-09/19_05_45,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_09_44,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_13_16,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_16_25,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_20_08,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_29_38,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_32_44,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_36_34,normal,sead_normal,itki_komutu,0.9988446778158048,actuator/motor hypothesis
2018-07-09/19_41_46,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_44_18,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_50_38,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_52_37,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/19_56_32,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-09/20_03_46,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-25/sess006/log001,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-07-25/sess007/log002,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-07-25/sess008/log001,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-07-25/sess009/log001,external_position_anomaly,sead_anomaly,itki_komutu,0.9983155737430429,actuator/motor hypothesis
2018-07-25/sess010/log001,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-07-25/sess011/log001,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-07-__/sess006/log001,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess007/log001,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess008/log001,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess009/log001,external_position_anomaly,sead_anomaly,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess010/log001,external_position_anomaly,sead_anomaly,itki_komutu,0.9993536893288415,actuator/motor hypothesis
2018-07-__/sess011/log001,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess012/log001,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess013/log001,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess013/log002,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess013/log003,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess014/log003,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-07-__/sess015/log002,normal,sead_normal,itki_komutu,0.9999363735608704,actuator/motor hypothesis
2018-07-__/sess015/log005,normal,sead_normal,itki_komutu,0.9996014975654515,actuator/motor hypothesis
2018-08-31-09.01/2016-02-11/19_33_10,external_position_anomaly,sead_anomaly,itki_komutu,0.9998426082821531,actuator/motor hypothesis
2018-08-31-09.01/2016-02-11/19_37_50,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/2016-02-11/19_39_21,external_position_anomaly,sead_anomaly,itki_komutu,0.9994474546075588,actuator/motor hypothesis
2018-08-31-09.01/2016-02-11/19_42_51,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/2016-02-11/19_43_10,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/2016-02-11/19_46_53,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/2016-02-11/19_49_04,normal,sead_normal,itki_komutu,0.9999564661205955,actuator/motor hypothesis
2018-08-31-09.01/2016-02-11/19_55_58,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/2018-08-31/14_23_58,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/part2/2018-09-01/19_41_50,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/part2/2018-09-01/19_43_56,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/part2/2018-09-01/19_46_14,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/part2/2018-09-01/19_48_12,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/part2/2018-09-01/19_49_31,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-08-31-09.01/part2/2018-09-01/19_51_23,external_position_anomaly,sead_anomaly,itki_komutu,0.6156259836982365,actuator/motor hypothesis
2018-08-31-09.01/sess003/log002,normal,sead_normal,itki_komutu,0.9963130152904379,actuator/motor hypothesis
2018-09-03/2016-02-11/19_35_56,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-03/2016-02-11/19_36_59,external_position_anomaly,sead_anomaly,itki_komutu,0.9963063177705296,actuator/motor hypothesis
2018-09-03/2018-09-03/13_13_56,normal,sead_normal,itki_komutu,0.9997890281228861,actuator/motor hypothesis
2018-09-03/2018-09-03/13_17_32,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-03/2018-09-03/13_22_41,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-03/2018-09-03/13_31_17,normal,sead_normal,itki_komutu,0.9997890281228861,actuator/motor hypothesis
2018-09-03/2018-09-03/13_46_06,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-03/2018-09-03/13_52_01,normal,sead_normal,itki_komutu,0.9962929227307128,actuator/motor hypothesis
2018-09-03/2018-09-03/13_56_47,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-03/2018-09-03/14_00_53,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-03/2018-09-03/14_09_02,external_position_anomaly,sead_anomaly,itki_komutu,0.9983959439819435,actuator/motor hypothesis
2018-09-03/2018-09-03/14_14_46,external_position_anomaly,sead_anomaly,itki_komutu,0.9999966512400458,actuator/motor hypothesis
2018-09-03/2018-09-03/14_17_16,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-03/2018-09-03/14_21_00,external_position_anomaly,sead_anomaly,itki_komutu,0.9963130152904379,actuator/motor hypothesis
2018-09-03/2018-09-03/14_22_52,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-03/2018-09-03/14_26_07,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-05/14_21_31,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-05/2016-02-11/19_31_37,normal,sead_normal,itki_komutu,0.9988446778158048,actuator/motor hypothesis
2018-09-05/2016-02-11/19_34_40,external_position_anomaly,sead_anomaly,itki_komutu,0.9960384169741945,actuator/motor hypothesis
2018-09-05/2016-02-11/19_41_03,external_position_anomaly,sead_anomaly,itki_komutu,0.9962594351311709,actuator/motor hypothesis
2018-09-06/13_26_57,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-06/13_32_57,external_position_anomaly,sead_anomaly,itki_komutu,0.9994608496473756,actuator/motor hypothesis
2018-09-06/13_41_28,external_position_anomaly,sead_anomaly,itki_komutu,0.9960919971334615,actuator/motor hypothesis
2018-09-06/13_45_46,normal,sead_normal,itki_komutu,0.9993670843686583,actuator/motor hypothesis
2018-09-06/13_48_45,normal,sead_normal,itki_komutu,0.9960384169741945,actuator/motor hypothesis
2018-09-06/13_56_05,external_position_anomaly,sead_anomaly,itki_komutu,0.9998024231627028,actuator/motor hypothesis
2018-09-06/14_08_52,external_position_anomaly,sead_anomaly,itki_komutu,0.9995613124460012,actuator/motor hypothesis
2018-09-06/14_16_08,normal,sead_normal,itki_komutu,0.9997421454835275,actuator/motor hypothesis
2018-09-06/14_18_57,external_position_anomaly,sead_anomaly,itki_komutu,0.996031719454286,actuator/motor hypothesis
2018-09-06/14_21_27,external_position_anomaly,sead_anomaly,itki_komutu,0.9961053921732782,actuator/motor hypothesis
2018-09-06/14_23_19,external_position_anomaly,sead_anomaly,itki_komutu,0.9960919971334615,actuator/motor hypothesis
2018-09-06/14_27_29,external_position_anomaly,sead_anomaly,itki_komutu,0.9997421454835275,actuator/motor hypothesis
2018-09-06/14_33_25,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-06/14_36_29,external_position_anomaly,sead_anomaly,itki_komutu,0.9988982579750718,actuator/motor hypothesis
2018-09-06/14_38_29,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-06/14_47_07,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-06/14_54_24,external_position_anomaly,sead_anomaly,itki_komutu,0.9960919971334615,actuator/motor hypothesis
2018-09-06/15_00_19,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-06/15_03_26,normal,sead_normal,itki_komutu,0.9962929227307128,actuator/motor hypothesis
2018-09-07/12_34_09,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-07/12_39_45,external_position_anomaly,sead_anomaly,itki_komutu,0.9957772136977677,actuator/motor hypothesis
2018-09-07/12_48_42,external_position_anomaly,sead_anomaly,itki_komutu,0.9996550777247185,actuator/motor hypothesis
2018-09-07/12_51_41,external_position_anomaly,sead_anomaly,itki_komutu,0.9993335967691164,actuator/motor hypothesis
2018-09-07/12_57_30,external_position_anomaly,sead_anomaly,itki_komutu,0.9982954811833178,actuator/motor hypothesis
2018-09-07/12_59_34,external_position_anomaly,sead_anomaly,itki_komutu,0.9999564661205955,actuator/motor hypothesis
2018-09-07/13_02_17,external_position_anomaly,sead_anomaly,itki_komutu,0.996031719454286,actuator/motor hypothesis
2018-09-07/13_04_43,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-07/13_07_23,normal,sead_normal,itki_komutu,0.9961053921732782,actuator/motor hypothesis
2018-09-07/13_10_36,external_position_anomaly,sead_anomaly,itki_komutu,0.9982954811833178,actuator/motor hypothesis
2018-09-07/13_20_12,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-07/13_23_31,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-07/13_26_48,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-07/13_29_47,external_position_anomaly,sead_anomaly,itki_komutu,0.9960585095339196,actuator/motor hypothesis
2018-09-07/13_39_11,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-07/13_52_43,external_position_anomaly,sead_anomaly,itki_komutu,0.9990656959727813,actuator/motor hypothesis
2018-09-07/13_58_13,normal,sead_normal,itki_komutu,0.9990857885325064,actuator/motor hypothesis
2018-09-07/14_03_01,normal,sead_normal,itki_komutu,0.9960585095339196,actuator/motor hypothesis
2018-09-07/14_10_59,external_position_anomaly,sead_anomaly,itki_komutu,0.9983825489421267,actuator/motor hypothesis
2018-09-07/14_16_20,normal,sead_normal,itki_komutu,0.999876095881695,actuator/motor hypothesis
2018-09-07/14_19_21,normal,sead_normal,itki_komutu,0.9960384169741945,actuator/motor hypothesis
2018-09-07/14_26_54,normal,sead_normal,itki_komutu,0.9997488430034358,actuator/motor hypothesis
2018-09-07/14_30_45,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-07/14_43_50,normal,sead_normal,itki_komutu,0.9960919971334615,actuator/motor hypothesis
2018-09-08/17_20_54,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-08/17_26_26,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-08/17_30_27,normal,sead_normal,itki_komutu,0.9983959439819435,actuator/motor hypothesis
2018-09-08/17_36_24,external_position_anomaly,sead_anomaly,itki_komutu,0.9994206645279253,actuator/motor hypothesis
2018-09-08/17_40_05,normal,sead_normal,itki_komutu,0.9984428266213021,actuator/motor hypothesis
2018-09-08/17_41_57,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-08/17_44_37,normal,sead_normal,itki_komutu,0.9997756330830694,actuator/motor hypothesis
2018-09-08/17_48_46,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-08/17_50_22,normal,sead_normal,itki_komutu,0.996031719454286,actuator/motor hypothesis
2018-09-08/17_56_44,normal,sead_normal,itki_komutu,0.9994943372469175,actuator/motor hypothesis
2018-09-08/17_58_39,external_position_anomaly,sead_anomaly,itki_komutu,0.9993001091695745,actuator/motor hypothesis
2018-09-08/18_01_14,external_position_anomaly,sead_anomaly,itki_komutu,0.9996148926052683,actuator/motor hypothesis
2018-09-08/18_03_08,external_position_anomaly,sead_anomaly,itki_komutu,0.996031719454286,actuator/motor hypothesis
2018-09-08/18_07_55,external_position_anomaly,sead_anomaly,itki_komutu,0.9995948000455431,actuator/motor hypothesis
2018-09-08/18_11_27,normal,sead_normal,itki_komutu,0.9960384169741945,actuator/motor hypothesis
2018-09-08/18_15_39,normal,sead_normal,itki_komutu,0.9984428266213021,actuator/motor hypothesis
2018-09-08/18_18_28,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-08/18_21_08,normal,sead_normal,itki_komutu,0.9982887836634095,actuator/motor hypothesis
2018-09-08/18_23_15,normal,sead_normal,itki_komutu,0.9984562216611189,actuator/motor hypothesis
2018-09-08/18_26_14,normal,sead_normal,itki_komutu,0.9995613124460012,actuator/motor hypothesis
2018-09-08/18_29_43,normal,sead_normal,itki_komutu,0.9996885653242604,actuator/motor hypothesis
2018-09-08/18_31_20,external_position_anomaly,sead_anomaly,itki_komutu,0.9994206645279253,actuator/motor hypothesis
2018-09-08/18_33_06,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-08/18_37_09,external_position_anomaly,sead_anomaly,itki_komutu,0.9959848368149274,actuator/motor hypothesis
2018-09-08/18_40_19,external_position_anomaly,sead_anomaly,itki_komutu,0.9984428266213021,actuator/motor hypothesis
2018-09-08/18_42_34,normal,sead_normal,itki_komutu,0.9960384169741945,actuator/motor hypothesis
2018-09-08/18_46_38,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-08/18_51_39,external_position_anomaly,sead_anomaly,itki_komutu,0.9984428266213021,actuator/motor hypothesis
2018-09-08/18_54_01,external_position_anomaly,sead_anomaly,itki_komutu,0.9960919971334615,actuator/motor hypothesis
2018-09-08/18_56_26,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/07_29_03,normal,sead_normal,itki_komutu,0.9996416826849018,actuator/motor hypothesis
2018-09-10/07_33_01,external_position_anomaly,sead_anomaly,itki_komutu,0.9960384169741945,actuator/motor hypothesis
2018-09-10/07_36_58,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/07_41_13,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/07_44_54,normal,sead_normal,itki_komutu,0.9997086578839856,actuator/motor hypothesis
2018-09-10/07_47_58,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/07_52_17,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/07_54_58,normal,sead_normal,itki_komutu,0.9993670843686583,actuator/motor hypothesis
2018-09-10/07_58_30,normal,sead_normal,itki_komutu,0.9983289687828597,actuator/motor hypothesis
2018-09-10/08_02_49,external_position_anomaly,sead_anomaly,itki_komutu,0.9961053921732782,actuator/motor hypothesis
2018-09-10/08_04_54,normal,sead_normal,itki_komutu,0.9997287504437107,actuator/motor hypothesis
2018-09-10/08_07_27,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/08_10_16,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/08_13_04,normal,sead_normal,itki_komutu,0.9996416826849018,actuator/motor hypothesis
2018-09-10/08_15_27,normal,sead_normal,itki_komutu,0.996031719454286,actuator/motor hypothesis
2018-09-10/08_20_33,normal,sead_normal,itki_komutu,0.9959781392950191,actuator/motor hypothesis
2018-09-10/08_23_45,normal,sead_normal,itki_komutu,0.9997287504437107,actuator/motor hypothesis
2018-09-10/08_27_38,normal,sead_normal,itki_komutu,0.9994943372469175,actuator/motor hypothesis
2018-09-10/08_30_01,normal,sead_normal,itki_komutu,0.9960919971334615,actuator/motor hypothesis
2018-09-10/08_32_37,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/08_41_34,normal,sead_normal,itki_komutu,0.996031719454286,actuator/motor hypothesis
2018-09-10/19_07_23,external_position_anomaly,sead_anomaly,itki_komutu,0.9990589984528729,actuator/motor hypothesis
2018-09-10/19_12_58,normal,sead_normal,itki_komutu,0.9993670843686583,actuator/motor hypothesis
2018-09-10/19_15_38,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/19_19_16,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/19_21_54,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-10/19_24_47,normal,sead_normal,itki_komutu,0.9990857885325064,actuator/motor hypothesis
2018-09-11/07_25_53,normal,sead_normal,itki_komutu,0.9999698611604123,actuator/motor hypothesis
2018-09-11/07_29_26,altitude_anomaly,sead_anomaly,itki_komutu,0.9982285059842341,actuator/motor hypothesis
2018-09-11/07_31_37,altitude_anomaly,sead_anomaly,itki_komutu,0.9993001091695745,actuator/motor hypothesis
2018-09-11/07_36_30,altitude_anomaly,sead_anomaly,itki_komutu,0.9983758514222184,actuator/motor hypothesis
2018-09-11/07_38_44,normal,sead_normal,itki_komutu,0.9960585095339196,actuator/motor hypothesis
2018-09-11/07_42_11,normal,sead_normal,itki_komutu,0.9997086578839856,actuator/motor hypothesis
2018-09-11/07_45_17,altitude_anomaly,sead_anomaly,itki_komutu,0.9998426082821531,actuator/motor hypothesis
2018-09-11/07_46_51,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-11/07_51_46,normal,sead_normal,itki_komutu,0.9984428266213021,actuator/motor hypothesis
2018-09-11/07_54_52,normal,sead_normal,itki_komutu,0.99911257861214,actuator/motor hypothesis
2018-09-11/07_55_43,normal,sead_normal,itki_komutu,0.9982887836634095,actuator/motor hypothesis
2018-09-11/07_57_54,normal,sead_normal,itki_komutu,0.9998426082821531,actuator/motor hypothesis
2018-09-11/08_00_34,normal,sead_normal,itki_komutu,0.9720278081026595,actuator/motor hypothesis
2018-09-11/08_03_41,normal,sead_normal,itki_komutu,0.999661775244627,actuator/motor hypothesis
2018-09-11/08_07_20,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-11/08_12_21,normal,sead_normal,itki_komutu,0.9982954811833178,actuator/motor hypothesis
2018-09-11/08_16_50,normal,sead_normal,itki_komutu,0.9991058810922315,actuator/motor hypothesis
2018-09-11/08_18_39,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-11/08_22_25,normal,sead_normal,itki_komutu,0.9960384169741945,actuator/motor hypothesis
2018-09-11/08_25_54,normal,sead_normal,itki_komutu,0.9993670843686583,actuator/motor hypothesis
2018-09-11/08_30_17,altitude_anomaly,sead_anomaly,itki_komutu,0.9988982579750718,actuator/motor hypothesis
2018-09-12/18_35_39,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-12/18_38_27,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-12/18_42_41,external_position_anomaly,sead_anomaly,itki_komutu,0.9993670843686583,actuator/motor hypothesis
2018-09-12/18_46_47,normal,sead_normal,itki_komutu,0.9994943372469175,actuator/motor hypothesis
2018-09-12/18_48_30,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-12/18_51_50,normal,sead_normal,itki_komutu,0.9960919971334615,actuator/motor hypothesis
2018-09-12/18_59_10,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-12/19_14_19,normal,sead_normal,itki_komutu,0.9961053921732782,actuator/motor hypothesis
2018-09-12/19_20_24,external_position_anomaly,sead_anomaly,itki_komutu,0.9988982579750718,actuator/motor hypothesis
2018-09-12/19_28_20,external_position_anomaly,sead_anomaly,itki_komutu,0.9999497686006872,actuator/motor hypothesis
2018-09-15/16_57_53,normal,sead_normal,itki_komutu,0.9993670843686583,actuator/motor hypothesis
2018-09-15/17_01_53,normal,sead_normal,itki_komutu,0.9993670843686583,actuator/motor hypothesis
2018-09-15/17_16_19,external_position_anomaly,sead_anomaly,itki_komutu,0.9996885653242604,actuator/motor hypothesis
2018-09-15/17_20_38,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-15/17_22_19,normal,sead_normal,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-15/17_28_56,external_position_anomaly,sead_anomaly,itki_komutu,0.9999497686006872,actuator/motor hypothesis
2018-09-15/17_33_56,external_position_anomaly,sead_anomaly,itki_komutu,0.9998560033219699,actuator/motor hypothesis
2018-09-15/17_36_51,external_position_anomaly,sead_anomaly,itki_komutu,0.9993068066894829,actuator/motor hypothesis
2018-09-15/17_48_11,external_position_anomaly,sead_anomaly,itki_komutu,0.9960585095339196,actuator/motor hypothesis
2018-09-15/17_59_18,external_position_anomaly,sead_anomaly,itki_komutu,0.9994206645279253,actuator/motor hypothesis
2018-09-15/18_07_41,normal,sead_normal,itki_komutu,0.9960384169741945,actuator/motor hypothesis
2018-09-15/18_16_47,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-15/18_21_12,external_position_anomaly,sead_anomaly,itki_komutu,0.9997287504437107,actuator/motor hypothesis
2018-09-15/18_27_16,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-15/18_36_56,external_position_anomaly,sead_anomaly,itki_komutu,0.9959848368149274,actuator/motor hypothesis
2018-09-15/18_41_01,external_position_anomaly,sead_anomaly,itki_komutu,0.9982887836634095,actuator/motor hypothesis
2018-09-15/18_45_33,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-17/07_34_37,normal,sead_normal,itki_komutu,0.9996416826849018,actuator/motor hypothesis
2018-09-17/07_46_13,external_position_anomaly,sead_anomaly,itki_komutu,0.9960919971334615,actuator/motor hypothesis
2018-09-17/07_50_34,external_position_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
2018-09-17/07_58_08,external_position_anomaly,sead_anomaly,itki_komutu,0.9999095834812369,actuator/motor hypothesis
2018-09-17/08_17_29,altitude_anomaly,sead_anomaly,itki_komutu,0.9956432632996002,actuator/motor hypothesis
