platform_metadata,fault_id,fault_parameter,fault_severity,planned_fault_start_s,planned_fault_end_s,case_id,canonical_case_id,source_archive,dataset_version,domain,representation,platform,flight_status,fault_family,fault_subtype,system_fault,environment_condition,evaluation_role,fault_start_s,fault_end_s,duration_s,truth_source,ulog_sha256,testinfo_sha256,duplicate_group,quality_status,split_group_id,split,cv_fold,object_name,parsed_path,ulog_bytes
unknown,[123544.],[2. 4. 2.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_116_2414000115,rfly_e3dc3713843b61065569,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,86.0,test_info,e3dc3713843b61065569f1405607726550df466b7f1f8c6e14680506178d1f8c,14b38424a033fc73f7a61ed37b5022ca99045e772129dda1f6d6fba7b49527a6,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_116_2414000115/Log/log_115_2023-8-6-08-19-18.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0000.parquet,10645233
unknown,[123544.],[2. 4. 4.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_117_2414000116,rfly_60cb66800ca2c7f462b8,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,86.0,test_info,60cb66800ca2c7f462b84b09188375f1d2805f7701361fc91739a5dae5f97c9a,d09a3a614d3c949f524f1546cc1b0599fa7b8b38ec6db0524d04c9d99b33254f,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_117_2414000116/Log/log_116_2023-8-6-08-21-22.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0000.parquet,10627867
unknown,[123544.],[4. 2. 2.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_118_2414000117,rfly_7197bb8a61da53624e8b,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,7197bb8a61da53624e8bcdd2fa3c32cccfe8fe54a92cb7b9d5a5a546ca5af132,a1ed4da897339c95816a5fe1474b59b85e51c069b50da40b520f35b17aec41cd,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_118_2414000117/Log/log_117_2023-8-6-08-23-36.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0000.parquet,10610861
unknown,[123544.],[4. 2. 4.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_119_2414000118,rfly_c083c985570b44748fcf,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,c083c985570b44748fcf5ebea61da9635914d58914b620c55314a6b7de8fef97,231b2389da2ae80baf8b68022f48b47b6a16376b588f7dbe606b2c0b9c1dd483,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_119_2414000118/Log/log_118_2023-8-6-08-25-48.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0000.parquet,10651633
unknown,[123544.],[4. 4. 2.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_120_2414000119,rfly_d82a8d6178c9ac80bc47,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,d82a8d6178c9ac80bc47b2d5a04905d144cecbf16c15e499e0c1012bea47ef48,de6b14310d19ad66c558619eb15b0e563721106fdfe6685b74bed0098ab38cbc,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_120_2414000119/Log/log_119_2023-8-6-08-28-02.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0000.parquet,10594567
unknown,[123544.],[4. 4. 4.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_121_2414000120,rfly_4f8e814ce8bb391d95e8,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,4f8e814ce8bb391d95e8e0db3ff043fac058e6baa7286f1f070ff3fec239ef46,99a4d570627c301406d42d600247b95a6b942f1dae60565194e69406e2bea3a9,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_121_2414000120/Log/log_120_2023-8-6-08-30-16.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0000.parquet,10693586
unknown,[123545.],[2. 3.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_192_2415000191,rfly_6b7e529cf9e82b26db8c,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,89.0,test_info,6b7e529cf9e82b26db8c1214b5119e20bfda53ed1a11b9691b3eda7d6272b9b0,2e4c3c6fb21a08ced7f27f15413201288d68bb36c13fa226c9dd9bbf879c70ab,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_192_2415000191/Log/log_54_2023-8-7-04-18-12.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10768790
unknown,[123545.],[2.5 3. ],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_193_2415000192,rfly_aa62f98b3a960011c0bb,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,aa62f98b3a960011c0bb596bb9f4cfa59e3634771c74466b08927c833eb6ede8,398db39bffbc2ffa7ac997388c05e2d97bb57d03b122ef198093bb5b14d22e57,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_193_2415000192/Log/log_55_2023-8-7-04-20-26.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10523698
unknown,[123545.],[3. 3.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_194_2415000193,rfly_38336bba163a1d69ac4c,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,88.0,test_info,38336bba163a1d69ac4cc0575ff2df2ba13019def179166239db32c242076d3c,fdf9f72fe1e566f88343e79aaae2536be95a112034d9c95437a8a5877c362069,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_194_2415000193/Log/log_56_2023-8-7-04-22-42.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10626630
unknown,[123545.],[3.5 3. ],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_195_2415000194,rfly_65924f90d11f8d725bcf,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,89.0,test_info,65924f90d11f8d725bcf4017c82e4f9569449feb6caa348a4ddd9e610fe658d8,bddbadefe33cd618e2db14fdc74053463b15650798903de4c134e75aec8a55e6,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_195_2415000194/Log/log_57_2023-8-7-04-24-56.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10629648
unknown,[123545.],[4. 3.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_196_2415000195,rfly_813d83f307d338e8b0ab,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,813d83f307d338e8b0abfe122dae6b7a23cc9181de88e260b83ab80efedf5c21,fdedc8bfff2cef343ccbb76e3ec25ad2b30a3cba4c08cc585f616f2ccb204b9b,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_196_2415000195/Log/log_58_2023-8-7-04-27-10.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10502698
unknown,[123545.],[2. 3.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_197_2415000196,rfly_7b314b9b3a7b2740afda,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,88.0,test_info,7b314b9b3a7b2740afda1ca5979fa941024b502fd7ad29a29919fc1726b03732,6dab129da2306648f617e46b80abde7e1bf53b589a5e4b949602a0f00865724b,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_197_2415000196/Log/log_59_2023-8-7-04-29-24.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10408434
unknown,[123545.],[2.5 3. ],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_198_2415000197,rfly_a75b88589b56baab598a,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,a75b88589b56baab598a53909fdb5529a149edd26b723f13386acb498abb0a4f,1ebb4a192121eca90993caf5f8f0cb39aa5183352d40bd59e64aad753cb8eef3,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_198_2415000197/Log/log_60_2023-8-7-04-31-38.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10431347
unknown,[123545.],[3. 3.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_199_2415000198,rfly_c63faed405ebf4d87a00,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,c63faed405ebf4d87a007b10935d922b07220ff073119e85a9e212ca2babd958,87d59de63b108e22dd96bb45bc1a1ec247ffca853d7c9b693873973facb5fcf6,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_199_2415000198/Log/log_61_2023-8-7-04-33-52.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10201558
unknown,[123545.],[3.5 3. ],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_200_2415000199,rfly_18221920cc931b715fb6,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,18221920cc931b715fb673359694d84e7985a3cf245945e99935c6805ec501f6,9ada9e03b65dfbe5f5f53fe0024506a813a1851804a1c01d5bfc3082dc6b628c,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_200_2415000199/Log/log_62_2023-8-7-04-36-06.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10363324
unknown,[123545.],[4. 3.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_201_2415000200,rfly_9b0b20d8b27ba082beb4,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,9b0b20d8b27ba082beb432b11ac96cbe34eef5a4016472e8d81a0514bb0d324d,76cf8394f625154fa3559d136d5770545f9e0c4596a932a2c18a8d2cfd0f202d,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_201_2415000200/Log/log_63_2023-8-7-04-38-20.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10425959
unknown,[123545.],[2. 3.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_202_2415000201,rfly_81f22d55a3f2a4a148ca,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,81f22d55a3f2a4a148cae071d14be4db76e9b86118ee98ec6bdeec337df6bd82,bf392c1964c7dbcb3d38097a5853c750cc659d755e20cfdfefef77a7d3c9c043,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_202_2415000201/Log/log_64_2023-8-7-04-40-34.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10307886
unknown,[123545.],[2.5 3. ],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_203_2415000202,rfly_52f4cc7e349f489027f9,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,52f4cc7e349f489027f9614a102b6df2086f9b8946ea6075158695390486124b,9de0cb9cb087a32632cef71c9aad96f3edf2f3604218e235376b25b3ec446171,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_203_2415000202/Log/log_65_2023-8-7-04-42-48.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10408487
unknown,[123545.],[3. 3.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_204_2415000203,rfly_63d056ec2dd0efd239f6,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,86.0,test_info,63d056ec2dd0efd239f6a412330cab459825185a556fea870aa7db3de5157da2,8fcc416e57ba655ef90f17d29f629e5eeae6ff7e02a42904b52e4f083f5dc531,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_204_2415000203/Log/log_66_2023-8-7-04-45-00.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10461872
unknown,[123545.],[3.5 3. ],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_205_2415000204,rfly_ca899445cb916cc55b2f,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,ca899445cb916cc55b2f93172cd3c2b1e74aadb374c20626b2a059f77257cce0,0ca520e4664cdea9f0f9345431e396d5b196cf1c672296965c9905e95944bcab,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_205_2415000204/Log/log_67_2023-8-7-04-47-14.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10429415
unknown,[123545.],[4. 3.],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_206_2415000205,rfly_1ef5195960b177c7bb95,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,1ef5195960b177c7bb950ec9cb62359fbfb352f5b9f07e8997bf00ac334f9828,738d50580ee42db9c622e3823c0ffc7eb33d70a86f81474a256a9f82e51f66b1,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_206_2415000205/Log/log_68_2023-8-7-04-49-28.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10383416
unknown,[123546.],[0.8],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_270_2416000269,rfly_abf67d0d91097d78983e,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,88.0,test_info,abf67d0d91097d78983e048ddcb92a8dc0b6291b314c4a26c994e7f45edb2c37,fbd3f2f6830e6e26dd59ebfe6375ecffede4d90c495d3d84c95f85a4794e1c4d,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_270_2416000269/Log/log_132_2023-8-7-07-23-50.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0001.parquet,10707808
unknown,[123546.],[0.9],unknown,24.0,69.0,HIL-Wind/acce-wind/TestCase_271_2416000270,rfly_4617b2c11548395bef60,xianglile/rflymad,kaggle_snapshot_2026-07-20,HIL,ULog+TestInfo,unknown,normal_or_environment,Environment,Accelerometer,False,Wind,environment_robustness,24.0,69.0,87.0,test_info,4617b2c11548395bef60292f8b1e2d6139b242101ca1bcda6f38b52a8e5ec242,dace239d6081a8b3763338c51a858d150cf2149e91fd706decdae5b59a168e0d,,ok,simulation_scenario:HIL-Wind/acce-wind,development,3,HIL-Wind/acce-wind/TestCase_271_2416000270/Log/log_133_2023-8-7-07-26-06.ulg,C:/Users/PC_5812_YD26/Desktop/GitHub/AnomalyDetection/artifacts/rfly_full/parsed_batches/HIL-Wind/batch_0002.parquet,10661202
